app_id,name,developer,publisher,composite_score,tier,recognition_pct,headroom_pct,fit_pct,review_total,review_positive_ratio,review_score_bucket,owners_range,owners_mid,price_usd,metacritic_score,has_controller_support,is_indie,has_coop,has_multiplayer,release_year,genres,tags,screen_review_total_ge_5000,screen_quality_ge_0.70,screen_owners_le_750k,screen_monetisation_paid,screen_has_controller_support,screen_gamepass_availability
394690,Tower Unite,PixelTail Games,PixelTail Games,0.6776,Depth,0.9089,0.752,0.0267,19950,0.9004,Very Positive,"500,000 .. 1,000,000",750000.0,19.99,,True,True,True,True,2016,Action|Adventure|Casual|Early Access|Indie|Massively Multiplayer|Racing,Action|Adventure|Arcade|Casual|Character Customization|Early Access|FPS|Funny|Great Soundtrack|Indie|Massively Multiplayer|Memes|Mini Golf|Multiplayer|Open World,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1150440,Aliens: Dark Descent,Tindalos Interactive,Focus Entertainment,0.6768,Anchor,0.7425,0.8948,0.1476,13286,0.8892,Very Positive,"200,000 .. 500,000",350000.0,19.99,75,True,False,False,False,2023,Action|Strategy,3D|Action|Action-Adventure|Aliens|Combat|Dark|Horror|Isometric|RTS|Real Time Tactics|Sci-fi|Singleplayer|Space|Stealth|Strategy,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
2005010,"Warhammer 40,000: Boltgun",Auroch Digital,Focus Entertainment,0.6747,Anchor,0.752,0.9027,0.102,13592,0.9111,Very Positive,"200,000 .. 500,000",350000.0,14.29,75,True,True,False,False,2023,Action|Indie,,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
332310,LEGO® Worlds,"TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,0.6739,Depth,0.8006,0.5651,0.5793,15137,0.7836,Mostly Positive,"500,000 .. 1,000,000",750000.0,29.99,,True,False,True,True,2017,Adventure,Action|Adventure|Building|Casual|Co-op|Comedy|Destruction|Early Access|Exploration|Family Friendly|Funny|LEGO|Multiplayer|Open World|Sandbox,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1458140,Pacific Drive,Ironwood Studios,Kepler Interactive,0.6736,Depth,0.7645,0.9246,0.0298,14053,0.8297,Very Positive,"200,000 .. 500,000",350000.0,29.99,,True,True,False,False,2024,Action|Adventure|Indie|Racing|Simulation,3D|Action|Action-Adventure|Adventure|Atmospheric|Base Building|Building|Crafting|Driving|Exploration|First-Person|Investigation|Post-apocalyptic|Sandbox|Sci-fi,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1321440,Cassette Beasts,Bytten Studio,Raw Fury,0.6732,Depth,0.383,0.9984,0.7567,7575,0.9555,Overwhelmingly Positive,"0 .. 20,000",10000.0,19.99,,True,True,True,True,2023,Indie|RPG,2D|3D|Adventure|Cartoony|Co-op|Collectathon|Colorful|Comedy|Controller|Creature Collector|JRPG|Local Co-Op|Open World|Pixel Graphics|PvP,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1353230,Bomb Rush Cyberfunk,Team Reptile,Team Reptile,0.6726,Depth,0.6703,0.832,0.3987,11433,0.9834,Overwhelmingly Positive,"200,000 .. 500,000",350000.0,39.99,,True,True,False,False,,Action|Adventure|Indie,3D|3D Platformer|Action|Adventure|Anime|Cartoon|Colorful|Cyberpunk|Futuristic|Great Soundtrack|Indie|Jet|Linear|Parkour|Relaxing,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
521890,Hello Neighbor,Dynamic Pixels,tinyBuild,0.672,Depth,0.8383,0.6421,0.3501,16592,0.8261,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,,True,True,False,False,2017,Adventure|Indie|Strategy,3D|3D Platformer|Action|Action-Adventure|Dark Humor|Difficult|FPS|Family Friendly|First-Person|Funny|Horror|Multiple Endings|Psychological Horror|Sandbox|Stealth,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1158160,Coral Island,Stairway Games,Humble Games,0.6711,Depth,0.8901,0.7237,0.0863,18653,0.8793,Very Positive,"500,000 .. 1,000,000",750000.0,29.99,,True,True,False,False,2023,Adventure|Casual|Indie|RPG|Simulation|Strategy,Adventure|Agriculture|Building|Cartoony|Casual|Character Customization|Crafting|Dating Sim|Farming Sim|Fishing|Indie|LGBTQ+|Life Sim|Mining|Open World,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1390350,Webbed,Sbug Games,Sbug Games,0.6703,Depth,0.7394,0.4568,0.8885,13123,0.9766,Overwhelmingly Positive,"500,000 .. 1,000,000",750000.0,9.99,,True,True,False,False,2021,Action|Adventure|Indie,2D|2D Platformer|Action|Atmospheric|Cartoony|Collectathon|Colorful|Cute|Exploration|Family Friendly|Fantasy|Female Protagonist|Indie|Nature|Physics,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
1934680,Age of Mythology: Retold,"World's Edge, Forgotten Empires, Tantalus Media, CaptureAge, Virtuos Games",Xbox Game Studios,0.67,Anchor,0.6279,0.8038,0.5306,10775,0.8913,Very Positive,"200,000 .. 500,000",350000.0,29.99,83,True,False,True,True,2024,Strategy,3D|Action RTS|Base Building|Co-op|Fantasy|Level Editor|Magic|Moddable|Multiplayer|Mythology|Online Co-Op|PvE|PvP|RTS|Resource Management,PASS,PASS,PASS,PASS,PASS,PENDING_EXTERNAL_CHECK
