app_id,review_score,total,total_bucket,total_bucket_range
522020,8,133,4,100 - 500
522040,8,623,5,"500 - 1,000"
522070,0,0,1,0 - 10
522080,5,12,2,10 - 50
522090,4,245,4,100 - 500
522130,8,66,3,50 - 100
522200,4,42,2,10 - 50
522210,8,3618,6,"1,000 - 5,000"
522220,6,30,2,10 - 50
522230,6,557,5,"500 - 1,000"
522240,6,363,4,100 - 500
522250,5,37,2,10 - 50
522290,0,0,1,0 - 10
522300,6,20,2,10 - 50
522340,8,73,3,50 - 100
522470,8,5856,7,"5,000 - 10,000"
522480,0,0,1,0 - 10
522490,8,135,4,100 - 500
522530,5,23,2,10 - 50
522570,4,943,5,"500 - 1,000"
522590,5,50,3,50 - 100
522600,0,1,1,0 - 10
522610,7,17,2,10 - 50
522660,5,138,4,100 - 500
522680,0,0,1,0 - 10
522690,5,53,3,50 - 100
522700,0,9,1,0 - 10
522710,7,33,2,10 - 50
522730,6,42,2,10 - 50
522740,5,38,2,10 - 50
522880,6,163,4,100 - 500
522890,7,31,2,10 - 50
522900,7,10,2,10 - 50
522910,0,1,1,0 - 10
522940,8,685,5,"500 - 1,000"
522950,7,13,2,10 - 50
522960,0,8,1,0 - 10
522990,7,37,2,10 - 50
523000,8,1538,6,"1,000 - 5,000"
523030,7,43,2,10 - 50
523050,7,15,2,10 - 50
523060,7,20,2,10 - 50
523070,6,382,4,100 - 500
523080,5,41,2,10 - 50
523090,8,55,3,50 - 100
523110,5,157,4,100 - 500
523150,8,206,4,100 - 500
523160,8,299,4,100 - 500
523170,6,80,3,50 - 100
523180,5,17,2,10 - 50
523210,8,2566,6,"1,000 - 5,000"
523220,0,3,1,0 - 10
523260,0,1,1,0 - 10
523410,5,14,2,10 - 50
523440,0,6,1,0 - 10
523550,0,8,1,0 - 10
523570,0,5,1,0 - 10
523600,6,503,5,"500 - 1,000"
523610,5,41,2,10 - 50
523640,4,224,4,100 - 500
523650,5,4622,6,"1,000 - 5,000"
523660,8,4167,6,"1,000 - 5,000"
523670,5,68,3,50 - 100
523680,6,50,3,50 - 100
523710,6,207,4,100 - 500
523720,7,17,2,10 - 50
523730,5,81,3,50 - 100
523740,5,309,4,100 - 500
523750,6,88,3,50 - 100
523760,7,42,2,10 - 50
523770,6,223,4,100 - 500
523780,8,5806,7,"5,000 - 10,000"
523810,6,83,3,50 - 100
523860,0,0,1,0 - 10
523870,7,39,2,10 - 50
523880,5,13,2,10 - 50
523890,0,3,1,0 - 10
523900,6,34,2,10 - 50
523940,5,28,2,10 - 50
523950,0,0,1,0 - 10
523960,6,71,3,50 - 100
523970,7,12,2,10 - 50
524010,5,430,4,100 - 500
524030,6,98,3,50 - 100
524050,7,16,2,10 - 50
524060,5,14,2,10 - 50
524120,6,49,2,10 - 50
524130,0,0,1,0 - 10
524200,5,30,2,10 - 50
524210,0,0,1,0 - 10
524220,8,133259,10,"100,000 - 500,000"
524240,6,14,2,10 - 50
524250,8,165,4,100 - 500
524350,0,2,1,0 - 10
524380,5,168,4,100 - 500
524390,5,373,4,100 - 500
524410,0,3,1,0 - 10
524430,6,31,2,10 - 50
524490,7,25,2,10 - 50
524520,6,83,3,50 - 100
524530,0,0,1,0 - 10
524540,8,56,3,50 - 100
524550,0,0,1,0 - 10
524560,7,44,2,10 - 50
524570,0,0,1,0 - 10
524580,8,2338,6,"1,000 - 5,000"
524600,8,85,3,50 - 100
524610,0,7,1,0 - 10
524640,8,683,5,"500 - 1,000"
524650,6,17,2,10 - 50
524660,6,850,5,"500 - 1,000"
524690,7,27,2,10 - 50
524850,8,1063,6,"1,000 - 5,000"
524860,0,0,1,0 - 10
524880,0,3,1,0 - 10
524910,8,2678,6,"1,000 - 5,000"
524940,6,14,2,10 - 50
525040,8,900,5,"500 - 1,000"
525050,7,14,2,10 - 50
525070,6,31,2,10 - 50
525080,5,28,2,10 - 50
525100,5,43,2,10 - 50
525140,0,1,1,0 - 10
525150,6,99,3,50 - 100
525190,5,130,4,100 - 500
525210,6,33,2,10 - 50
525240,5,191,4,100 - 500
525300,5,299,4,100 - 500
525320,0,0,1,0 - 10
525330,0,9,1,0 - 10
525340,0,0,1,0 - 10
525350,5,24,2,10 - 50
525360,6,1527,6,"1,000 - 5,000"
525370,6,94,3,50 - 100
525380,5,228,4,100 - 500
525420,5,35,2,10 - 50
525450,8,93,3,50 - 100
525460,4,61,3,50 - 100
525480,8,3666,6,"1,000 - 5,000"
525490,0,0,1,0 - 10
525500,7,40,2,10 - 50
525510,8,4522,6,"1,000 - 5,000"
525530,5,14,2,10 - 50
525540,6,26,2,10 - 50
525590,0,2,1,0 - 10
525600,4,26,2,10 - 50
525610,5,212,4,100 - 500
525620,8,1029,6,"1,000 - 5,000"
525640,8,514,5,"500 - 1,000"
525680,8,731,5,"500 - 1,000"
525690,8,111,4,100 - 500
525700,5,914,5,"500 - 1,000"
525740,7,41,2,10 - 50
525760,7,10,2,10 - 50
525780,8,657,5,"500 - 1,000"
525860,0,2,1,0 - 10
525870,0,6,1,0 - 10
525910,8,50,3,50 - 100
525920,6,431,4,100 - 500
525930,0,0,1,0 - 10
525950,6,13,2,10 - 50
526090,0,4,1,0 - 10
526130,7,48,2,10 - 50
526140,8,399,4,100 - 500
526160,6,7257,7,"5,000 - 10,000"
526240,7,44,2,10 - 50
526260,0,0,1,0 - 10
526290,5,77,3,50 - 100
526310,7,16,2,10 - 50
526320,0,0,1,0 - 10
526400,8,97,3,50 - 100
526430,6,106,4,100 - 500
526450,0,4,1,0 - 10
526470,5,25,2,10 - 50
526490,9,592,5,"500 - 1,000"
526510,7,25,2,10 - 50
526540,5,400,4,100 - 500
526550,0,6,1,0 - 10
526590,5,26,2,10 - 50
526720,0,0,1,0 - 10
526730,6,47,2,10 - 50
526740,5,2107,6,"1,000 - 5,000"
526750,4,56,3,50 - 100
526770,0,0,1,0 - 10
526780,7,16,2,10 - 50
526790,5,653,5,"500 - 1,000"
526800,8,52,3,50 - 100
526870,9,191628,10,"100,000 - 500,000"
526880,5,146,4,100 - 500
526890,7,23,2,10 - 50
526920,5,151,4,100 - 500
526960,0,5,1,0 - 10
526980,5,150,4,100 - 500
527040,0,2,1,0 - 10
527090,0,3,1,0 - 10
527100,6,3122,6,"1,000 - 5,000"
527110,7,11,2,10 - 50
527150,8,254,4,100 - 500
527160,5,212,4,100 - 500
527190,8,229,4,100 - 500
527210,6,38,2,10 - 50
527230,8,40014,8,"10,000 - 50,000"
527240,5,84,3,50 - 100
527250,7,15,2,10 - 50
527260,7,12,2,10 - 50
527280,5,653,5,"500 - 1,000"
527290,8,617,5,"500 - 1,000"
527310,6,15,2,10 - 50
527320,7,20,2,10 - 50
527330,4,18,2,10 - 50
527340,6,743,5,"500 - 1,000"
527350,5,43,2,10 - 50
527360,0,2,1,0 - 10
527380,5,29,2,10 - 50
527420,8,277,4,100 - 500
527430,6,19963,8,"10,000 - 50,000"
527450,8,3077,6,"1,000 - 5,000"
527470,8,145,4,100 - 500
527510,4,52,3,50 - 100
527520,3,12,2,10 - 50
527560,0,0,1,0 - 10
527580,7,23,2,10 - 50
527700,8,523,5,"500 - 1,000"
527710,8,242,4,100 - 500
527720,8,57,3,50 - 100
527740,8,73,3,50 - 100
527750,5,204,4,100 - 500
527760,5,338,4,100 - 500
527770,5,254,4,100 - 500
527790,4,76,3,50 - 100
527800,5,72,3,50 - 100
527810,5,39,2,10 - 50
527820,7,32,2,10 - 50
527860,0,1,1,0 - 10
527880,5,13,2,10 - 50
527890,7,11,2,10 - 50
527900,5,45,2,10 - 50
527910,7,15,2,10 - 50
527920,7,19,2,10 - 50
527930,0,5,1,0 - 10
527940,7,15,2,10 - 50
527950,5,16,2,10 - 50
527960,0,8,1,0 - 10
527980,0,0,1,0 - 10
527990,6,262,4,100 - 500
528010,5,36,2,10 - 50
528020,0,9,1,0 - 10
528060,8,852,5,"500 - 1,000"
528070,6,116,4,100 - 500
528110,7,30,2,10 - 50
528120,8,137,4,100 - 500
528160,6,307,4,100 - 500
528180,5,115,4,100 - 500
528190,0,8,1,0 - 10
528230,8,12494,8,"10,000 - 50,000"
528250,6,250,4,100 - 500
528260,8,85,3,50 - 100
528270,7,39,2,10 - 50
528280,0,0,1,0 - 10
528300,6,315,4,100 - 500
528420,7,15,2,10 - 50
528430,6,100,4,100 - 500
528450,5,48,2,10 - 50
528460,5,519,5,"500 - 1,000"
528510,5,376,4,100 - 500
528550,6,1066,6,"1,000 - 5,000"
528580,8,144,4,100 - 500
528610,5,772,5,"500 - 1,000"
528640,5,101,4,100 - 500
528660,6,558,5,"500 - 1,000"
528670,5,35,2,10 - 50
528690,0,0,1,0 - 10
528720,6,210,4,100 - 500
528730,8,241,4,100 - 500
528740,5,729,5,"500 - 1,000"
528770,7,28,2,10 - 50
528790,0,1,1,0 - 10
528820,5,173,4,100 - 500
528860,7,16,2,10 - 50
528870,0,0,1,0 - 10
528900,5,12,2,10 - 50
528910,0,6,1,0 - 10
528930,0,7,1,0 - 10
528940,7,14,2,10 - 50
528950,6,23,2,10 - 50
528970,5,31,2,10 - 50
528980,5,26,2,10 - 50
528990,7,24,2,10 - 50
529020,8,120,4,100 - 500
529040,6,13,2,10 - 50
529060,4,159,4,100 - 500
529090,0,2,1,0 - 10
529100,7,44,2,10 - 50
529110,8,2938,6,"1,000 - 5,000"
529130,5,88,3,50 - 100
529140,0,6,1,0 - 10
529150,8,499,4,100 - 500
529160,8,391,4,100 - 500
529180,5,11578,8,"10,000 - 50,000"
529240,5,532,5,"500 - 1,000"
529260,0,9,1,0 - 10
529280,5,18,2,10 - 50
529340,5,46821,8,"10,000 - 50,000"
529360,7,36,2,10 - 50
529410,6,54,3,50 - 100
529420,6,172,4,100 - 500
529440,6,503,5,"500 - 1,000"
529450,6,44,2,10 - 50
529490,6,429,4,100 - 500
529500,5,41,2,10 - 50
529520,8,798,5,"500 - 1,000"
529540,7,19,2,10 - 50
529580,6,19,2,10 - 50
529590,8,1184,6,"1,000 - 5,000"
529610,0,3,1,0 - 10
529630,5,34,2,10 - 50
529640,0,6,1,0 - 10
529660,8,1381,6,"1,000 - 5,000"
529670,8,238,4,100 - 500
529700,8,79,3,50 - 100
529730,0,7,1,0 - 10
529740,0,0,1,0 - 10
529760,4,394,4,100 - 500
529770,8,152,4,100 - 500
529780,8,1776,6,"1,000 - 5,000"
529790,6,22,2,10 - 50
529820,5,11,2,10 - 50
529830,5,129,4,100 - 500
529840,5,772,5,"500 - 1,000"
529850,0,1,1,0 - 10
529860,5,15,2,10 - 50
529870,8,66,3,50 - 100
529890,8,181,4,100 - 500
529900,8,261,4,100 - 500
529910,5,398,4,100 - 500
529920,5,22,2,10 - 50
529940,0,8,1,0 - 10
529950,8,279,4,100 - 500
529970,6,79,3,50 - 100
529980,0,8,1,0 - 10
530010,0,7,1,0 - 10
530020,6,378,4,100 - 500
530040,5,260,4,100 - 500
530050,0,2,1,0 - 10
530070,6,6997,7,"5,000 - 10,000"
530080,0,5,1,0 - 10
530090,0,0,1,0 - 10
530110,5,31,2,10 - 50
530120,8,427,4,100 - 500
530130,6,26,2,10 - 50
530160,5,67,3,50 - 100
530190,0,0,1,0 - 10
530210,7,18,2,10 - 50
530240,5,102,4,100 - 500
530290,5,16,2,10 - 50
530300,0,7,1,0 - 10
530320,9,3407,6,"1,000 - 5,000"
530330,8,4875,6,"1,000 - 5,000"
530340,0,0,1,0 - 10
530360,7,36,2,10 - 50
530370,8,50,3,50 - 100
530390,9,816,5,"500 - 1,000"
530410,0,0,1,0 - 10
530470,0,0,1,0 - 10
530500,7,21,2,10 - 50
530510,7,45,2,10 - 50
530520,5,48,2,10 - 50
530530,0,5,1,0 - 10
530540,5,152,4,100 - 500
530560,5,561,5,"500 - 1,000"
530570,0,0,1,0 - 10
530600,0,0,1,0 - 10
530620,8,4502,6,"1,000 - 5,000"
530630,5,2381,6,"1,000 - 5,000"
530650,0,9,1,0 - 10
530720,5,50,3,50 - 100
530820,5,34,2,10 - 50
530830,6,71,3,50 - 100
530840,0,0,1,0 - 10
530860,6,56,3,50 - 100
530890,8,6366,7,"5,000 - 10,000"
530920,6,214,4,100 - 500
530930,4,173,4,100 - 500
530950,5,761,5,"500 - 1,000"
530960,5,117,4,100 - 500
531050,5,171,4,100 - 500
531060,0,5,1,0 - 10
531070,4,22,2,10 - 50
531080,0,8,1,0 - 10
531110,6,36,2,10 - 50
531140,6,45,2,10 - 50
531180,8,180,4,100 - 500
531190,8,211,4,100 - 500
531200,5,128,4,100 - 500
531210,0,1,1,0 - 10
531220,0,0,1,0 - 10
531240,5,40,2,10 - 50
531270,5,358,4,100 - 500
531480,7,17,2,10 - 50
531510,9,20326,8,"10,000 - 50,000"
531520,6,55,3,50 - 100
531530,8,128,4,100 - 500
531540,8,89,3,50 - 100
531630,6,45,2,10 - 50
531640,6,6869,7,"5,000 - 10,000"
531660,6,317,4,100 - 500
531680,8,435,4,100 - 500
531730,8,173,4,100 - 500
531740,6,117,4,100 - 500
531780,7,36,2,10 - 50
531860,5,129,4,100 - 500
531890,6,149,4,100 - 500
531910,8,60,3,50 - 100
531920,5,102,4,100 - 500
531930,6,627,5,"500 - 1,000"
531960,6,1378,6,"1,000 - 5,000"
531980,5,39,2,10 - 50
531990,8,63,3,50 - 100
532010,0,0,1,0 - 10
532030,5,225,4,100 - 500
532070,0,3,1,0 - 10
532080,5,14,2,10 - 50
532110,9,7132,7,"5,000 - 10,000"
532120,7,17,2,10 - 50
532140,0,0,1,0 - 10
532170,8,73,3,50 - 100
532190,8,1008,6,"1,000 - 5,000"
532210,8,33526,8,"10,000 - 50,000"
532260,4,30,2,10 - 50
532270,6,195,4,100 - 500
532280,0,0,1,0 - 10
532290,6,188,4,100 - 500
532320,8,296,4,100 - 500
532470,6,42,2,10 - 50
532600,5,75,3,50 - 100
532660,5,32,2,10 - 50
532670,0,8,1,0 - 10
532690,5,51,3,50 - 100
532700,5,22,2,10 - 50
532740,0,1,1,0 - 10
532750,8,126,4,100 - 500
532770,6,239,4,100 - 500
532790,0,0,1,0 - 10
532800,5,77,3,50 - 100
532840,8,1765,6,"1,000 - 5,000"
532860,0,0,1,0 - 10
532890,5,33,2,10 - 50
532900,0,8,1,0 - 10
532920,5,204,4,100 - 500
532950,4,21,2,10 - 50
532980,8,56,3,50 - 100
533010,6,75,3,50 - 100
533030,4,16,2,10 - 50
533040,7,23,2,10 - 50
533050,7,37,2,10 - 50
533060,7,20,2,10 - 50
533070,7,10,2,10 - 50
533080,6,17,2,10 - 50
533090,0,9,1,0 - 10
533100,0,0,1,0 - 10
533140,0,0,1,0 - 10
533170,5,161,4,100 - 500
533180,5,108,4,100 - 500
533260,5,22,2,10 - 50
533280,0,0,1,0 - 10
533300,8,8684,7,"5,000 - 10,000"
533330,5,124,4,100 - 500
533340,5,131,4,100 - 500
533360,0,9,1,0 - 10
533470,5,11,2,10 - 50
533480,6,281,4,100 - 500
533540,8,5251,7,"5,000 - 10,000"
533580,8,53,3,50 - 100
533610,0,0,1,0 - 10
533630,0,4,1,0 - 10
533660,5,14,2,10 - 50
533700,0,0,1,0 - 10
533740,0,7,1,0 - 10
533770,5,13,2,10 - 50
533780,8,2121,6,"1,000 - 5,000"
533800,0,0,1,0 - 10
533820,6,165,4,100 - 500
533850,8,212,4,100 - 500
533860,5,139,4,100 - 500
533890,5,21,2,10 - 50
533920,0,5,1,0 - 10
533950,8,320,4,100 - 500
533960,0,6,1,0 - 10
533970,8,210,4,100 - 500
534000,8,99,3,50 - 100
534010,5,162,4,100 - 500
534120,0,0,1,0 - 10
534180,0,0,1,0 - 10
534190,8,97,3,50 - 100
534200,6,51,3,50 - 100
534210,5,12,2,10 - 50
534220,5,489,4,100 - 500
534230,8,94,3,50 - 100
534240,0,1,1,0 - 10
534250,6,44,2,10 - 50
534270,0,9,1,0 - 10
534290,8,604,5,"500 - 1,000"
534320,5,24,2,10 - 50
534350,5,14,2,10 - 50
534370,6,1619,6,"1,000 - 5,000"
534380,6,172398,10,"100,000 - 500,000"
534430,0,6,1,0 - 10
534440,6,23,2,10 - 50
534460,5,34,2,10 - 50
534480,4,38,2,10 - 50
534550,8,3066,6,"1,000 - 5,000"
534560,7,45,2,10 - 50
534570,5,44,2,10 - 50
534660,4,10,2,10 - 50
534680,7,37,2,10 - 50
534720,7,49,2,10 - 50
534780,8,110,4,100 - 500
534870,7,25,2,10 - 50
534880,7,12,2,10 - 50
534910,5,50,3,50 - 100
534920,4,28,2,10 - 50
534970,0,2,1,0 - 10
534980,5,22,2,10 - 50
535000,8,51,3,50 - 100
535010,0,8,1,0 - 10
535150,6,82,3,50 - 100
535170,5,47,2,10 - 50
535190,7,22,2,10 - 50
535240,0,3,1,0 - 10
535260,5,65,3,50 - 100
535270,5,13,2,10 - 50
535280,8,59,3,50 - 100
535330,7,26,2,10 - 50
535350,0,7,1,0 - 10
535370,0,3,1,0 - 10
535380,7,26,2,10 - 50
535410,7,33,2,10 - 50
535440,4,33,2,10 - 50
535450,0,0,1,0 - 10
535460,8,61,3,50 - 100
535470,0,0,1,0 - 10
535480,8,4747,6,"1,000 - 5,000"
535490,5,229,4,100 - 500
535520,8,1177,6,"1,000 - 5,000"
535530,0,9,1,0 - 10
535630,6,33,2,10 - 50
535650,7,20,2,10 - 50
535660,0,1,1,0 - 10
535680,7,12,2,10 - 50
535690,6,131,4,100 - 500
535700,5,150,4,100 - 500
535750,5,15,2,10 - 50
535760,5,319,4,100 - 500
535810,0,2,1,0 - 10
535840,7,16,2,10 - 50
535890,7,35,2,10 - 50
535910,7,41,2,10 - 50
535930,8,32411,8,"10,000 - 50,000"
535980,8,52,3,50 - 100
536040,6,308,4,100 - 500
536050,0,0,1,0 - 10
536210,6,66,3,50 - 100
536220,8,15929,8,"10,000 - 50,000"
536230,7,12,2,10 - 50
536270,6,9647,7,"5,000 - 10,000"
536280,5,702,5,"500 - 1,000"
536320,5,50,3,50 - 100
536360,0,2,1,0 - 10
536370,6,13,2,10 - 50
536390,0,0,1,0 - 10
536410,5,64,3,50 - 100
536420,5,75,3,50 - 100
536430,8,69,3,50 - 100
536450,6,102,4,100 - 500
536460,0,0,1,0 - 10
536470,8,52,3,50 - 100
536490,6,43,2,10 - 50
536510,4,26,2,10 - 50
536530,5,19,2,10 - 50
536550,0,0,1,0 - 10
536560,8,276,4,100 - 500
536630,5,34,2,10 - 50
536640,5,81,3,50 - 100
536660,5,150,4,100 - 500
536680,5,56,3,50 - 100
536690,6,59,3,50 - 100
536750,8,280,4,100 - 500
536770,8,60,3,50 - 100
536780,8,259,4,100 - 500
536800,0,7,1,0 - 10
536860,0,0,1,0 - 10
536880,0,0,1,0 - 10
536890,8,529,5,"500 - 1,000"
536920,0,3,1,0 - 10
536950,5,61,3,50 - 100
536960,6,26,2,10 - 50
536990,6,248,4,100 - 500
537000,6,133,4,100 - 500
537020,0,7,1,0 - 10
537050,7,15,2,10 - 50
537060,5,18,2,10 - 50
537110,8,4695,6,"1,000 - 5,000"
537130,6,29,2,10 - 50
537140,8,128,4,100 - 500
537170,0,4,1,0 - 10
537200,5,76,3,50 - 100
537240,0,0,1,0 - 10
537340,6,2584,6,"1,000 - 5,000"
537380,0,1,1,0 - 10
537430,5,535,5,"500 - 1,000"
537450,5,1461,6,"1,000 - 5,000"
537520,5,267,4,100 - 500
537540,5,53,3,50 - 100
537570,6,36,2,10 - 50
537590,5,14,2,10 - 50
537630,6,164,4,100 - 500
537660,5,12,2,10 - 50
537680,0,0,1,0 - 10
537700,6,163,4,100 - 500
537750,0,4,1,0 - 10
537760,7,15,2,10 - 50
537800,8,14006,8,"10,000 - 50,000"
537920,0,5,1,0 - 10
537990,5,717,5,"500 - 1,000"
538000,8,59,3,50 - 100
538030,8,2423,6,"1,000 - 5,000"
538040,0,3,1,0 - 10
538050,5,10,2,10 - 50
538060,5,183,4,100 - 500
538070,8,2063,6,"1,000 - 5,000"
538100,8,2873,6,"1,000 - 5,000"
538110,7,24,2,10 - 50
538170,6,11,2,10 - 50
538220,6,30,2,10 - 50
538330,5,24,2,10 - 50
538340,0,0,1,0 - 10
538380,0,0,1,0 - 10
538390,0,3,1,0 - 10
538410,0,7,1,0 - 10
538420,0,0,1,0 - 10
538450,0,0,1,0 - 10
538470,0,5,1,0 - 10
538490,0,3,1,0 - 10
538550,8,67,3,50 - 100
538560,4,17,2,10 - 50
538580,0,0,1,0 - 10
538590,4,330,4,100 - 500
538680,8,5220,7,"5,000 - 10,000"
538700,0,3,1,0 - 10
538710,8,58,3,50 - 100
538740,0,0,1,0 - 10
538790,5,22,2,10 - 50
538810,5,772,5,"500 - 1,000"
538840,6,414,4,100 - 500
538880,8,96,3,50 - 100
538890,0,0,1,0 - 10
538900,7,13,2,10 - 50
538920,5,52,3,50 - 100
538950,8,62,3,50 - 100
538990,5,76,3,50 - 100
539010,4,12,2,10 - 50
539050,5,58,3,50 - 100
539090,6,32,2,10 - 50
539230,0,0,1,0 - 10
539250,6,31,2,10 - 50
539270,8,449,4,100 - 500
539280,6,111,4,100 - 500
539290,5,120,4,100 - 500
539300,5,171,4,100 - 500
539320,6,133,4,100 - 500
539330,8,245,4,100 - 500
539340,8,97,3,50 - 100
539370,7,45,2,10 - 50
539400,8,413,4,100 - 500
539440,5,222,4,100 - 500
539450,6,271,4,100 - 500
539460,6,195,4,100 - 500
539470,8,8149,7,"5,000 - 10,000"
539550,0,7,1,0 - 10
539560,0,8,1,0 - 10
539640,5,362,4,100 - 500
539650,5,214,4,100 - 500
539660,8,149,4,100 - 500
539670,8,408,4,100 - 500
539690,0,8,1,0 - 10
539720,8,1936,6,"1,000 - 5,000"
539750,6,135,4,100 - 500
539980,7,23,2,10 - 50
540010,7,10,2,10 - 50
540020,5,185,4,100 - 500
540030,0,0,1,0 - 10
540060,8,140,4,100 - 500
540100,5,208,4,100 - 500
540150,6,30,2,10 - 50
540180,4,34,2,10 - 50
540190,6,195,4,100 - 500
540200,0,0,1,0 - 10
540210,0,2,1,0 - 10
540230,6,46,2,10 - 50
540250,5,20,2,10 - 50
540320,0,9,1,0 - 10
540360,7,15,2,10 - 50
540410,7,25,2,10 - 50
540500,6,23,2,10 - 50
540510,8,351,4,100 - 500
540550,4,21,2,10 - 50
540590,4,13,2,10 - 50
540610,8,1746,6,"1,000 - 5,000"
540640,5,27,2,10 - 50
540650,5,23,2,10 - 50
540660,7,20,2,10 - 50
540670,0,0,1,0 - 10
540690,5,49,2,10 - 50
540740,5,72,3,50 - 100
540770,7,23,2,10 - 50
540780,8,136,4,100 - 500
540840,8,3592,6,"1,000 - 5,000"
540860,5,79,3,50 - 100
540870,5,35,2,10 - 50
540880,8,200,4,100 - 500
540900,5,300,4,100 - 500
541120,0,0,1,0 - 10
541150,0,0,1,0 - 10
541160,6,13,2,10 - 50
541190,5,92,3,50 - 100
541200,8,3179,6,"1,000 - 5,000"
541210,8,4398,6,"1,000 - 5,000"
541230,8,848,5,"500 - 1,000"
541240,7,32,2,10 - 50
541250,0,1,1,0 - 10
541300,5,4684,6,"1,000 - 5,000"
541310,8,196,4,100 - 500
541350,5,46,2,10 - 50
541370,4,463,4,100 - 500
541380,5,151,4,100 - 500
541410,0,5,1,0 - 10
541420,7,17,2,10 - 50
541450,5,172,4,100 - 500
541560,5,14,2,10 - 50
541570,9,20310,8,"10,000 - 50,000"
541640,8,486,4,100 - 500
541660,8,400,4,100 - 500
541670,8,1131,6,"1,000 - 5,000"
541720,5,73,3,50 - 100
541760,0,3,1,0 - 10
541770,0,3,1,0 - 10
541820,0,0,1,0 - 10
541890,0,0,1,0 - 10
541910,7,13,2,10 - 50
541920,5,235,4,100 - 500
541930,8,308,4,100 - 500
541950,0,0,1,0 - 10
541970,0,5,1,0 - 10
542030,8,52,3,50 - 100
542050,8,1793,6,"1,000 - 5,000"
542100,6,19,2,10 - 50
542110,5,11,2,10 - 50
542120,7,36,2,10 - 50
542140,0,2,1,0 - 10
542170,7,26,2,10 - 50
542200,8,156,4,100 - 500
542210,5,64,3,50 - 100
542220,7,23,2,10 - 50
542240,5,29,2,10 - 50
542260,8,687,5,"500 - 1,000"
542270,0,8,1,0 - 10
542280,6,83,3,50 - 100
542290,8,118,4,100 - 500
542310,8,1903,6,"1,000 - 5,000"
542340,4,1179,6,"1,000 - 5,000"
542350,6,422,4,100 - 500
542390,0,0,1,0 - 10
542400,8,431,4,100 - 500
542410,5,23,2,10 - 50
542480,6,516,5,"500 - 1,000"
542510,0,1,1,0 - 10
542520,7,44,2,10 - 50
542550,5,101,4,100 - 500
542570,7,20,2,10 - 50
542590,5,346,4,100 - 500
542620,0,9,1,0 - 10
542650,5,112,4,100 - 500
542660,8,130,4,100 - 500
542670,0,7,1,0 - 10
542680,5,19,2,10 - 50
542690,5,76,3,50 - 100
542710,5,102,4,100 - 500
542720,5,142,4,100 - 500
542730,4,121,4,100 - 500
542740,5,138,4,100 - 500
542750,5,12,2,10 - 50
542770,8,239,4,100 - 500
542780,4,223,4,100 - 500
542790,0,9,1,0 - 10
542810,0,1,1,0 - 10
542820,6,19,2,10 - 50
542850,5,23,2,10 - 50
542870,5,16,2,10 - 50
542880,8,116,4,100 - 500
542910,0,8,1,0 - 10
542930,5,73,3,50 - 100
542940,5,34,2,10 - 50
542960,7,28,2,10 - 50
543010,5,260,4,100 - 500
543030,5,366,4,100 - 500
543040,7,23,2,10 - 50
543050,5,10,2,10 - 50
543070,7,36,2,10 - 50
543080,6,17,2,10 - 50
543100,6,180,4,100 - 500
543110,7,10,2,10 - 50
543120,0,1,1,0 - 10
543140,8,649,5,"500 - 1,000"
543150,0,1,1,0 - 10
543160,5,40,2,10 - 50
543170,5,90,3,50 - 100
543180,5,197,4,100 - 500
543240,6,536,5,"500 - 1,000"
543260,8,2349,6,"1,000 - 5,000"
543270,8,51,3,50 - 100
543290,5,10,2,10 - 50
543300,0,3,1,0 - 10
543350,5,31,2,10 - 50
543360,5,103,4,100 - 500
543380,5,13,2,10 - 50
543390,6,248,4,100 - 500
543410,6,18,2,10 - 50
543430,5,33,2,10 - 50
543440,6,45,2,10 - 50
543460,5,7464,7,"5,000 - 10,000"
543480,0,0,1,0 - 10
543510,5,29,2,10 - 50
543530,7,27,2,10 - 50
543540,0,7,1,0 - 10
543580,8,50,3,50 - 100
543600,6,36,2,10 - 50
543650,5,45,2,10 - 50
543710,6,17,2,10 - 50
543720,0,6,1,0 - 10
543740,0,5,1,0 - 10
543870,8,3571,6,"1,000 - 5,000"
543900,5,5468,7,"5,000 - 10,000"
543910,7,14,2,10 - 50
543920,0,3,1,0 - 10
543930,8,278,4,100 - 500
543940,0,5,1,0 - 10
543950,0,9,1,0 - 10
543980,8,205,4,100 - 500
543990,0,0,1,0 - 10
544000,0,2,1,0 - 10
544010,0,0,1,0 - 10
544130,6,21,2,10 - 50
544140,4,82,3,50 - 100
544180,8,230,4,100 - 500
544220,4,19,2,10 - 50
544300,0,0,1,0 - 10
544310,8,310,4,100 - 500
544330,6,3093,6,"1,000 - 5,000"
544360,0,0,1,0 - 10
544370,0,1,1,0 - 10
544380,0,7,1,0 - 10
544390,8,1190,6,"1,000 - 5,000"
544400,7,21,2,10 - 50
544410,5,19,2,10 - 50
544420,4,143,4,100 - 500
544430,0,0,1,0 - 10
544440,7,40,2,10 - 50
544470,0,0,1,0 - 10
544480,4,26,2,10 - 50
544520,7,44,2,10 - 50
544530,6,64,3,50 - 100
544540,6,51,3,50 - 100
544550,8,6557,7,"5,000 - 10,000"
544580,8,68,3,50 - 100
544590,5,86,3,50 - 100
544600,8,182,4,100 - 500
544610,8,3302,6,"1,000 - 5,000"
544630,5,122,4,100 - 500
544650,6,88,3,50 - 100
544680,4,50,3,50 - 100
544690,0,3,1,0 - 10
544700,0,0,1,0 - 10
