app_id,review_score,total,total_bucket,total_bucket_range
500980,5,21,2,10 - 50
501020,6,134,4,100 - 500
501030,5,47,2,10 - 50
501050,6,109,4,100 - 500
501060,3,10,2,10 - 50
501080,8,2486,6,"1,000 - 5,000"
501090,8,78,3,50 - 100
501110,5,98,3,50 - 100
501120,8,413,4,100 - 500
501130,0,0,1,0 - 10
501180,8,368,4,100 - 500
501190,6,124,4,100 - 500
501210,6,284,4,100 - 500
501220,5,102,4,100 - 500
501240,0,0,1,0 - 10
501270,0,4,1,0 - 10
501280,0,7,1,0 - 10
501300,9,41326,8,"10,000 - 50,000"
501310,5,13,2,10 - 50
501320,6,1415,6,"1,000 - 5,000"
501350,6,103,4,100 - 500
501360,0,0,1,0 - 10
501380,5,26,2,10 - 50
501400,0,0,1,0 - 10
501410,7,10,2,10 - 50
501420,0,3,1,0 - 10
501440,5,16,2,10 - 50
501450,0,7,1,0 - 10
501470,5,43,2,10 - 50
501480,8,52,3,50 - 100
501490,0,0,1,0 - 10
501500,7,33,2,10 - 50
501530,8,53,3,50 - 100
501590,8,7871,7,"5,000 - 10,000"
501760,5,358,4,100 - 500
501790,8,926,5,"500 - 1,000"
501840,8,685,5,"500 - 1,000"
501850,0,6,1,0 - 10
501860,5,101,4,100 - 500
501930,6,117,4,100 - 500
501940,5,46,2,10 - 50
501950,5,91,3,50 - 100
501970,8,196,4,100 - 500
501990,8,447,4,100 - 500
502050,7,15,2,10 - 50
502070,0,4,1,0 - 10
502090,5,167,4,100 - 500
502100,6,88,3,50 - 100
502120,7,29,2,10 - 50
502130,6,261,4,100 - 500
502140,5,254,4,100 - 500
502150,7,37,2,10 - 50
502200,5,32,2,10 - 50
502210,8,117,4,100 - 500
502230,8,231,4,100 - 500
502240,6,267,4,100 - 500
502250,0,0,1,0 - 10
502260,0,1,1,0 - 10
502280,8,3511,6,"1,000 - 5,000"
502300,5,64,3,50 - 100
502320,8,105,4,100 - 500
502350,0,3,1,0 - 10
502370,8,1402,6,"1,000 - 5,000"
502380,5,47,2,10 - 50
502390,0,0,1,0 - 10
502400,5,396,4,100 - 500
502410,4,81,3,50 - 100
502420,5,97,3,50 - 100
502430,5,25,2,10 - 50
502440,5,51,3,50 - 100
502450,4,27,2,10 - 50
502460,6,20,2,10 - 50
502470,4,43,2,10 - 50
502480,7,13,2,10 - 50
502500,8,43571,8,"10,000 - 50,000"
502520,8,7714,7,"5,000 - 10,000"
502530,6,23,2,10 - 50
502540,6,28,2,10 - 50
502550,6,1248,6,"1,000 - 5,000"
502570,8,233,4,100 - 500
502600,5,16,2,10 - 50
502620,0,2,1,0 - 10
502650,6,35,2,10 - 50
502700,7,28,2,10 - 50
502710,5,199,4,100 - 500
502720,8,212,4,100 - 500
502730,0,4,1,0 - 10
502740,8,673,5,"500 - 1,000"
502750,8,422,4,100 - 500
502770,6,803,5,"500 - 1,000"
502780,6,14,2,10 - 50
502800,8,5220,7,"5,000 - 10,000"
502810,5,20,2,10 - 50
502820,5,2167,6,"1,000 - 5,000"
502880,4,125,4,100 - 500
502910,5,137,4,100 - 500
502920,7,14,2,10 - 50
502940,8,1082,6,"1,000 - 5,000"
502990,0,2,1,0 - 10
503010,5,107,4,100 - 500
503040,0,0,1,0 - 10
503050,0,6,1,0 - 10
503060,7,18,2,10 - 50
503070,7,11,2,10 - 50
503080,0,7,1,0 - 10
503090,0,8,1,0 - 10
503100,6,78,3,50 - 100
503130,7,16,2,10 - 50
503140,6,22,2,10 - 50
503150,7,27,2,10 - 50
503160,5,106,4,100 - 500
503180,8,190,4,100 - 500
503210,6,135,4,100 - 500
503240,5,165,4,100 - 500
503250,0,0,1,0 - 10
503260,0,0,1,0 - 10
503280,8,87,3,50 - 100
503290,0,8,1,0 - 10
503340,8,114,4,100 - 500
503350,6,2837,6,"1,000 - 5,000"
503370,5,170,4,100 - 500
503390,5,24,2,10 - 50
503400,9,1222,6,"1,000 - 5,000"
503410,6,25,2,10 - 50
503450,5,102,4,100 - 500
503460,8,139,4,100 - 500
503480,5,159,4,100 - 500
503490,0,0,1,0 - 10
503500,0,0,1,0 - 10
503550,6,91,3,50 - 100
503560,8,16138,8,"10,000 - 50,000"
503580,8,1458,6,"1,000 - 5,000"
503620,6,1121,6,"1,000 - 5,000"
503630,8,184,4,100 - 500
503650,8,93,3,50 - 100
503680,6,54,3,50 - 100
503690,0,6,1,0 - 10
503700,0,5,1,0 - 10
503710,5,31,2,10 - 50
503730,6,11,2,10 - 50
503750,5,10,2,10 - 50
503760,0,0,1,0 - 10
503770,8,631,5,"500 - 1,000"
503780,5,25,2,10 - 50
503790,0,0,1,0 - 10
503810,0,1,1,0 - 10
503820,5,882,5,"500 - 1,000"
503830,5,140,4,100 - 500
503860,7,44,2,10 - 50
503900,6,99,3,50 - 100
503920,0,0,1,0 - 10
503930,0,2,1,0 - 10
503940,8,9207,7,"5,000 - 10,000"
503950,8,56,3,50 - 100
503960,6,41,2,10 - 50
503980,6,14,2,10 - 50
504000,8,308,4,100 - 500
504010,5,64,3,50 - 100
504030,0,0,1,0 - 10
504090,7,29,2,10 - 50
504100,5,35,2,10 - 50
504110,6,59,3,50 - 100
504130,8,3168,6,"1,000 - 5,000"
504210,9,4010,6,"1,000 - 5,000"
504230,9,108499,10,"100,000 - 500,000"
504260,6,10,2,10 - 50
504280,5,25,2,10 - 50
504300,6,418,4,100 - 500
504310,5,204,4,100 - 500
504370,8,59316,9,"50,000 - 100,000"
504380,8,150,4,100 - 500
504390,8,360,4,100 - 500
504400,8,343,4,100 - 500
504410,5,47,2,10 - 50
504420,7,26,2,10 - 50
504430,5,79,3,50 - 100
504450,4,21,2,10 - 50
504460,5,91,3,50 - 100
504470,5,14,2,10 - 50
504490,4,400,4,100 - 500
504500,0,7,1,0 - 10
504560,6,42,2,10 - 50
504590,0,0,1,0 - 10
504610,0,3,1,0 - 10
504620,6,31,2,10 - 50
504630,5,51,3,50 - 100
504660,5,15,2,10 - 50
504670,5,13,2,10 - 50
504690,8,156,4,100 - 500
504700,7,26,2,10 - 50
504750,7,25,2,10 - 50
504770,8,723,5,"500 - 1,000"
504790,8,58,3,50 - 100
504800,6,102,4,100 - 500
504840,7,10,2,10 - 50
504850,7,20,2,10 - 50
504880,6,108,4,100 - 500
504920,8,304,4,100 - 500
504980,4,176,4,100 - 500
504990,0,6,1,0 - 10
505060,8,333,4,100 - 500
505070,5,51,3,50 - 100
505080,5,61,3,50 - 100
505090,5,78,3,50 - 100
505110,7,12,2,10 - 50
505140,5,11,2,10 - 50
505170,6,3183,6,"1,000 - 5,000"
505210,6,408,4,100 - 500
505230,8,10103,8,"10,000 - 50,000"
505270,6,10,2,10 - 50
505290,0,4,1,0 - 10
505330,6,470,4,100 - 500
505400,7,28,2,10 - 50
505460,8,38047,8,"10,000 - 50,000"
505550,5,23,2,10 - 50
505630,8,1244,6,"1,000 - 5,000"
505640,8,807,5,"500 - 1,000"
505660,7,18,2,10 - 50
505680,5,16,2,10 - 50
505720,0,0,1,0 - 10
505730,5,945,5,"500 - 1,000"
505740,6,683,5,"500 - 1,000"
505750,5,694,5,"500 - 1,000"
505890,0,0,1,0 - 10
506030,5,15,2,10 - 50
506090,6,19,2,10 - 50
506110,0,0,1,0 - 10
506150,7,28,2,10 - 50
506160,0,6,1,0 - 10
506180,0,0,1,0 - 10
506260,6,78,3,50 - 100
506280,7,45,2,10 - 50
506470,7,14,2,10 - 50
506480,6,367,4,100 - 500
506500,6,3337,6,"1,000 - 5,000"
506510,8,244,4,100 - 500
506540,5,17743,8,"10,000 - 50,000"
506550,5,29,2,10 - 50
506590,5,80,3,50 - 100
506610,8,11414,8,"10,000 - 50,000"
506640,0,0,1,0 - 10
506700,0,8,1,0 - 10
506710,0,0,1,0 - 10
506730,5,739,5,"500 - 1,000"
506760,5,53,3,50 - 100
506780,7,18,2,10 - 50
506830,6,29,2,10 - 50
506840,5,25,2,10 - 50
506860,0,0,1,0 - 10
506870,8,698,5,"500 - 1,000"
506900,6,527,5,"500 - 1,000"
506930,5,16,2,10 - 50
506960,6,14,2,10 - 50
506980,0,3,1,0 - 10
507010,8,4733,6,"1,000 - 5,000"
507030,5,27,2,10 - 50
507050,5,66,3,50 - 100
507060,7,29,2,10 - 50
507080,6,49,2,10 - 50
507120,8,52,3,50 - 100
507130,0,1,1,0 - 10
507140,0,9,1,0 - 10
507210,6,36,2,10 - 50
507270,5,18,2,10 - 50
507310,0,0,1,0 - 10
507340,6,13,2,10 - 50
507380,5,237,4,100 - 500
507390,5,388,4,100 - 500
507400,5,77,3,50 - 100
507440,0,7,1,0 - 10
507490,6,4659,6,"1,000 - 5,000"
507500,0,0,1,0 - 10
507520,6,235,4,100 - 500
507540,0,1,1,0 - 10
508170,6,514,5,"500 - 1,000"
508180,5,292,4,100 - 500
508200,5,63,3,50 - 100
508230,5,69,3,50 - 100
508250,0,8,1,0 - 10
508260,8,173,4,100 - 500
508290,5,936,5,"500 - 1,000"
508300,5,191,4,100 - 500
508330,0,3,1,0 - 10
508350,5,11,2,10 - 50
508390,6,977,5,"500 - 1,000"
508410,5,72,3,50 - 100
508440,9,128521,10,"100,000 - 500,000"
508450,5,330,4,100 - 500
508460,0,0,1,0 - 10
508520,5,15,2,10 - 50
508530,5,249,4,100 - 500
508540,5,38,2,10 - 50
508550,6,1731,6,"1,000 - 5,000"
508580,5,28,2,10 - 50
508600,6,547,5,"500 - 1,000"
508610,0,6,1,0 - 10
508620,0,0,1,0 - 10
508630,5,42,2,10 - 50
508640,0,0,1,0 - 10
508650,8,65,3,50 - 100
508660,3,19,2,10 - 50
508680,0,3,1,0 - 10
508690,5,20,2,10 - 50
508710,6,86,3,50 - 100
508720,0,5,1,0 - 10
508730,5,49,2,10 - 50
508740,5,187,4,100 - 500
508760,5,139,4,100 - 500
508790,8,530,5,"500 - 1,000"
508820,6,84,3,50 - 100
508840,8,771,5,"500 - 1,000"
508890,0,3,1,0 - 10
508900,9,6515,7,"5,000 - 10,000"
508910,7,42,2,10 - 50
508920,0,0,1,0 - 10
508930,5,20,2,10 - 50
508940,7,15,2,10 - 50
508950,5,69,3,50 - 100
508980,8,1702,6,"1,000 - 5,000"
508990,8,228,4,100 - 500
509020,5,12,2,10 - 50
509070,6,25,2,10 - 50
509110,6,429,4,100 - 500
509130,6,44,2,10 - 50
509140,0,0,1,0 - 10
509160,7,29,2,10 - 50
509170,5,18,2,10 - 50
509190,5,86,3,50 - 100
509210,5,74,3,50 - 100
509220,8,2132,6,"1,000 - 5,000"
509230,5,26,2,10 - 50
509250,8,767,5,"500 - 1,000"
509260,4,30,2,10 - 50
509290,8,50,3,50 - 100
509310,6,23,2,10 - 50
509340,0,4,1,0 - 10
509360,6,60,3,50 - 100
509380,0,0,1,0 - 10
509390,6,53,3,50 - 100
509400,7,46,2,10 - 50
509420,6,681,5,"500 - 1,000"
509440,4,19,2,10 - 50
509450,0,7,1,0 - 10
509510,0,0,1,0 - 10
509530,5,37,2,10 - 50
509540,6,95,3,50 - 100
509560,5,202,4,100 - 500
509570,8,487,4,100 - 500
509580,6,1539,6,"1,000 - 5,000"
509600,6,206,4,100 - 500
509610,5,68,3,50 - 100
509620,7,10,2,10 - 50
509770,5,127,4,100 - 500
509780,7,49,2,10 - 50
509800,5,391,4,100 - 500
509810,0,0,1,0 - 10
509820,7,15,2,10 - 50
509830,0,1,1,0 - 10
509850,6,118,4,100 - 500
509860,6,76,3,50 - 100
509880,5,245,4,100 - 500
509910,6,10,2,10 - 50
509920,5,39,2,10 - 50
509930,5,55,3,50 - 100
509950,0,0,1,0 - 10
509960,5,63,3,50 - 100
509980,8,19767,8,"10,000 - 50,000"
510000,6,91,3,50 - 100
510040,7,36,2,10 - 50
510050,8,1333,6,"1,000 - 5,000"
510060,7,36,2,10 - 50
510070,7,18,2,10 - 50
510080,5,19,2,10 - 50
510110,5,19,2,10 - 50
510130,7,28,2,10 - 50
510180,0,1,1,0 - 10
510240,7,49,2,10 - 50
510250,7,45,2,10 - 50
510280,7,11,2,10 - 50
510290,6,44,2,10 - 50
510320,5,36,2,10 - 50
510360,6,18,2,10 - 50
510370,5,88,3,50 - 100
510380,0,9,1,0 - 10
510390,5,67,3,50 - 100
510410,5,18,2,10 - 50
510420,8,4491,6,"1,000 - 5,000"
510430,7,12,2,10 - 50
510470,0,0,1,0 - 10
510490,8,646,5,"500 - 1,000"
510500,8,1433,6,"1,000 - 5,000"
510520,8,131,4,100 - 500
510540,8,458,4,100 - 500
510550,4,30,2,10 - 50
510570,5,72,3,50 - 100
510590,8,124,4,100 - 500
510620,8,482,4,100 - 500
510630,5,617,5,"500 - 1,000"
510640,0,0,1,0 - 10
510650,6,325,4,100 - 500
510660,5,1150,6,"1,000 - 5,000"
510680,8,140,4,100 - 500
510690,0,0,1,0 - 10
510700,6,11,2,10 - 50
510710,0,6,1,0 - 10
510720,0,0,1,0 - 10
510730,5,24,2,10 - 50
510740,7,40,2,10 - 50
510750,5,76,3,50 - 100
510780,6,26,2,10 - 50
510790,5,71,3,50 - 100
510840,5,928,5,"500 - 1,000"
510850,5,89,3,50 - 100
510910,6,52,3,50 - 100
510930,6,122,4,100 - 500
510950,0,9,1,0 - 10
510960,0,2,1,0 - 10
510990,7,15,2,10 - 50
511010,5,37,2,10 - 50
511070,5,15,2,10 - 50
511090,8,221,4,100 - 500
511110,0,0,1,0 - 10
511120,0,5,1,0 - 10
511140,8,234,4,100 - 500
511160,6,127,4,100 - 500
511190,5,60,3,50 - 100
511230,0,4,1,0 - 10
511250,6,33,2,10 - 50
511270,7,13,2,10 - 50
511280,5,26,2,10 - 50
511320,7,26,2,10 - 50
511330,5,58,3,50 - 100
511350,8,217,4,100 - 500
511360,7,23,2,10 - 50
511380,7,25,2,10 - 50
511390,7,10,2,10 - 50
511420,0,1,1,0 - 10
511430,5,150,4,100 - 500
511460,5,16,2,10 - 50
511470,9,6390,7,"5,000 - 10,000"
511490,5,58,3,50 - 100
511500,8,70,3,50 - 100
511540,6,106,4,100 - 500
511560,5,18,2,10 - 50
511570,8,62,3,50 - 100
511600,5,22,2,10 - 50
511610,0,5,1,0 - 10
511630,8,109,4,100 - 500
511660,6,117,4,100 - 500
511680,8,4250,6,"1,000 - 5,000"
511690,7,10,2,10 - 50
511700,7,14,2,10 - 50
511710,0,0,1,0 - 10
511720,5,83,3,50 - 100
511730,0,0,1,0 - 10
511740,8,2091,6,"1,000 - 5,000"
511790,5,36,2,10 - 50
511800,6,1789,6,"1,000 - 5,000"
511810,5,14,2,10 - 50
511820,5,60,3,50 - 100
511830,5,12,2,10 - 50
511920,0,4,1,0 - 10
511960,0,7,1,0 - 10
511970,0,0,1,0 - 10
512000,7,27,2,10 - 50
512020,6,260,4,100 - 500
512060,8,568,5,"500 - 1,000"
512070,5,21,2,10 - 50
512080,6,241,4,100 - 500
512090,0,5,1,0 - 10
512110,7,32,2,10 - 50
512120,5,31,2,10 - 50
512140,0,3,1,0 - 10
512150,7,41,2,10 - 50
512160,6,369,4,100 - 500
512170,5,86,3,50 - 100
512180,9,718,5,"500 - 1,000"
512220,8,457,4,100 - 500
512230,8,214,4,100 - 500
512240,8,53,3,50 - 100
512250,8,3674,6,"1,000 - 5,000"
512260,8,58,3,50 - 100
512270,6,405,4,100 - 500
512300,8,609,5,"500 - 1,000"
512370,0,5,1,0 - 10
512400,3,11,2,10 - 50
512410,5,93,3,50 - 100
512420,5,23,2,10 - 50
512430,5,63,3,50 - 100
512460,8,243,4,100 - 500
512470,8,4334,6,"1,000 - 5,000"
512490,9,649,5,"500 - 1,000"
512500,0,0,1,0 - 10
512550,6,104,4,100 - 500
512560,5,131,4,100 - 500
512630,7,26,2,10 - 50
512640,5,189,4,100 - 500
512680,7,14,2,10 - 50
512700,4,25,2,10 - 50
512720,0,0,1,0 - 10
512740,8,84,3,50 - 100
512750,7,16,2,10 - 50
512770,6,39,2,10 - 50
512790,8,3400,6,"1,000 - 5,000"
512830,0,9,1,0 - 10
512890,8,310,4,100 - 500
512900,9,21224,8,"10,000 - 50,000"
512920,6,33,2,10 - 50
512950,7,35,2,10 - 50
512980,0,0,1,0 - 10
513000,5,3738,6,"1,000 - 5,000"
513060,0,7,1,0 - 10
513160,0,0,1,0 - 10
513170,0,5,1,0 - 10
513200,5,14,2,10 - 50
513210,6,75,3,50 - 100
513230,8,1394,6,"1,000 - 5,000"
513240,0,7,1,0 - 10
513250,7,44,2,10 - 50
513260,0,5,1,0 - 10
513270,5,42,2,10 - 50
513280,0,0,1,0 - 10
513290,5,1150,6,"1,000 - 5,000"
513310,0,1,1,0 - 10
513320,4,325,4,100 - 500
513330,5,361,4,100 - 500
513340,6,411,4,100 - 500
513360,8,223,4,100 - 500
513370,4,190,4,100 - 500
513420,5,60,3,50 - 100
513450,8,1521,6,"1,000 - 5,000"
513460,5,49,2,10 - 50
513480,8,172,4,100 - 500
513490,8,294,4,100 - 500
513510,8,4940,6,"1,000 - 5,000"
513550,5,82,3,50 - 100
513560,6,2283,6,"1,000 - 5,000"
513570,5,300,4,100 - 500
513580,5,39,2,10 - 50
513590,4,167,4,100 - 500
513600,5,53,3,50 - 100
513610,8,135,4,100 - 500
513620,5,215,4,100 - 500
513660,0,0,1,0 - 10
513690,5,92,3,50 - 100
513710,6,106741,10,"100,000 - 500,000"
513720,6,133,4,100 - 500
513740,4,216,4,100 - 500
513760,8,58,3,50 - 100
513770,5,23,2,10 - 50
513780,6,1798,6,"1,000 - 5,000"
513790,6,24,2,10 - 50
513810,4,14,2,10 - 50
513820,6,49,2,10 - 50
513840,7,17,2,10 - 50
513860,7,47,2,10 - 50
513880,5,87,3,50 - 100
513890,8,354,4,100 - 500
513910,7,23,2,10 - 50
513920,7,10,2,10 - 50
513930,5,185,4,100 - 500
513960,7,14,2,10 - 50
513980,8,121,4,100 - 500
513990,5,63,3,50 - 100
514010,5,34,2,10 - 50
514050,7,17,2,10 - 50
514080,6,51,3,50 - 100
514090,8,244,4,100 - 500
514130,8,51,3,50 - 100
514140,5,38,2,10 - 50
514150,6,85,3,50 - 100
514160,8,159,4,100 - 500
514170,6,83,3,50 - 100
514180,8,106,4,100 - 500
514200,0,6,1,0 - 10
514220,5,14,2,10 - 50
514240,5,181,4,100 - 500
514290,5,129,4,100 - 500
514310,8,1006,6,"1,000 - 5,000"
514340,8,76,3,50 - 100
514350,5,13,2,10 - 50
514360,5,82,3,50 - 100
514370,0,9,1,0 - 10
514390,6,98,3,50 - 100
514400,5,23,2,10 - 50
514410,4,92,3,50 - 100
514460,5,208,4,100 - 500
514470,5,101,4,100 - 500
514480,4,109,4,100 - 500
514490,4,91,3,50 - 100
514510,0,0,1,0 - 10
514520,0,7,1,0 - 10
514530,0,3,1,0 - 10
514570,5,21,2,10 - 50
514580,8,239,4,100 - 500
514620,8,241,4,100 - 500
514640,7,13,2,10 - 50
514650,7,46,2,10 - 50
514660,5,201,4,100 - 500
514670,5,79,3,50 - 100
514700,8,134,4,100 - 500
514720,0,9,1,0 - 10
514730,0,7,1,0 - 10
514740,0,5,1,0 - 10
514750,7,20,2,10 - 50
514760,0,6,1,0 - 10
514770,0,6,1,0 - 10
514780,5,20,2,10 - 50
514810,7,43,2,10 - 50
514820,0,9,1,0 - 10
514830,6,104,4,100 - 500
514870,0,3,1,0 - 10
514890,8,112,4,100 - 500
514920,8,1209,6,"1,000 - 5,000"
514930,5,11,2,10 - 50
514970,4,294,4,100 - 500
514990,5,124,4,100 - 500
515000,7,13,2,10 - 50
515010,7,33,2,10 - 50
515020,8,306,4,100 - 500
515040,8,1790,6,"1,000 - 5,000"
515050,0,1,1,0 - 10
515060,6,11,2,10 - 50
515180,8,12880,8,"10,000 - 50,000"
515200,0,9,1,0 - 10
515230,5,45,2,10 - 50
515260,8,887,5,"500 - 1,000"
515470,5,338,4,100 - 500
515570,8,468,4,100 - 500
515650,8,161,4,100 - 500
515690,5,172,4,100 - 500
515700,7,19,2,10 - 50
515880,0,0,1,0 - 10
515890,0,7,1,0 - 10
515900,4,12,2,10 - 50
515910,5,186,4,100 - 500
515960,8,2921,6,"1,000 - 5,000"
515980,5,74,3,50 - 100
516000,0,3,1,0 - 10
516010,7,19,2,10 - 50
516030,7,24,2,10 - 50
516040,5,22,2,10 - 50
516110,8,1056,6,"1,000 - 5,000"
516120,7,20,2,10 - 50
516130,6,288,4,100 - 500
516250,5,27,2,10 - 50
516340,0,1,1,0 - 10
516350,0,0,1,0 - 10
516360,0,0,1,0 - 10
516410,6,34,2,10 - 50
516430,8,77,3,50 - 100
516440,5,59,3,50 - 100
516460,0,2,1,0 - 10
516470,5,32,2,10 - 50
516480,9,643,5,"500 - 1,000"
516490,0,0,1,0 - 10
516500,7,17,2,10 - 50
516510,6,644,5,"500 - 1,000"
516520,7,13,2,10 - 50
516550,7,14,2,10 - 50
516560,6,22,2,10 - 50
516570,7,21,2,10 - 50
516580,8,50,3,50 - 100
516590,6,97,3,50 - 100
516600,9,682,5,"500 - 1,000"
516610,5,12,2,10 - 50
516630,0,0,1,0 - 10
516640,0,5,1,0 - 10
516650,5,35,2,10 - 50
516660,0,0,1,0 - 10
516670,0,0,1,0 - 10
516680,0,7,1,0 - 10
516740,0,3,1,0 - 10
516750,8,78544,9,"50,000 - 100,000"
516790,7,27,2,10 - 50
516810,0,3,1,0 - 10
516820,8,54,3,50 - 100
516830,0,0,1,0 - 10
516840,8,75,3,50 - 100
516870,0,2,1,0 - 10
516890,7,41,2,10 - 50
516900,0,5,1,0 - 10
516920,5,15,2,10 - 50
516940,6,43,2,10 - 50
516960,0,6,1,0 - 10
516990,0,2,1,0 - 10
517000,6,270,4,100 - 500
517010,5,69,3,50 - 100
517060,5,20,2,10 - 50
517100,7,17,2,10 - 50
517130,8,565,5,"500 - 1,000"
517140,5,22,2,10 - 50
517160,8,614,5,"500 - 1,000"
517170,6,63,3,50 - 100
517190,7,21,2,10 - 50
517210,7,44,2,10 - 50
517220,6,31,2,10 - 50
517230,7,17,2,10 - 50
517240,0,9,1,0 - 10
517250,0,0,1,0 - 10
517270,4,28,2,10 - 50
517280,5,18,2,10 - 50
517300,5,11,2,10 - 50
517320,8,155,4,100 - 500
517330,8,208,4,100 - 500
517340,0,5,1,0 - 10
517350,6,78,3,50 - 100
517360,5,245,4,100 - 500
517370,6,173,4,100 - 500
517390,0,0,1,0 - 10
517400,5,31,2,10 - 50
517410,0,0,1,0 - 10
517460,5,36,2,10 - 50
517470,8,55,3,50 - 100
517480,0,4,1,0 - 10
517500,0,4,1,0 - 10
517510,5,12,2,10 - 50
517550,6,33,2,10 - 50
517620,7,12,2,10 - 50
517630,5,29155,8,"10,000 - 50,000"
517660,6,17,2,10 - 50
517670,8,99,3,50 - 100
517680,6,51,3,50 - 100
517690,0,4,1,0 - 10
517710,8,4517,6,"1,000 - 5,000"
517720,5,334,4,100 - 500
517770,0,1,1,0 - 10
517780,5,236,4,100 - 500
517790,8,1877,6,"1,000 - 5,000"
517810,6,727,5,"500 - 1,000"
517910,8,1022,6,"1,000 - 5,000"
517930,7,48,2,10 - 50
517960,0,6,1,0 - 10
517970,7,23,2,10 - 50
517990,5,14,2,10 - 50
518000,0,9,1,0 - 10
518030,8,6030,7,"5,000 - 10,000"
518040,8,189,4,100 - 500
518060,6,2001,6,"1,000 - 5,000"
518070,0,1,1,0 - 10
518110,5,30,2,10 - 50
518120,6,204,4,100 - 500
518130,6,33,2,10 - 50
518140,0,8,1,0 - 10
518150,8,6343,7,"5,000 - 10,000"
518190,5,17,2,10 - 50
518280,6,47,2,10 - 50
518580,8,2506,6,"1,000 - 5,000"
518610,0,8,1,0 - 10
518620,4,239,4,100 - 500
518640,0,0,1,0 - 10
518650,8,69,3,50 - 100
518660,5,612,5,"500 - 1,000"
518670,8,197,4,100 - 500
518680,0,6,1,0 - 10
518690,5,32,2,10 - 50
518730,8,559,5,"500 - 1,000"
518740,0,1,1,0 - 10
518790,8,164408,10,"100,000 - 500,000"
518800,4,355,4,100 - 500
518920,5,1014,6,"1,000 - 5,000"
519020,5,28,2,10 - 50
519030,5,64,3,50 - 100
519050,0,0,1,0 - 10
519080,8,315,4,100 - 500
519100,0,0,1,0 - 10
519140,6,1724,6,"1,000 - 5,000"
519160,5,16,2,10 - 50
519170,5,33,2,10 - 50
519180,4,53,3,50 - 100
519190,5,10291,8,"10,000 - 50,000"
519200,6,31,2,10 - 50
519490,4,17,2,10 - 50
519540,0,6,1,0 - 10
519550,0,1,1,0 - 10
519860,9,22376,8,"10,000 - 50,000"
519870,8,84,3,50 - 100
519880,0,5,1,0 - 10
519890,7,35,2,10 - 50
519940,6,25,2,10 - 50
519980,6,25,2,10 - 50
519990,4,22,2,10 - 50
520010,8,1137,6,"1,000 - 5,000"
520040,0,7,1,0 - 10
520080,0,9,1,0 - 10
520120,5,15,2,10 - 50
520150,7,28,2,10 - 50
520160,0,0,1,0 - 10
520210,4,14,2,10 - 50
520230,0,7,1,0 - 10
520250,5,72,3,50 - 100
520260,0,0,1,0 - 10
520270,5,62,3,50 - 100
520290,7,46,2,10 - 50
520300,7,14,2,10 - 50
520330,0,0,1,0 - 10
520350,0,9,1,0 - 10
520370,6,14,2,10 - 50
520380,4,90,3,50 - 100
520410,0,2,1,0 - 10
520440,8,10233,8,"10,000 - 50,000"
520470,5,53,3,50 - 100
520510,7,10,2,10 - 50
520520,5,35,2,10 - 50
520540,7,16,2,10 - 50
520570,0,0,1,0 - 10
520590,0,0,1,0 - 10
520600,5,466,4,100 - 500
520610,8,91,3,50 - 100
520660,6,43,2,10 - 50
520670,5,125,4,100 - 500
520680,5,29,2,10 - 50
520720,6,6470,7,"5,000 - 10,000"
520740,0,3,1,0 - 10
520750,7,18,2,10 - 50
520810,0,7,1,0 - 10
520840,5,19,2,10 - 50
520850,8,485,4,100 - 500
520860,5,439,4,100 - 500
520910,8,138,4,100 - 500
520930,7,17,2,10 - 50
520940,8,1573,6,"1,000 - 5,000"
520950,6,2346,6,"1,000 - 5,000"
520990,6,135,4,100 - 500
521000,0,8,1,0 - 10
521070,0,0,1,0 - 10
521090,6,66,3,50 - 100
521100,5,69,3,50 - 100
521110,0,1,1,0 - 10
521130,8,108,4,100 - 500
521140,0,3,1,0 - 10
521150,8,2269,6,"1,000 - 5,000"
521200,9,2069,6,"1,000 - 5,000"
521210,6,123,4,100 - 500
521230,5,230,4,100 - 500
521250,0,0,1,0 - 10
521280,8,77,3,50 - 100
521300,0,9,1,0 - 10
521320,6,34,2,10 - 50
521330,6,66,3,50 - 100
521340,5,1306,6,"1,000 - 5,000"
521350,8,807,5,"500 - 1,000"
521370,0,1,1,0 - 10
521380,0,0,1,0 - 10
521390,0,3,1,0 - 10
521430,8,143,4,100 - 500
521450,5,57,3,50 - 100
521470,8,239,4,100 - 500
521500,6,316,4,100 - 500
521510,7,22,2,10 - 50
521540,6,52,3,50 - 100
521560,8,64,3,50 - 100
521570,8,668,5,"500 - 1,000"
521580,5,88,3,50 - 100
521590,5,125,4,100 - 500
521620,6,110,4,100 - 500
521630,8,397,4,100 - 500
521650,0,7,1,0 - 10
521660,5,12,2,10 - 50
521670,6,29,2,10 - 50
521680,6,31,2,10 - 50
521690,7,34,2,10 - 50
521700,0,6,1,0 - 10
521710,5,25,2,10 - 50
521720,7,29,2,10 - 50
521730,5,35,2,10 - 50
521740,7,15,2,10 - 50
521750,8,93,3,50 - 100
521760,7,46,2,10 - 50
521790,5,126,4,100 - 500
521800,8,356,4,100 - 500
521860,6,56,3,50 - 100
521880,8,150,4,100 - 500
521890,8,16592,8,"10,000 - 50,000"
521920,8,484,4,100 - 500
521950,8,275,4,100 - 500
521980,5,219,4,100 - 500
521990,5,29,2,10 - 50
522000,0,6,1,0 - 10
522010,8,50,3,50 - 100
