fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
1403,1718870,Spaceflight Simulator,2022-02-17,"Early Access, Indie, Simulation","Moddable, Sandbox, Open World, Building, Crafting, Simulation, Atmospheric, Physics",1499,14.99,$10-14.99,9,5417,"100,000 - 200,000",150000,-0.4279,65.52,65.59,high,0,0,unverified,,0
1406,35700,Trine Enchanted Edition,2009-07-02,"Action, Adventure, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Local Co-Op, Beautiful, Local Multiplayer, Atmospheric",329,3.29,$0.01-4.99,9,14980,"2,000,000 - 5,000,000",3500000,0.6956,65.51,71.49,high,0,0,unverified,,0
1414,290300,Rebel Galaxy,2015-10-20,"Action, Adventure, Indie, RPG, Simulation","Great Soundtrack, Sandbox, Open World, Simulation, Atmospheric, Strategy, Shooter, Action",1999,19.99,$15-19.99,8,7959,"500,000 - 1,000,000",750000,-0.1854,65.45,66.83,high,0,0,unverified,,0
1420,753650,Due Process,2020-11-03,"Action, Adventure, Early Access, Indie, Simulation, Strategy","Online Co-Op, Multiplayer, Team-Based, Competitive, FPS, First-Person, Simulation, Tactical",1499,14.99,$10-14.99,6,6283,"500,000 - 1,000,000",750000,-0.8368,65.42,63.39,high,0,0,unverified,,0
1435,113020,Monaco: What's Yours Is Mine,2013-04-24,"Action, Adventure, Casual, Indie, Strategy","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Local Co-Op, Local Multiplayer, Strategy, Action",1499,14.99,$10-14.99,8,8513,"2,000,000 - 5,000,000",3500000,0.2125,65.32,68.85,high,0,0,unverified,,0
1440,448510,Overcooked,2016-08-03,"Action, Casual, Indie, Simulation","Co-op, Great Soundtrack, Multiplayer, Difficult, Local Co-Op, Funny, Local Multiplayer, Simulation",339,3.39,$0.01-4.99,8,14690,"1,000,000 - 2,000,000",1500000,0.1989,65.31,68.78,high,0,0,unverified,,0
1445,312990,The Expendabros,2014-08-05,"Action, Adventure, Free To Play, Indie","Co-op, Multiplayer, Open World, Local Co-Op, Funny, Classic, Local Multiplayer, Comedy",0,0.0,free,9,18117,"2,000,000 - 5,000,000",3500000,0.7626,65.28,71.73,high,0,0,unverified,,0
1456,1458140,Pacific Drive,2024-02-21,"Action, Adventure, Indie, Racing, Simulation","Sandbox, Building, Survival, Base Building, Crafting, Survival Horror, First-Person, Simulation",2999,29.99,$20-29.99,8,14053,"200,000 - 500,000",350000,-0.1703,65.21,66.79,high,0,0,unverified,,0
1467,389570,Mitos.is: The Game,2015-07-29,"Casual, Free To Play, Simulation","Online Co-Op, Multiplayer, Difficult, Massively Multiplayer, Survival, Funny, Simulation, Comedy",0,0.0,free,8,11809,"2,000,000 - 5,000,000",3500000,0.3278,65.15,69.38,high,0,0,unverified,,0
1479,985890,Streets of Rage 4,2020-04-30,"Action, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Local Co-Op, Classic, Local Multiplayer, Fighting",2499,24.99,$20-29.99,8,17122,"500,000 - 1,000,000",750000,0.0844,65.08,68.06,high,0,0,unverified,,0
1487,859570,Secret Neighbor: Hello Neighbor Multiplayer,2019-10-24,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Funny, Survival Horror, First-Person, Horror, Comedy",1999,19.99,$15-19.99,8,17927,"1,000,000 - 2,000,000",1500000,0.269,65.03,69.01,high,0,0,unverified,,0
1501,846770,DYSMANTLE,2021-11-16,"Action, Adventure, Indie, RPG, Simulation","Sandbox, Open World, Survival, Base Building, Crafting, Simulation, Atmospheric, Destruction",1999,19.99,$15-19.99,8,9972,"500,000 - 1,000,000",750000,-0.106,64.96,67.0,high,0,0,unverified,,0
1509,239070,Hammerwatch,2013-08-12,"Action, Adventure, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Local Multiplayer, 4 Player Local, Hack and Slash, Level Editor",999,9.99,$5-9.99,8,6407,"500,000 - 1,000,000",750000,-0.2618,64.9,66.15,high,0,0,unverified,,0
1511,274900,Murder Miners,2014-07-25,"Action, Casual, Indie","Co-op, Multiplayer, Sandbox, Building, Competitive, FPS, First-Person, Local Multiplayer",299,2.99,$0.01-4.99,8,6313,"500,000 - 1,000,000",750000,-0.2671,64.87,66.11,high,0,0,unverified,,0
1517,598980,The Coin Game,2019-02-22,"Adventure, Casual, Early Access, Indie, Simulation","Multiplayer, Sandbox, Open World, Survival, Funny, First-Person, Simulation, Atmospheric",1399,13.99,$10-14.99,9,5117,"500,000 - 1,000,000",750000,-0.057,64.81,67.18,high,0,0,unverified,,0
1536,578310,BRAIN / OUT,2017-02-24,"Action, Free To Play, Indie, Massively Multiplayer","Co-op, Multiplayer, Massively Multiplayer, Survival, Gore, Local Multiplayer, War, Violent",0,0.0,free,8,15411,"2,000,000 - 5,000,000",3500000,0.4216,64.69,69.64,high,0,0,unverified,,0
1538,1328350,Turbo Overkill,2023-08-11,"Action, Indie","Great Soundtrack, Multiplayer, Difficult, Gore, FPS, First-Person, Fast-Paced, Violent",2499,24.99,$20-29.99,9,5847,"200,000 - 500,000",350000,-0.1952,64.69,66.4,high,0,0,unverified,,0
1546,1178490,港詭實錄ParanormalHK,2020-01-06,"Adventure, Indie","Co-op, Multiplayer, Funny, FPS, First-Person, Horror, Atmospheric, Psychological Horror",1299,12.99,$10-14.99,8,17864,"500,000 - 1,000,000",750000,0.0994,64.66,67.93,high,0,0,unverified,,0
1559,973230,We Who Are About To Die,2022-11-14,"Action, Early Access, Indie, RPG, Simulation, Strategy","Replay Value, Gore, Simulation, Hack and Slash, Atmospheric, Roguelite, Physics, Strategy",2199,21.99,$20-29.99,8,6534,"200,000 - 500,000",350000,-0.4401,64.62,65.07,high,0,0,unverified,,0
1573,434170,The Jackbox Party Pack 3,2016-10-17,"Casual, Indie, Strategy","Co-op, Multiplayer, Memes, Local Co-Op, Funny, Local Multiplayer, 4 Player Local, Party Game",2499,24.99,$20-29.99,9,5996,"200,000 - 500,000",350000,-0.1863,64.54,66.37,high,0,0,unverified,,0
1575,744900,Dead Frontier 2,,"Action, Indie, Kostenlos spielbar, MMO, Rollenspiel","Online Co-Op, Multiplayer, Sandbox, Massively Multiplayer, Survival, Gore, Survival Horror, Horror",0,0.0,free,6,25550,"2,000,000 - 5,000,000",3500000,0.0317,64.54,67.51,high,0,0,unverified,,0
1580,469820,Genital Jousting,2018-01-18,"Action, Indie","Co-op, Great Soundtrack, Multiplayer, Memes, Local Co-Op, Funny, Local Multiplayer, Comedy",699,6.99,$5-9.99,8,10785,"500,000 - 1,000,000",750000,-0.0784,64.51,66.92,high,0,0,unverified,,0
1582,1286350,BPM: BULLETS PER MINUTE,2020-09-15,"Action, Adventure, Indie","Great Soundtrack, Difficult, FPS, First-Person, Fast-Paced, Roguelite, Roguelike, Music",1999,19.99,$15-19.99,8,10814,"500,000 - 1,000,000",750000,-0.0774,64.51,66.93,high,0,0,unverified,,0
1583,857980,Void Bastards,,"Action, Strategy","Crafting, Gore, FPS, First-Person, Roguelite, Violent, Strategy, Roguelike",2999,29.99,$20-29.99,8,5189,"200,000 - 500,000",350000,-0.5213,64.51,64.59,high,0,0,unverified,,0
1593,215530,The Incredible Adventures of Van Helsing,,"Инди, Приключенческие игры, Ролевые игры, Экшены","Co-op, Multiplayer, Funny, Hack and Slash, Dungeon Crawler, Action, Isometric, Singleplayer",1499,14.99,$10-14.99,8,9788,"1,000,000 - 2,000,000",1500000,0.0558,64.44,67.59,high,0,0,unverified,,0
1605,354140,Five Nights at Freddy's 3,,"Action, Indie, Simulationen","Great Soundtrack, Difficult, Survival, Survival Horror, First-Person, Simulation, Horror, Atmospheric",799,7.99,$5-9.99,8,9707,"500,000 - 1,000,000",750000,-0.1155,64.39,66.66,high,0,0,unverified,,0
1659,245470,Democracy 3,2013-10-14,"Indie, Simulation, Strategy","Moddable, Sandbox, Difficult, Funny, Management, Simulation, Turn-Based, Strategy",2499,24.99,$20-29.99,6,7228,"200,000 - 500,000",350000,-0.9725,64.09,62.01,high,0,0,unverified,,0
1665,625960,Stoneshard,2020-02-06,"Adventure, Early Access, Indie, RPG, Strategy","Sandbox, Open World Survival Craft, Difficult, Survival, Replay Value, Turn-Based, Dungeon Crawler, Strategy",2499,24.99,$20-29.99,6,26551,"1,000,000 - 2,000,000",1500000,-0.1606,64.05,66.26,high,0,0,unverified,,0
1687,1215390,Animal Revolt Battle Simulator,2022-04-15,,"Moddable, Sandbox, Memes, Funny, Blood, War, Simulation, Tactical",1499,14.99,$10-14.99,9,5611,"200,000 - 500,000",350000,-0.2097,63.92,65.93,high,0,0,unverified,,0
1689,242640,Styx: Master of Shadows,,Action,"Open World, Difficult, Gore, Atmospheric, Violent, Story Rich, Action, Singleplayer",1999,19.99,$15-19.99,8,10105,"1,000,000 - 2,000,000",1500000,0.0671,63.92,67.39,high,0,0,unverified,,0
1694,201790,Orcs Must Die! 2,2012-07-30,"Action, Adventure, Indie, RPG, Strategy","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Funny, Comedy, Strategy, Shooter",449,4.49,$0.01-4.99,8,18995,"2,000,000 - 5,000,000",3500000,0.4952,63.89,69.63,high,0,0,unverified,,0
1712,1017180,The Long Drive,2019-09-25,"Action, Adventure, Casual, Early Access, Indie, Simulation","Multiplayer, Open World, Survival, First-Person, Simulation, Horror, Realistic, Post-apocalyptic",1599,15.99,$15-19.99,8,38999,"500,000 - 1,000,000",750000,0.3745,63.8,68.95,high,0,0,unverified,,0
1726,970830,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,2020-09-17,"Action, Adventure, Indie, RPG, Strategy","Great Soundtrack, Difficult, Funny, Tactical, Atmospheric, Turn-Based, Dungeon Crawler, Strategy",3499,34.99,$30-39.99,8,7143,"500,000 - 1,000,000",750000,-0.2235,63.71,65.76,high,0,0,unverified,,0
1728,2695940,PANICORE,2024-05-31,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Survival, First-Person, Horror, Atmospheric, Roguelite",499,4.99,$0.01-4.99,6,5761,"100,000 - 200,000",150000,-1.2583,63.7,60.31,high,0,0,unverified,,0
1754,378610,Valley,2016-08-24,"Action, Adventure, Indie","Great Soundtrack, Open World, Survival, First-Person, Short, Horror, Atmospheric, Story Rich",1499,14.99,$10-14.99,8,6547,"200,000 - 500,000",350000,-0.4394,63.57,64.55,high,0,0,unverified,,0
1759,690640,Trine 4: The Nightmare Prince,2019-10-08,"Action, Adventure, Indie","Co-op, Great Soundtrack, Online Co-Op, Multiplayer, Local Co-Op, Beautiful, Local Multiplayer, Atmospheric",659,6.59,$5-9.99,8,12699,"1,000,000 - 2,000,000",1500000,0.1476,63.54,67.62,high,0,0,unverified,,0
1760,521890,Hello Neighbor,2017-12-08,"Adventure, Indie, Strategy","Sandbox, Difficult, Survival, Funny, Survival Horror, FPS, First-Person, Horror",2999,29.99,$20-29.99,8,16592,"500,000 - 1,000,000",750000,0.0734,63.54,67.23,high,0,0,unverified,,0
1765,868360,Project Hospital,2018-10-30,"Indie, Simulation, Strategy","Moddable, Sandbox, Building, Replay Value, Management, City Builder, Simulation, Resource Management",2499,24.99,$20-29.99,8,7757,"200,000 - 500,000",350000,-0.3796,63.52,64.84,high,0,0,unverified,,0
1770,1318690,shapez,2020-06-07,"Casual, Indie, Simulation, Strategy","Moddable, Sandbox, Open World, Building, Base Building, Crafting, Management, Simulation",999,9.99,$5-9.99,9,12339,"200,000 - 500,000",350000,0.0679,63.51,67.19,high,0,0,unverified,,0
1786,686200,Door Kickers: Action Squad,2018-09-10,"Action, Casual, Indie, Simulation, Strategy","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Local Multiplayer, Simulation, Tactical, Level Editor",1399,13.99,$10-14.99,8,9776,"1,000,000 - 2,000,000",1500000,0.0554,63.44,67.09,high,0,0,unverified,,0
1795,537800,Bomber Crew,2017-10-19,"Simulation, Strategy","Difficult, Survival, Management, War, Simulation, Atmospheric, Roguelite, Military",1999,19.99,$15-19.99,8,14006,"1,000,000 - 2,000,000",1500000,0.1821,63.39,67.73,high,0,0,unverified,,0
1808,1977530,One-armed cook,2022-08-30,"Casual, Free To Play, Simulation","Co-op, Online Co-Op, Multiplayer, Sandbox, Funny, First-Person, Simulation, Psychological Horror",0,0.0,free,8,25260,"0 - 20,000",10000,-0.8273,63.32,62.39,high,0,0,unverified,,0
1823,270550,Yet Another Zombie Defense,2014-03-28,"Action, Casual, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Difficult, Survival, Local Co-Op, Gore, Horror",0,0.0,free,8,12303,"1,000,000 - 2,000,000",1500000,0.1364,63.23,67.41,high,0,0,unverified,,0
1835,872670,SCP: 5K,2022-02-22,"Action, Early Access, Indie, Massively Multiplayer, Strategy","Co-op, Multiplayer, FPS, First-Person, Horror, Tactical, Military, Strategy",1999,19.99,$15-19.99,6,10458,"200,000 - 500,000",350000,-0.8424,63.19,62.24,high,0,0,unverified,,0
1867,1261040,Streamer Life Simulator,2020-08-21,"Action, Adventure, Casual, Indie, Simulation, Strategy","Multiplayer, Sandbox, Open World, Replay Value, Funny, First-Person, Simulation, Strategy",599,5.99,$5-9.99,6,7060,"200,000 - 500,000",350000,-0.9808,63.01,61.43,high,0,0,unverified,,0
1869,241260,Sherlock Holmes: Crimes and Punishments,2014-09-29,Adventure,"Open World, First-Person, Classic, Horror, Atmospheric, Historical, Story Rich, Mature",2999,29.99,$20-29.99,8,6834,"200,000 - 500,000",350000,-0.4243,62.99,64.34,high,0,0,unverified,,0
1871,677120,Heroes of Hammerwatch,2018-03-01,"Action, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Hack and Slash, Roguelite, Dungeon Crawler, Roguelike, Action",1199,11.99,$10-14.99,8,8914,"500,000 - 1,000,000",750000,-0.1455,62.98,65.8,high,0,0,unverified,,0
1873,765410,Bean Battles,2018-08-22,"Action, Indie","Great Soundtrack, Multiplayer, Difficult, Memes, Funny, FPS, Horror, Atmospheric",99,0.99,$0.01-4.99,8,9610,"200,000 - 500,000",350000,-0.3042,62.98,64.97,high,0,0,unverified,,0
1877,330020,Children of Morta,2019-09-03,"Action, Adventure, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Hack and Slash, Roguelite, Dungeon Crawler, Roguelike",659,6.59,$5-9.99,8,19988,"500,000 - 1,000,000",750000,0.139,62.97,67.29,high,0,0,unverified,,0
1913,829590,CryoFall,2021-04-29,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Sandbox, Open World, Open World Survival Craft, Building, Survival, Base Building, Crafting, Colony Sim",299,2.99,$0.01-4.99,6,5916,"200,000 - 500,000",350000,-1.0431,62.78,60.98,high,0,0,unverified,,0
1921,233720,Surgeon Simulator,2013-04-19,"Action, Indie, Simulation","Great Soundtrack, Difficult, Gore, Funny, First-Person, Blood, Simulation, Comedy",999,9.99,$5-9.99,8,16338,"1,000,000 - 2,000,000",1500000,0.2363,62.73,67.68,high,0,0,unverified,,0
1926,1302240,Labyrinthine,2023-08-18,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Team-Based, First-Person, Horror, Atmospheric, Lovecraftian",999,9.99,$5-9.99,8,15545,"500,000 - 1,000,000",750000,0.0504,62.71,66.7,high,0,0,unverified,,0
1933,469600,Legion TD 2 - Multiplayer Tower Defense,2021-10-01,"Casual, Indie, Strategy","Co-op, Online Co-Op, Multiplayer, Survival, Base Building, Replay Value, Competitive, Resource Management",2499,24.99,$20-29.99,8,12556,"1,000,000 - 2,000,000",1500000,0.1436,62.7,67.18,high,0,0,unverified,,0
1957,420290,Blackwake,2020-02-19,"Action, Casual, Free To Play, Indie, Strategy","Co-op, Multiplayer, Open World, Team-Based, Funny, FPS, First-Person, Atmospheric",0,0.0,free,8,25706,"200,000 - 500,000",350000,0.0425,62.63,66.62,high,0,0,unverified,,0
1964,1088790,Rebel Inc: Escalation,2021-10-13,"Casual, Indie, Simulation, Strategy","Great Soundtrack, Sandbox, Replay Value, Addictive, Management, War, Simulation, Tactical",1499,14.99,$10-14.99,8,5892,"200,000 - 500,000",350000,-0.4765,62.6,63.87,high,0,0,unverified,,0
1965,633460,Tannenberg,2017-11-16,"Action, Indie, Massively Multiplayer, Simulation, Strategy","Multiplayer, Gore, Team-Based, FPS, First-Person, War, Simulation, Horror",399,3.99,$0.01-4.99,8,9341,"500,000 - 1,000,000",750000,-0.129,62.6,65.7,high,0,0,unverified,,0
1983,965200,Walking Zombie 2,2019-10-11,"Action, Adventure, Indie, RPG","Multiplayer, Sandbox, Open World, Open World Survival Craft, Survival, Crafting, FPS, First-Person",0,0.0,free,8,12071,"200,000 - 500,000",350000,-0.2238,62.53,65.17,high,0,0,unverified,,0
1993,715560,Eastshade,2019-02-13,"Adventure, Indie","Great Soundtrack, Multiplayer, Open World, Crafting, First-Person, Beautiful, Atmospheric, Story Rich",2499,24.99,$20-29.99,8,5018,"100,000 - 200,000",150000,-0.7389,62.5,62.44,high,0,0,unverified,,0
2019,647960,Rusted Warfare - RTS,2017-07-14,"Indie, Strategy","Co-op, Multiplayer, Moddable, Sandbox, Base Building, Mod, War, Strategy",499,4.99,$0.01-4.99,9,5385,"200,000 - 500,000",350000,-0.2242,62.39,65.09,high,0,0,unverified,,0
2037,396750,EVERSPACE™,2017-05-25,"Action, Indie","Great Soundtrack, Difficult, Survival, First-Person, Simulation, Roguelite, Roguelike, Shooter",1999,19.99,$15-19.99,6,10692,"500,000 - 1,000,000",750000,-0.6495,62.33,62.83,high,0,0,unverified,,0
2047,233980,UnEpic,2014-07-25,"Action, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Funny, Comedy, Action, Singleplayer, RPG",1299,12.99,$10-14.99,8,7910,"500,000 - 1,000,000",750000,-0.1876,62.27,65.23,high,0,0,unverified,,0
2064,307110,We Need To Go Deeper,2019-08-01,"Action, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Team-Based, Simulation, Lovecraftian, Roguelite, Underwater",1599,15.99,$15-19.99,8,5704,"500,000 - 1,000,000",750000,-0.3028,62.19,64.58,high,0,0,unverified,,0
2087,2157110,FUCK HITLER,2022-11-30,"Action, Casual, Free To Play, Indie, Simulation","Sandbox, Building, Funny, FPS, First-Person, Blood, War, Simulation",0,0.0,free,8,8680,"0 - 20,000",10000,-1.2037,62.07,59.78,high,0,0,unverified,,0
2091,333640,Caves of Qud,2015-07-15,"Adventure, Early Access, Indie, RPG, Strategy","Moddable, Difficult, Survival, Simulation, Tactical, Atmospheric, Strategy, Roguelike",1999,19.99,$15-19.99,9,7907,"500,000 - 1,000,000",750000,0.0963,62.05,66.61,high,0,0,unverified,,0
2099,1062160,Poly Bridge 2,2020-05-28,"Indie, Simulation","Great Soundtrack, Sandbox, Difficult, Building, Crafting, Funny, Simulation, Level Editor",1499,14.99,$10-14.99,9,7490,"200,000 - 500,000",350000,-0.108,62.02,65.52,high,0,0,unverified,,0
2108,1164940,Trepang2,2023-06-21,"Action, Indie","Difficult, Gore, FPS, First-Person, Blood, Fast-Paced, Horror, Atmospheric",1499,14.99,$10-14.99,8,10374,"200,000 - 500,000",350000,-0.2772,61.99,64.61,high,0,0,unverified,,0
2109,1649080,Two Point Campus,2022-08-09,"Casual, Indie, Simulation, Strategy","Sandbox, Building, Replay Value, Funny, Management, City Builder, Simulation, Tactical",2999,29.99,$20-29.99,8,5741,"500,000 - 1,000,000",750000,-0.3005,61.99,64.49,high,0,0,unverified,,0
2110,899770,Last Epoch,2024-02-21,"Action, Adventure, Indie, RPG","Co-op, Multiplayer, Gore, Hack and Slash, Violent, Dungeon Crawler, Character Customization, Action",3499,34.99,$30-39.99,6,98547,"20,000,000 - 50,000,000",35000000,1.0666,61.99,71.68,high,0,0,unverified,,0
2127,1063660,Bendy and the Dark Revival,,"Actie, Avontuur","Great Soundtrack, Survival, Survival Horror, First-Person, Horror, Atmospheric, Strategy, Story Rich",2999,29.99,$20-29.99,8,11437,"500,000 - 1,000,000",750000,-0.0577,61.9,65.72,high,0,0,unverified,,0
2130,1929610,Demonologist,2023-09-25,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Survival Horror, First-Person, Horror, Tactical, Lovecraftian",1499,14.99,$10-14.99,8,19471,"1,000,000 - 2,000,000",1500000,0.2982,61.87,67.58,high,0,0,unverified,,0
2136,753420,Dungreed,2018-02-14,"Action, Indie","Great Soundtrack, Multiplayer, Difficult, Local Co-Op, Roguelite, Dungeon Crawler, Roguelike, Action",999,9.99,$5-9.99,8,8965,"200,000 - 500,000",350000,-0.3287,61.85,64.27,high,0,0,unverified,,0
2141,1280930,Astral Ascent,2023-11-14,"Action, Adventure, Indie","Co-op, Difficult, Replay Value, Hack and Slash, Atmospheric, Roguelite, Roguelike, Story Rich",2499,24.99,$20-29.99,8,5218,"200,000 - 500,000",350000,-0.5193,61.83,63.26,high,0,0,unverified,,0
2148,1016920,Unrailed!,2020-09-23,"Action, Casual, Indie","Co-op, Online Co-Op, Multiplayer, Survival, Local Co-Op, Funny, Competitive, Local Multiplayer",399,3.99,$0.01-4.99,8,17976,"1,000,000 - 2,000,000",1500000,0.27,61.8,67.4,high,0,0,unverified,,0
2152,382560,Hot Lava,2019-09-19,"Action, Adventure, Indie, Racing","Great Soundtrack, Multiplayer, Difficult, First-Person, Fast-Paced, Action, Singleplayer, Adventure",1999,19.99,$15-19.99,8,5657,"200,000 - 500,000",350000,-0.4908,61.78,63.39,high,0,0,unverified,,0
2153,2406770,Bodycam,2024-06-07,"Action, Early Access, Indie, Massively Multiplayer, Simulation, Strategy","Multiplayer, Open World, Survival, FPS, First-Person, Simulation, Tactical, Military",3332,33.32,$30-39.99,6,23740,"500,000 - 1,000,000",750000,-0.3684,61.78,64.03,high,0,0,unverified,,0
2154,94400,Nidhogg,2014-01-13,"Action, Indie, Sports","Great Soundtrack, Multiplayer, Local Co-Op, Funny, Competitive, Fast-Paced, Local Multiplayer, Party Game",999,9.99,$5-9.99,8,7588,"500,000 - 1,000,000",750000,-0.2022,61.75,64.89,high,0,0,unverified,,0
2156,258520,The Vanishing of Ethan Carter,2014-09-25,"Adventure, Indie","Great Soundtrack, Open World, First-Person, Beautiful, Short, Horror, Atmospheric, Lovecraftian",1999,19.99,$15-19.99,8,8765,"500,000 - 1,000,000",750000,-0.1515,61.73,65.15,high,0,0,unverified,,0
2158,250620,Among the Sleep - Enhanced Edition,2014-05-29,"Action, Adventure, Indie","Survival, Survival Horror, First-Person, Simulation, Short, Horror, Atmospheric, Psychological Horror",1699,16.99,$15-19.99,8,7020,"200,000 - 500,000",350000,-0.4148,61.7,63.75,high,0,0,unverified,,0
2161,270850,Car Mechanic Simulator 2014,2014-01-24,Simulation,"Great Soundtrack, Multiplayer, First-Person, Management, Simulation, Strategy, Realistic, Singleplayer",699,6.99,$5-9.99,8,5052,"500,000 - 1,000,000",750000,-0.3456,61.68,64.1,high,0,0,unverified,,0
2165,861650,Session: Skate Sim,2022-09-22,"Indie, Simulation, Sports, Strategy","Multiplayer, Difficult, Funny, Simulation, Physics, Strategy, Realistic, Character Customization",1199,11.99,$10-14.99,8,13439,"500,000 - 1,000,000",750000,-0.0009,61.67,65.91,high,0,0,unverified,,0
2175,953490,CARRION,2020-07-23,"Action, Adventure, Indie","Great Soundtrack, Gore, Blood, Horror, Atmospheric, Lovecraftian, Violent, Physics",1999,19.99,$15-19.99,8,24708,"500,000 - 1,000,000",750000,0.2137,61.62,67.01,high,0,0,unverified,,0
2176,2103140,Magicraft,2023-11-01,"Action, Adventure, Early Access, Indie, RPG","Co-op, Multiplayer, Crafting, Addictive, Lovecraftian, Roguelite, Roguelike, Action",1599,15.99,$15-19.99,8,6901,"500,000 - 1,000,000",750000,-0.2357,61.62,64.65,high,0,0,unverified,,0
2186,505230,Pathologic 2,2019-05-23,"Adventure, Indie, RPG","Open World, Difficult, Survival, Survival Horror, First-Person, Atmospheric, Psychological Horror, Story Rich",3499,34.99,$30-39.99,8,10103,"500,000 - 1,000,000",750000,-0.1014,61.59,65.34,high,0,0,unverified,,0
2195,1432050,Nobody Saves the World,,"Action, Adventure, Indie, RPG","Co-op, Multiplayer, Local Co-Op, Funny, Hack and Slash, Dungeon Crawler, Action, Procedural Generation",2499,24.99,$20-29.99,8,5747,"200,000 - 500,000",350000,-0.4853,61.54,63.3,high,0,0,unverified,,0
2198,401680,POSTAL Redux,2016-05-20,"Action, Indie","Co-op, Online Co-Op, Multiplayer, Gore, Fast-Paced, Horror, Violent, Psychological Horror",899,8.99,$5-9.99,8,6116,"20,000 - 50,000",35000,-1.0227,61.52,60.46,high,0,0,unverified,,0
2199,346330,BrainBread 2,2022-03-09,"Action, Adventure, Free To Play, Indie","Co-op, Multiplayer, Survival, Gore, Funny, FPS, First-Person, Horror",0,0.0,free,6,5116,"100,000 - 200,000",150000,-1.3001,61.52,59.0,high,0,0,unverified,,0
2214,22000,World of Goo,2008-10-13,Indie,"Great Soundtrack, Difficult, Building, Funny, Classic, Atmospheric, Comedy, Touch-Friendly",1499,14.99,$10-14.99,8,5893,"1,000,000 - 2,000,000",1500000,-0.1229,61.46,65.16,high,0,0,unverified,,0
2240,304650,SUNLESS SEA,2015-02-06,"Adventure, Indie, RPG","Great Soundtrack, Open World, Survival, Horror, Atmospheric, Lovecraftian, Roguelite, Roguelike",1899,18.99,$15-19.99,8,9109,"1,000,000 - 2,000,000",1500000,0.0305,61.39,65.93,high,0,0,unverified,,0
2244,979690,The Ascent,2021-07-29,"Action, Adventure, Indie, RPG","Co-op, Open World, Local Co-Op, Gore, Violent, Split Screen, Character Customization, Shooter",2999,29.99,$20-29.99,6,21752,"1,000,000 - 2,000,000",1500000,-0.2309,61.38,64.55,high,0,0,unverified,,0
2263,218640,Lucius,2012-10-26,"Action, Adventure, Gore, Indie, Violent","Open World, Difficult, Gore, Funny, Horror, Atmospheric, Violent, Psychological Horror",999,9.99,$5-9.99,8,10316,"500,000 - 1,000,000",750000,-0.094,61.3,65.23,high,0,0,unverified,,0
2278,964800,Prodeus,2022-09-23,"Action, Adventure, Casual, Indie","Great Soundtrack, Gore, FPS, First-Person, Classic, Fast-Paced, Horror, Level Editor",2499,24.99,$20-29.99,8,7051,"200,000 - 500,000",350000,-0.4132,61.25,63.53,high,0,0,unverified,,0
2338,667970,VTOL VR,2017-08-03,"Action, Indie, Simulation","Multiplayer, Sandbox, First-Person, War, Simulation, Level Editor, Physics, Military",2999,29.99,$20-29.99,9,17517,"500,000 - 1,000,000",750000,0.3765,60.92,67.52,high,0,0,unverified,,0
2363,1293160,The Medium,,Adventure,"Great Soundtrack, Gore, Horror, Atmospheric, Violent, Psychological Horror, Story Rich, Mature",4999,49.99,$40+,8,8309,"500,000 - 1,000,000",750000,-0.1702,60.83,64.6,high,0,0,unverified,,0
2366,1782120,ZERO Sievert,,"Action, Adventure, Early Access, Indie","Open World, Survival, Base Building, Survival Horror, Simulation, Atmospheric, Strategy, Post-apocalyptic",1799,17.99,$15-19.99,8,10311,"500,000 - 1,000,000",750000,-0.0942,60.82,64.99,high,0,0,unverified,,0
2370,1013320,Firestone: Online Idle RPG,2024-04-01,"Action, Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Co-op, Online Co-Op, Multiplayer, Massively Multiplayer, Gore, Team-Based, Simulation, Violent",0,0.0,free,6,5912,"500,000 - 1,000,000",750000,-0.8582,60.8,60.96,high,0,0,unverified,,0
