fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference,gamepass_status,gamepass_note,is_top5_pick
26632,2780980,LOCKDOWN Protocol,2024-07-22,"Action, Casual, Early Access, Indie, Strategy","Multiplayer, Team-Based, FPS, First-Person, Strategy, Action, Perma Death, Early Access",999,9.99,$5-9.99,8,5948,"200,000 - 500,000",350000,-0.4732,36.47,50.82,high,0,0,unverified,,0
26828,2066020,Soulstone Survivors,2022-11-07,"Action, Early Access, Indie, RPG","Crafting, Hack and Slash, Roguelite, Roguelike, Character Customization, Action, Procedural Generation, Singleplayer",999,9.99,$5-9.99,8,19630,"500,000 - 1,000,000",750000,0.1326,36.39,53.97,high,0,0,unverified,,0
27041,262410,World of Guns: Gun Disassembly,2014-05-21,"Action, Casual, Free To Play, Indie, Simulation, Strategy","Funny, First-Person, Simulation, Military, Free to Play, Realistic, Historical, Singleplayer",0,0.0,free,8,18860,"2,000,000 - 5,000,000",3500000,0.4928,36.31,55.82,high,0,0,unverified,,0
27086,588040,WILL: A Wonderful World / WILL：美好世界,2017-06-06,"Adventure, Casual, Indie","Great Soundtrack, Atmospheric, Story Rich, Singleplayer, Sci-fi, Adventure, Indie, Mystery",1499,14.99,$10-14.99,8,5324,"100,000 - 200,000",150000,-0.7181,36.29,49.45,high,0,0,unverified,,0
27150,1578650,Citizen Sleeper,2022-05-05,"Adventure, Indie, RPG","Atmospheric, Story Rich, RPG, Sci-fi, Adventure, Indie, Cyberpunk, Exploration",1999,19.99,$15-19.99,8,6334,"500,000 - 1,000,000",750000,-0.2659,36.26,51.81,high,0,0,unverified,,0
27223,1316680,VLADiK BRUTAL,2024-08-09,"Action, Adventure, Casual, Indie","FPS, First-Person, Beautiful, Horror, Realistic, Shooter, Action, Stealth",1199,11.99,$10-14.99,8,5824,"200,000 - 500,000",350000,-0.4806,36.23,50.67,high,0,0,unverified,,0
27232,2378620,Anomaly Agent,2024-01-24,"Action, Adventure, Indie","Hack and Slash, Roguelite, Souls-like, Roguelike, Story Rich, Action, Action Roguelike, Platformer",1199,11.99,$10-14.99,9,6898,"200,000 - 500,000",350000,-0.137,36.22,52.47,high,0,0,unverified,,0
27248,1382070,Viewfinder,2023-07-18,"Adventure, Indie","First-Person, Atmospheric, Physics, Dark Humor, Story Rich, Singleplayer, Adventure, Platformer",2499,24.99,$20-29.99,8,6812,"100,000 - 200,000",150000,-0.6312,36.21,49.86,high,0,0,unverified,,0
27300,1285670,Post Void,2020-08-06,"Action, Indie","Difficult, FPS, First-Person, Fast-Paced, Violent, Shooter, Action, Procedural Generation",239,2.39,$0.01-4.99,9,10313,"500,000 - 1,000,000",750000,0.1899,36.19,54.17,high,0,0,unverified,,0
27312,702670,Donut County,2018-08-28,"Adventure, Casual, Indie","Great Soundtrack, Funny, Short, Comedy, Physics, Music, Story Rich, Singleplayer",1299,12.99,$10-14.99,8,9707,"200,000 - 500,000",350000,-0.3006,36.19,51.59,high,0,0,unverified,,0
27390,385800,NEKOPARA Vol. 0,2015-08-17,"Casual, Indie","Great Soundtrack, Funny, First-Person, Story Rich, Mature, Dating Sim, Singleplayer, Indie",299,2.99,$0.01-4.99,8,17388,"500,000 - 1,000,000",750000,0.0899,36.16,53.63,high,0,0,unverified,,0
27708,639790,DEEP SPACE WAIFU,2017-05-31,"Action, Casual, Indie","Great Soundtrack, Funny, Atmospheric, Story Rich, Mature, Action, Dating Sim, Singleplayer",499,4.99,$0.01-4.99,9,8349,"200,000 - 500,000",350000,-0.0697,36.03,52.73,high,0,0,unverified,,0
27748,801480,Agent A: A puzzle in disguise,2019-08-29,"Adventure, Indie","Funny, Story Rich, Singleplayer, Adventure, Family Friendly, Exploration, Mystery, Controller",1999,19.99,$15-19.99,9,5142,"200,000 - 500,000",350000,-0.2405,36.01,51.82,high,0,0,unverified,,0
27884,1504500,OPUS: Echo of Starsong - Full Bloom Edition,2021-08-31,"Adventure, Indie","Atmospheric, Story Rich, Singleplayer, Sci-fi, Adventure, Indie, Exploration, 2D",2499,24.99,$20-29.99,9,8345,"200,000 - 500,000",350000,-0.0699,35.95,52.68,high,0,0,unverified,,0
27922,544810,KARDS - The WW2 Card Game,2020-04-15,"Casual, Free To Play, Indie, Strategy","Multiplayer, War, Military, Strategy, Free to Play, Realistic, Historical, Singleplayer",0,0.0,free,6,32118,"2,000,000 - 5,000,000",3500000,0.1123,35.93,53.63,high,0,0,unverified,,0
28086,1746030,Murders on the Yangtze River,2024-01-30,"Adventure, Indie, RPG","First-Person, Historical, Story Rich, Singleplayer, RPG, Adventure, Indie, Exploration",1199,11.99,$10-14.99,9,13627,"200,000 - 500,000",350000,0.1029,35.87,53.55,high,0,0,unverified,,0
28287,397740,Hylics,2015-10-02,"Indie, RPG","Great Soundtrack, Atmospheric, Turn-Based, Singleplayer, RPG, Adventure, Indie, Exploration",299,2.99,$0.01-4.99,9,5299,"100,000 - 200,000",150000,-0.4357,35.79,50.68,high,0,0,unverified,,0
28329,367580,Hook,2015-07-06,"Casual, Indie","Great Soundtrack, Difficult, Short, Atmospheric, Touch-Friendly, Singleplayer, Indie, Family Friendly",199,1.99,$0.01-4.99,9,8828,"200,000 - 500,000",350000,-0.0501,35.78,52.7,high,0,0,unverified,,0
28347,1955830,Touhou Hero of Ice Fairy,2024-04-03,"Action, Adventure, Indie, RPG","Replay Value, Roguelite, Shooter, Story Rich, Action, Singleplayer, RPG, Adventure",699,6.99,$5-9.99,9,5095,"100,000 - 200,000",150000,-0.4495,35.77,50.6,high,0,0,unverified,,0
28357,400910,Rabi-Ribi,2016-01-28,"Action, Adventure, Casual, Indie","Difficult, Action, Singleplayer, Adventure, Metroidvania, Indie, Platformer, Exploration",1799,17.99,$15-19.99,9,11614,"100,000 - 200,000",150000,-0.1593,35.77,52.12,high,0,0,unverified,,0
28359,1742020,Idol Showdown,2023-05-05,"Action, Indie","Multiplayer, Local Multiplayer, Fighting, Psychological Horror, Free to Play, Action, Singleplayer, PvP",0,0.0,free,8,5435,"0 - 20,000",10000,-1.3686,35.77,45.77,high,0,0,unverified,,0
28480,1655140,Alpaca Stacka,2021-07-29,"Adventure, Casual, Free To Play, Indie","Open World, Funny, Short, Comedy, Free to Play, Singleplayer, Adventure, Indie",0,0.0,free,9,5571,"0 - 20,000",10000,-1.0759,35.72,47.28,high,0,0,unverified,,0
28563,1103210,We Become What We Behold [Fan-Made Port],2019-07-09,"Casual, Indie","Gore, Funny, Short, Violent, Psychological Horror, Free to Play, Singleplayer, Indie",0,0.0,free,9,5267,"200,000 - 500,000",350000,-0.232,35.69,51.7,high,0,0,unverified,,0
28749,1048540,Kao the Kangaroo: Round 2 (2003 re-release),2019-05-31,"Action, Adventure, Casual, Racing","Funny, Classic, Action, Singleplayer, Adventure, Indie, Platformer, Family Friendly",199,1.99,$0.01-4.99,8,7786,"500,000 - 1,000,000",750000,-0.1932,35.62,51.87,high,0,0,unverified,,0
28827,998930,Seek Girl,2019-03-14,"Action, Casual, Indie","Great Soundtrack, Funny, FPS, Shooter, Mature, Action, Singleplayer, Indie",0,0.0,free,6,5042,"200,000 - 500,000",350000,-1.0994,35.58,47.09,high,0,0,unverified,,0
29073,1368030,ANNO: Mutationem,,"Action, Adventure, Indie, RPG","Story Rich, Action, Singleplayer, RPG, Sci-fi, Adventure, Indie, Cyberpunk",2499,24.99,$20-29.99,8,5434,"200,000 - 500,000",350000,-0.505,35.48,50.16,high,0,0,unverified,,0
29517,605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",2023-05-15,"Action, Indie, Massively Multiplayer, RPG, Simulation",,2499,24.99,$20-29.99,8,15777,"500,000 - 1,000,000",750000,0.0556,35.32,53.03,high,0,0,unverified,,0
29628,1740100,At Home Alone Final,2021-12-31,"Adventure, Casual, Free To Play, Indie, RPG, Simulation, Strategy","Simulation, Horror, Psychological Horror, Strategy, Free to Play, Story Rich, Singleplayer, RPG",0,0.0,free,9,6716,"0 - 20,000",10000,-1.0101,35.27,47.4,high,0,0,unverified,,0
29658,265890,Hexcells,2014-02-19,"Casual, Indie, Strategy","Great Soundtrack, Difficult, Short, Touch-Friendly, Strategy, Singleplayer, Indie, 2D",299,2.99,$0.01-4.99,9,5569,"200,000 - 500,000",350000,-0.2124,35.26,51.59,high,0,0,unverified,,0
29722,290340,Armello,2015-09-01,"Adventure, Indie, RPG, Strategy","Atmospheric, Turn-Based, Strategy, RPG, Adventure, PvP, 2D, Dark Fantasy",2499,24.99,$20-29.99,8,15561,"1,000,000 - 2,000,000",1500000,0.2192,35.23,53.84,high,0,0,unverified,,0
29845,557600,Gorogoa,2017-12-14,"Adventure, Casual, Indie","Great Soundtrack, Beautiful, Short, Atmospheric, Story Rich, Singleplayer, Adventure, Indie",1499,14.99,$10-14.99,9,16770,"200,000 - 500,000",350000,0.176,35.19,53.6,high,0,0,unverified,,0
29940,1239690,Retrowave,2022-05-06,"Action, Casual, Indie, Racing, Simulation","Great Soundtrack, Addictive, Simulation, Atmospheric, Music, Action, Singleplayer, Indie",299,2.99,$0.01-4.99,9,15033,"200,000 - 500,000",350000,0.1375,35.15,53.38,high,0,0,unverified,,0
30025,931690,Himno,2019-04-26,"Adventure, Casual, Free To Play, Indie","Multiplayer, Roguelite, Free to Play, Roguelike, Action, Procedural Generation, Singleplayer, RPG",0,0.0,free,8,5698,"1,000,000 - 2,000,000",1500000,-0.1348,35.12,51.93,high,0,0,unverified,,0
30173,2239150,Thronefall,2024-10-11,"Action, Indie, Strategy","Building, Base Building, City Builder, Hack and Slash, Strategy, Action, Isometric, Singleplayer",974,9.74,$5-9.99,9,16228,"500,000 - 1,000,000",750000,0.3496,35.06,54.45,high,0,0,unverified,,0
30219,2088570,Tiny Rogues,2022-09-23,"Action, Adventure, Early Access, Indie, RPG","Difficult, Replay Value, Roguelite, Dungeon Crawler, Roguelike, Singleplayer, Early Access, RPG",999,9.99,$5-9.99,9,8709,"500,000 - 1,000,000",750000,0.1303,35.05,53.29,high,0,0,unverified,,0
30703,1647160,Deepest Sword,2021-06-09,Indie,"Funny, Physics, Free to Play, Swordplay, Action, Singleplayer, Medieval, Indie",0,0.0,free,8,10051,"0 - 20,000",10000,-1.152,34.87,46.46,high,0,0,unverified,,0
30709,1182620,Impostor Factory,2021-09-30,"Adventure, Casual, Indie, RPG","Funny, Atmospheric, Lovecraftian, Comedy, Psychological Horror, Story Rich, Singleplayer, RPG",999,9.99,$5-9.99,9,11116,"500,000 - 1,000,000",750000,0.2163,34.87,53.65,high,0,0,unverified,,0
30942,253110,The Cat Lady,2013-12-04,"Adventure, Indie","Horror, Atmospheric, Psychological Horror, Story Rich, Mature, Singleplayer, Adventure, Dark",999,9.99,$5-9.99,8,5441,"200,000 - 500,000",350000,-0.5046,34.79,49.82,high,0,0,unverified,,0
31084,470310,TROUBLESHOOTER: Abandoned Children,2020-04-23,"Casual, Indie, RPG, Strategy","Atmospheric, Turn-Based, Strategy, Story Rich, RPG, Party-Based RPG, CRPG, Wargame",2499,24.99,$20-29.99,8,8741,"500,000 - 1,000,000",750000,-0.1524,34.74,51.65,high,0,0,unverified,,0
31115,1954200,Kena: Bridge of Spirits,2022-09-26,"Action, Adventure, Indie","Atmospheric, Souls-like, Story Rich, Action, Singleplayer, Adventure, Indie, Third Person",3999,39.99,$30-39.99,8,13752,"500,000 - 1,000,000",750000,0.0072,34.72,52.48,high,0,0,unverified,,0
31361,1093910,Tales of the Black Forest,2019-09-25,"Adventure, Indie, RPG","Horror, Atmospheric, Psychological Horror, Story Rich, Singleplayer, RPG, Adventure, Indie",399,3.99,$0.01-4.99,9,12994,"200,000 - 500,000",350000,0.0861,34.63,52.84,high,0,0,unverified,,0
31532,1985690,The Looker,2022-06-17,Indie,"Open World, Funny, First-Person, Atmospheric, Comedy, Free to Play, Singleplayer, Adventure",0,0.0,free,9,13867,"0 - 20,000",10000,-0.7546,34.56,48.39,high,0,0,unverified,,0
31703,937170,Otaku's Adventure,2019-05-20,"Adventure, Indie, RPG","Funny, Comedy, Story Rich, Dating Sim, Singleplayer, RPG, Adventure, Indie",699,6.99,$5-9.99,8,8059,"200,000 - 500,000",350000,-0.3662,34.5,50.4,high,0,0,unverified,,0
31959,1250760,Far Away,2021-08-17,"Adventure, Casual, Indie, RPG","Replay Value, Comedy, Dark Humor, Story Rich, Singleplayer, Adventure, Crime, Indie",1299,12.99,$10-14.99,9,6593,"200,000 - 500,000",350000,-0.1529,34.41,51.48,high,0,0,unverified,,0
32385,1604000,Milk outside a bag of milk outside a bag of milk,2021-12-16,"Casual, Indie","Great Soundtrack, Horror, Psychological Horror, Story Rich, Singleplayer, Indie, Psychological, 2D",899,8.99,$5-9.99,9,15928,"200,000 - 500,000",350000,0.1579,34.26,53.04,high,0,0,unverified,,0
32458,1126290,Lost,2019-09-30,"Action, Adventure, Casual, Indie, RPG, Strategy","FPS, Psychological Horror, Strategy, Shooter, Mature, Action, Singleplayer, RPG",199,1.99,$0.01-4.99,8,7676,"200,000 - 500,000",350000,-0.3833,34.23,50.18,high,0,0,unverified,,0
32497,533300,Zup!,2016-10-04,"Casual, Indie","Memes, Funny, Fast-Paced, Short, Psychological Horror, Physics, Strategy, Action",199,1.99,$0.01-4.99,8,8684,"200,000 - 500,000",350000,-0.3399,34.22,50.4,high,0,0,unverified,,0
32753,1146630,Yokai's Secret,2020-02-06,"Action, Casual, Indie, RPG","Great Soundtrack, Memes, FPS, Mature, Action, RPG, Indie",199,1.99,$0.01-4.99,8,6855,"200,000 - 500,000",350000,-0.4232,34.13,49.92,high,0,0,unverified,,0
32837,1388880,Doki Doki Literature Club Plus!,2021-06-30,"Casual, Indie","Gore, Violent, Psychological Horror, Dark Humor, Story Rich, Dating Sim, Singleplayer, Indie",1499,14.99,$10-14.99,9,24814,"500,000 - 1,000,000",750000,0.4992,34.1,54.75,high,0,0,unverified,,0
32873,1708150,Juice Galaxy,2023-11-22,"Early Access, Free To Play, Indie, RPG","Sandbox, Hack and Slash, Atmospheric, Physics, Souls-like, Story Rich, Singleplayer, Early Access",0,0.0,free,9,6142,"0 - 20,000",10000,-1.0415,34.08,46.64,high,0,0,unverified,,0
32885,2218750,Halls of Torment,2024-09-24,"Action, Indie, RPG","Hack and Slash, Atmospheric, Roguelite, Roguelike, Action, Singleplayer, RPG, Action Roguelike",499,4.99,$0.01-4.99,9,24864,"500,000 - 1,000,000",750000,0.4999,34.08,54.75,high,0,0,unverified,,0
32943,1135690,Unpacking,2021-11-01,"Casual, Indie, Simulation","Simulation, Atmospheric, Story Rich, Isometric, Singleplayer, Indie, Family Friendly, 2D",1999,19.99,$15-19.99,8,32385,"500,000 - 1,000,000",750000,0.309,34.06,53.73,high,0,0,unverified,,0
33088,1443200,Class of '09,2021-06-10,"Casual, Indie, RPG, Simulation","Simulation, Comedy, Psychological Horror, Story Rich, Singleplayer, RPG, Indie, Third Person",999,9.99,$5-9.99,9,5481,"200,000 - 500,000",350000,-0.218,34.01,50.94,high,0,0,unverified,,0
33284,1282200,The Test: Hypothesis Rising,2020-04-27,"Adventure, Casual, Indie, RPG, Simulation","Simulation, Horror, Atmospheric, Comedy, Psychological Horror, Story Rich, Singleplayer, RPG",199,1.99,$0.01-4.99,9,5796,"200,000 - 500,000",350000,-0.1983,33.95,51.01,high,0,0,unverified,,0
33319,1920960,VPet-Simulator,2023-08-13,"Casual, Free To Play, Indie, RPG, Simulation","Moddable, Funny, Simulation, Free to Play, Mature, Singleplayer, RPG, Indie",0,0.0,free,9,42540,"0 - 20,000",10000,-0.3597,33.93,50.15,high,0,0,unverified,,0
33556,383080,Sakura Clicker,2015-07-29,"Casual, Free To Play, Indie","Memes, Funny, Free to Play, Mature, Dating Sim, Singleplayer, RPG, Adventure",0,0.0,free,8,14646,"1,000,000 - 2,000,000",1500000,0.1978,33.85,53.04,high,0,0,unverified,,0
33689,2901520,An alt girl for skoof,2024-04-21,"Casual, Indie","Memes, Horror, Comedy, Psychological Horror, Souls-like, Story Rich, Mature, Singleplayer",499,4.99,$0.01-4.99,8,7220,"100,000 - 200,000",150000,-0.6108,33.81,48.77,high,0,0,unverified,,0
34064,1593030,Terra Nil,2023-03-28,"Casual, Indie, Strategy","City Builder, Atmospheric, Resource Management, Strategy, Post-apocalyptic, Procedural Generation, Isometric, Singleplayer",2499,24.99,$20-29.99,8,5879,"200,000 - 500,000",350000,-0.4773,33.68,49.41,high,0,0,unverified,,0
34134,1145960,The White Door,2020-01-09,"Adventure, Indie","Short, Atmospheric, Psychological Horror, Story Rich, Singleplayer, Adventure, Indie, Mystery",399,3.99,$0.01-4.99,8,5657,"200,000 - 500,000",350000,-0.4908,33.66,49.33,high,0,0,unverified,,0
34667,1161170,The Rewinder,2021-09-09,"Adventure, Casual, Indie","Horror, Atmospheric, Comedy, Historical, Story Rich, Singleplayer, Adventure, Mythology",1499,14.99,$10-14.99,9,6531,"200,000 - 500,000",350000,-0.1562,33.48,51.0,high,0,0,unverified,,0
34724,878750,Hentai Girl,2018-08-17,"Casual, Indie, RPG, Simulation","Gore, First-Person, Horror, Strategy, Mature, Dating Sim, Singleplayer, Indie",69,0.69,$0.01-4.99,8,14321,"200,000 - 500,000",350000,-0.1636,33.46,50.95,high,0,0,unverified,,0
34733,1201270,A Space for the Unbound,2023-01-19,"Adventure, Indie","Atmospheric, Story Rich, Singleplayer, Adventure, Psychological, Exploration, Mystery, 2D",1999,19.99,$15-19.99,9,5114,"100,000 - 200,000",150000,-0.4482,33.46,49.45,high,0,0,unverified,,0
34743,978460,Emily is Away <3,2021-04-16,"Adventure, Casual, Indie, RPG, Simulation","Simulation, Horror, Story Rich, Dating Sim, Singleplayer, RPG, Adventure, Indie",999,9.99,$5-9.99,8,5661,"200,000 - 500,000",350000,-0.4906,33.46,49.23,high,0,0,unverified,,0
34760,1241510,The Test,2020-02-24,"Adventure, Casual, Indie, RPG, Simulation","Survival Horror, Simulation, Horror, Atmospheric, Psychological Horror, Story Rich, Singleplayer, RPG",199,1.99,$0.01-4.99,9,19646,"500,000 - 1,000,000",750000,0.4169,33.45,53.99,high,0,0,unverified,,0
35173,2784840,Egg,2024-02-03,"Action, Adventure, Casual, Free To Play, Indie, Simulation","Funny, Simulation, Tactical, Atmospheric, Psychological Horror, Action, Adventure, Family Friendly",0,0.0,free,8,9407,"0 - 20,000",10000,-1.1753,33.3,45.55,high,0,0,unverified,,0
35315,601840,Griftlands,2021-06-01,Indie,"Roguelite, Turn-Based, Dark Humor, Strategy, Roguelike, Story Rich, Singleplayer, RPG",0,0.0,free,8,13628,"500,000 - 1,000,000",750000,0.0041,33.26,51.73,high,0,0,unverified,,0
35336,734750,PickCrafter,2017-12-14,"Adventure, Casual, Free To Play, Indie, RPG, Simulation, Strategy","Crafting, Simulation, Farming Sim, Resource Management, Free to Play, Singleplayer, RPG, Indie",0,0.0,free,8,6652,"500,000 - 1,000,000",750000,-0.2486,33.25,50.4,high,0,0,unverified,,0
35422,423880,Carpe Diem,2015-11-30,"Casual, Free To Play, Indie","Memes, Short, Psychological Horror, Free to Play, Story Rich, Mature, Dating Sim, Singleplayer",0,0.0,free,8,8504,"200,000 - 500,000",350000,-0.3472,33.22,49.86,high,0,0,unverified,,0
35475,1475380,TheDawn,2020-12-11,"Action, Adventure, Free To Play, Indie","Tactical, Atmospheric, Free to Play, Shooter, Action, Singleplayer, Adventure, Dark",0,0.0,free,8,8599,"500,000 - 1,000,000",750000,-0.1582,33.2,50.85,high,0,0,unverified,,0
35732,2056220,Bloody Hell,2023-01-27,"Action, Adventure, Free To Play, Indie","Gore, Funny, Souls-like, Free to Play, Action, Singleplayer, Adventure, Metroidvania",0,0.0,free,9,5282,"0 - 20,000",10000,-1.0946,33.12,45.88,high,0,0,unverified,,0
35846,337340,Finding Paradise,2017-12-14,"Adventure, Indie, RPG","Funny, Atmospheric, Comedy, Story Rich, Singleplayer, RPG, Adventure, Psychological",999,9.99,$5-9.99,9,17896,"500,000 - 1,000,000",750000,0.3841,33.08,53.64,high,0,0,unverified,,0
36109,1173370,Slapshot: Rebound,2024-04-11,"Action, Casual, Free To Play, Indie, Sports","Multiplayer, Team-Based, Funny, Competitive, Physics, Character Customization, Action, PvP",0,0.0,free,8,10908,"500,000 - 1,000,000",750000,-0.0744,33.0,51.19,high,0,0,unverified,,0
36163,1948800,Yi Xian: The Cultivation Card Game,2024-01-21,"Casual, Free To Play, Indie, Strategy","Multiplayer, Strategy, Free to Play, Martial Arts, Singleplayer, PvP, Indie, Card Battler",0,0.0,free,6,5479,"200,000 - 500,000",350000,-1.0702,32.98,45.94,high,0,0,unverified,,0
36251,1330470,F.I.S.T.: Forged In Shadow Torch,2021-10-02,"Action, Adventure, Indie, RPG, Simulation, Sports","Simulation, Story Rich, Action, Singleplayer, Adventure, Metroidvania, Indie, Platformer",2999,29.99,$20-29.99,8,6201,"500,000 - 1,000,000",750000,-0.2734,32.94,50.11,high,0,0,unverified,,0
36537,1241700,There Is No Game: Jam Edition 2015,2020-03-18,"Adventure, Casual, Free To Play, Indie","Funny, Short, Comedy, Psychological Horror, Free to Play, Singleplayer, Adventure, Indie",0,0.0,free,9,6752,"200,000 - 500,000",350000,-0.1445,32.86,50.75,high,0,0,unverified,,0
36821,428550,Momodora: Reverie Under The Moonlight,2016-03-04,"Action, Adventure, Indie","Difficult, Atmospheric, Souls-like, Action, Metroidvania, Platformer, Exploration, Controller",999,9.99,$5-9.99,8,10983,"500,000 - 1,000,000",750000,-0.072,32.78,51.09,high,0,0,unverified,,0
36938,650700,Yume Nikki,2018-01-09,"Adventure, Casual, Free To Play, Indie","Horror, Atmospheric, Psychological Horror, Free to Play, Singleplayer, Adventure, Dark, Indie",0,0.0,free,8,7681,"500,000 - 1,000,000",750000,-0.198,32.74,50.41,high,0,0,unverified,,0
