app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
1166840,8,Very Positive,78,7,85,,78,7
1166850,0,No user reviews,0,0,0,,0,0
1166860,8,Very Positive,3538,284,3822,3655,3538,284
1166890,0,No user reviews,0,0,0,,0,0
1166910,0,1 user reviews,1,0,1,,1,0
1166930,0,No user reviews,0,0,0,,0,0
1166940,0,No user reviews,0,0,0,,0,0
1166980,6,Mostly Positive,31,11,42,,0,0
1166990,9,Overwhelmingly Positive,856,18,874,792,853,17
1167090,0,2 user reviews,1,1,2,,1,1
1167100,6,Mostly Positive,286,107,393,367,0,0
1167110,0,No user reviews,0,0,0,,0,0
1167140,6,Mostly Positive,1244,333,1577,1212,1243,332
1167150,8,Very Positive,50,2,52,,50,2
1167160,0,No user reviews,0,0,0,,0,0
1167170,8,Very Positive,244,14,258,233,244,14
1167180,0,No user reviews,0,0,0,,0,0
1167190,0,1 user reviews,1,0,1,,1,0
1167200,0,No user reviews,0,0,0,,0,0
1167240,0,No user reviews,0,0,0,,0,0
1167270,0,5 user reviews,1,4,5,,1,4
1167300,5,Mixed,63,52,115,,63,52
1167320,6,Mostly Positive,197,61,258,235,197,61
1167350,0,2 user reviews,0,2,2,,0,2
1167370,0,No user reviews,0,0,0,,0,0
1167380,5,Mixed,11,8,19,,11,8
1167430,0,7 user reviews,7,0,7,,7,0
1167450,8,Very Positive,5381,779,6160,5741,5381,779
1167460,7,Positive,20,0,20,,20,0
1167470,0,7 user reviews,1,6,7,,1,6
1167480,0,No user reviews,0,0,0,,0,0
1167490,6,Mostly Positive,11,3,14,,11,3
1167530,7,Positive,9,2,11,,9,2
1167540,5,Mixed,27,13,40,,27,13
1167550,7,Positive,31,2,33,,31,2
1167570,8,Very Positive,85,16,101,,84,16
1167590,0,1 user reviews,1,0,1,,1,0
1167610,0,No user reviews,0,0,0,,0,0
1167630,9,Overwhelmingly Positive,93697,4380,98077,91755,93553,4378
1167640,6,Mostly Positive,22,6,28,,22,6
1167650,0,3 user reviews,1,2,3,,1,2
1167670,0,No user reviews,0,0,0,,0,0
1167680,8,Very Positive,520,83,603,424,520,83
1167700,8,Very Positive,174,19,193,116,173,19
1167710,6,Mostly Positive,9,3,12,,9,3
1167730,0,5 user reviews,5,0,5,,5,0
1167750,6,Mostly Positive,453,167,620,520,452,166
1167770,7,Positive,31,4,35,,31,4
1167790,6,Mostly Positive,371,133,504,,372,134
1167800,0,2 user reviews,2,0,2,,2,0
1167820,0,No user reviews,0,0,0,,0,0
1167850,7,Positive,30,1,31,,30,1
1167900,7,Positive,39,3,42,,39,3
1167930,0,No user reviews,0,0,0,,0,0
1167940,0,No user reviews,0,0,0,,0,0
1167950,6,Mostly Positive,694,182,876,829,694,182
1168000,5,Mixed,24,29,53,,24,29
1168050,0,8 user reviews,6,2,8,,6,2
1168060,6,Mostly Positive,12,5,17,,12,5
1168070,7,Positive,9,2,11,,9,2
1168160,0,1 user reviews,0,1,1,,0,1
1168170,5,Mixed,153,102,255,191,35,30
1168190,7,Positive,14,3,17,,0,0
1168210,0,No user reviews,0,0,0,,0,0
1168250,6,Mostly Positive,23,7,30,,23,7
1168260,0,No user reviews,0,0,0,,0,0
1168280,8,Very Positive,1738,358,2096,,1738,358
1168320,0,6 user reviews,2,4,6,,2,4
1168360,0,9 user reviews,7,2,9,,7,2
1168400,0,5 user reviews,2,3,5,,2,3
1168420,6,Mostly Positive,9,3,12,,9,3
1168430,8,Very Positive,78,8,86,,78,8
1168460,8,Very Positive,475,16,491,,0,0
1168470,8,Very Positive,1962,105,2067,1941,1962,105
1168490,8,Very Positive,94,9,103,,94,9
1168530,0,6 user reviews,0,6,6,,0,6
1168540,0,No user reviews,0,0,0,,0,0
1168550,0,3 user reviews,3,0,3,,3,0
1168600,0,7 user reviews,6,1,7,,6,1
1168610,5,Mixed,130,136,266,242,130,136
1168630,8,Very Positive,57,3,60,,57,3
1168640,0,No user reviews,0,0,0,,0,0
1168650,5,Mixed,28,27,55,,28,27
1168660,8,Very Positive,1553,261,1814,1627,1552,260
1168690,5,Mixed,100,58,158,141,100,58
1168740,0,7 user reviews,5,2,7,,5,2
1168790,0,1 user reviews,1,0,1,,1,0
1168800,7,Positive,20,5,25,,20,5
1168820,0,9 user reviews,9,0,9,,9,0
1168830,6,Mostly Positive,25,9,34,,24,9
1168840,8,Very Positive,186,13,199,,186,13
1168850,7,Positive,10,2,12,,0,0
1168870,5,Mixed,502,243,745,552,502,243
1168880,8,Very Positive,556,66,622,472,556,66
1168890,0,No user reviews,0,0,0,,0,0
1168960,0,3 user reviews,3,0,3,,3,0
1168970,6,Mostly Positive,7,3,10,,7,3
1168980,4,Mostly Negative,6,15,21,,6,15
1168990,4,Mostly Negative,3,10,13,,3,10
1169000,0,5 user reviews,5,0,5,,5,0
1169020,8,Very Positive,162,14,176,131,162,14
1169030,0,8 user reviews,3,5,8,,3,5
1169040,8,Very Positive,12904,842,13746,12023,12911,841
1169050,0,1 user reviews,1,0,1,,1,0
1169060,0,9 user reviews,6,3,9,,6,3
1169070,5,Mixed,8,9,17,,8,9
1169080,0,No user reviews,0,0,0,,0,0
1169100,8,Very Positive,218,16,234,226,218,16
1169110,7,Positive,13,0,13,,13,0
1169140,0,No user reviews,0,0,0,,0,0
1169160,0,7 user reviews,7,0,7,,7,0
1169170,6,Mostly Positive,35,14,49,,0,0
1169200,8,Very Positive,441,5,446,,441,5
1169230,7,Positive,28,1,29,,28,1
1169310,7,Positive,14,1,15,,14,1
1169420,7,Positive,34,1,35,,34,1
1169430,7,Positive,19,3,22,,19,3
1169460,0,4 user reviews,2,2,4,,2,2
1169490,5,Mixed,91,44,135,,91,44
1169500,0,8 user reviews,1,7,8,,1,7
1169510,0,6 user reviews,3,3,6,,3,3
1169520,6,Mostly Positive,41,11,52,,41,10
1169540,0,No user reviews,0,0,0,,0,0
1169550,0,5 user reviews,5,0,5,,0,0
1169630,0,No user reviews,0,0,0,,0,0
1169640,0,No user reviews,0,0,0,,0,1
1169660,0,No user reviews,0,0,0,,0,0
1169700,0,No user reviews,0,0,0,,0,0
1169740,6,Mostly Positive,338,130,468,307,338,130
1169760,4,Mostly Negative,8,20,28,,8,20
1169770,0,2 user reviews,1,1,2,,1,1
1169780,0,No user reviews,0,0,0,,0,0
1169870,7,Positive,13,0,13,,13,0
1169880,7,Positive,35,5,40,,0,0
1169920,7,Positive,13,2,15,,13,2
1169940,0,No user reviews,0,0,0,,0,0
1170030,0,No user reviews,0,0,0,,1,0
1170050,7,Positive,25,1,26,,25,1
1170060,9,Overwhelmingly Positive,1053,50,1103,982,1052,50
1170080,8,Very Positive,787,122,909,604,785,122
1170110,0,7 user reviews,6,1,7,,6,1
1170120,7,Positive,47,2,49,,47,2
1170130,7,Positive,11,2,13,,11,2
1170160,0,5 user reviews,4,1,5,,4,1
1170170,0,5 user reviews,5,0,5,,5,0
1170180,5,Mixed,47,22,69,,47,22
1170190,5,Mixed,48,34,82,,48,34
1170200,6,Mostly Positive,96,29,125,,96,29
1170210,6,Mostly Positive,10,3,13,,10,3
1170230,8,Very Positive,335,61,396,348,333,61
1170250,0,2 user reviews,2,0,2,,2,0
1170290,5,Mixed,10,12,22,,10,12
1170300,7,Positive,12,2,14,,12,2
1170310,0,No user reviews,0,0,0,,0,0
1170320,8,Very Positive,80,10,90,,0,0
1170330,7,Positive,17,2,19,,17,2
1170340,8,Very Positive,55,3,58,,0,0
1170350,0,1 user reviews,1,0,1,,1,0
1170370,8,Very Positive,188,11,199,,188,11
1170390,0,4 user reviews,1,3,4,,1,3
1170400,6,Mostly Positive,20,8,28,,20,8
1170420,0,No user reviews,0,0,0,,0,0
1170440,0,No user reviews,0,0,0,,0,0
1170480,0,No user reviews,0,0,0,,0,0
1170500,0,6 user reviews,4,2,6,,4,2
1170570,0,No user reviews,0,0,0,,0,0
1170580,0,No user reviews,0,0,0,,0,0
1170610,6,Mostly Positive,231,72,303,285,203,57
1170620,0,No user reviews,0,0,0,,0,0
1170640,8,Very Positive,634,36,670,,634,36
1170660,0,No user reviews,0,0,0,,0,0
1170670,0,No user reviews,0,0,0,,0,0
1170720,8,Very Positive,114,19,133,,114,19
1170750,7,Positive,10,1,11,,10,1
1170760,8,Very Positive,2024,237,2261,1954,2023,237
1170820,8,Very Positive,1327,183,1510,,0,0
1170830,5,Mixed,9,4,13,,9,4
1170840,0,8 user reviews,7,1,8,,7,1
1170870,0,2 user reviews,2,0,2,,2,0
1170880,9,Overwhelmingly Positive,13272,183,13455,,13267,183
1170900,0,No user reviews,0,0,0,,0,0
1170910,0,6 user reviews,2,4,6,,2,4
1170920,0,No user reviews,0,0,0,,0,0
1170940,8,Very Positive,88,22,110,,87,22
1170950,5,Mixed,7513,4846,12359,9795,7509,4843
1170960,7,Positive,15,0,15,,15,0
1170970,8,Very Positive,1681,267,1948,,1680,267
1170980,5,Mixed,31,20,51,,31,20
1171030,0,2 user reviews,1,1,2,,1,1
1171040,5,Mixed,18,11,29,,18,11
1171070,0,9 user reviews,4,5,9,,4,5
1171080,7,Positive,13,2,15,,13,2
1171110,7,Positive,13,2,15,,13,2
1171120,5,Mixed,62,41,103,,62,41
1171130,7,Positive,26,1,27,,26,1
1171160,7,Positive,10,1,11,,10,1
1171180,0,No user reviews,0,0,0,,0,0
1171220,7,Positive,15,0,15,,15,0
1171230,0,No user reviews,0,0,0,,0,0
1171240,6,Mostly Positive,120,50,170,149,120,50
1171250,0,No user reviews,0,0,0,,0,0
1171260,6,Mostly Positive,35,13,48,,35,13
1171270,8,Very Positive,882,85,967,933,629,62
1171310,8,Very Positive,1342,304,1646,1493,1342,307
1171320,9,Overwhelmingly Positive,1622,18,1640,1473,1622,18
1171330,0,7 user reviews,4,3,7,,4,3
1171340,0,No user reviews,0,0,0,,0,0
1171350,0,9 user reviews,6,3,9,,6,3
1171370,9,Overwhelmingly Positive,3778,52,3830,,3778,52
1171410,0,3 user reviews,2,1,3,,2,1
1171440,8,Very Positive,171,25,196,146,0,0
1171520,7,Positive,8,2,10,,8,2
1171560,0,5 user reviews,5,0,5,,5,0
1171570,0,6 user reviews,6,0,6,,6,0
1171600,0,No user reviews,0,0,0,,0,0
1171610,0,No user reviews,0,0,0,,0,0
1171620,0,2 user reviews,1,1,2,,1,1
1171640,0,6 user reviews,2,4,6,,0,0
1171660,5,Mixed,158,72,230,,159,71
1171690,5,Mixed,11060,9917,20977,19509,10644,9863
1171700,0,No user reviews,0,0,0,,0,0
1171710,0,No user reviews,0,0,0,,0,0
1171770,0,1 user reviews,1,0,1,,1,0
1171780,0,No user reviews,0,0,0,,0,0
1171800,0,2 user reviews,2,0,2,,2,0
1171810,5,Mixed,8,10,18,,0,0
1171820,8,Very Positive,108,10,118,114,108,10
1171830,0,No user reviews,0,0,0,,0,0
1171840,7,Positive,40,4,44,,40,4
1171850,0,No user reviews,0,0,0,,0,0
1171870,7,Positive,9,2,11,,9,2
1171880,0,3 user reviews,3,0,3,,3,0
1171950,0,1 user reviews,0,1,1,,0,1
1171970,0,No user reviews,0,0,0,,0,0
1171980,0,No user reviews,0,0,0,,0,0
1171990,0,3 user reviews,2,1,3,,2,1
1172000,0,4 user reviews,1,3,4,,1,3
1172050,5,Mixed,514,306,820,600,514,306
1172060,5,Mixed,32,18,50,,32,18
1172070,0,No user reviews,0,0,0,,0,0
1172080,0,3 user reviews,2,1,3,,2,1
1172090,6,Mostly Positive,107,29,136,,107,29
1172100,7,Positive,24,2,26,,24,2
1172150,7,Positive,14,0,14,,14,0
1172170,8,Very Positive,52,6,58,,52,6
1172180,7,Positive,26,6,32,,26,6
1172190,6,Mostly Positive,101,41,142,106,101,41
1172200,0,No user reviews,0,0,0,,0,0
1172220,0,1 user reviews,1,0,1,,1,0
1172230,0,No user reviews,0,0,0,,0,0
1172280,8,Very Positive,50,5,55,,26,3
1172290,7,Positive,12,1,13,,12,1
1172310,8,Very Positive,94,3,97,,94,3
1172340,0,1 user reviews,0,1,1,,0,1
1172350,0,No user reviews,0,0,0,,0,0
1172370,0,No user reviews,0,0,0,,0,0
1172380,8,Very Positive,131941,16813,148754,128378,131960,16812
1172390,6,Mostly Positive,89,32,121,,89,32
1172400,0,1 user reviews,0,1,1,,0,1
1172410,7,Positive,11,0,11,,11,0
1172430,5,Mixed,61,53,114,,61,53
1172450,9,Overwhelmingly Positive,7634,262,7896,6063,7640,262
1172460,0,No user reviews,0,0,0,,0,0
1172470,5,Mixed,650300,304331,954631,1519,650245,304135
1172480,0,3 user reviews,3,0,3,,3,0
1172500,8,Very Positive,45,11,56,,45,11
1172510,8,Very Positive,288,17,305,247,288,17
1172520,8,Very Positive,134,13,147,136,134,13
1172530,8,Very Positive,94,15,109,,94,15
1172620,8,Very Positive,305378,36085,341463,294641,305377,36069
1172640,0,1 user reviews,1,0,1,,1,0
1172650,6,Mostly Positive,2037,824,2861,1850,2033,823
1172660,6,Mostly Positive,15,5,20,,13,4
1172680,0,8 user reviews,7,1,8,,7,1
1172710,0,No user reviews,0,0,0,,0,0
1172720,0,5 user reviews,4,1,5,,4,1
1172730,5,Mixed,18,9,27,,18,9
1172740,0,1 user reviews,1,0,1,,0,0
1172750,0,No user reviews,0,0,0,,0,0
1172760,0,4 user reviews,2,2,4,,2,2
1172780,5,Mixed,13,11,24,,13,11
1172790,0,No user reviews,0,0,0,,0,0
1172800,8,Very Positive,229,3,232,204,229,3
1172810,0,No user reviews,0,0,0,,0,0
1172820,0,3 user reviews,1,2,3,,1,2
1172830,5,Mixed,95,41,136,,95,41
1172850,0,1 user reviews,1,0,1,,1,0
1172900,8,Very Positive,268,24,292,,268,24
1172920,7,Positive,17,0,17,,17,0
1172930,0,No user reviews,0,0,0,,0,0
1172940,6,Mostly Positive,665,191,856,813,0,0
1172980,8,Very Positive,418,13,431,,418,13
1173010,9,Overwhelmingly Positive,1498,76,1574,1462,1496,76
1173070,0,9 user reviews,5,4,9,,5,4
1173100,0,No user reviews,0,0,0,,0,0
1173110,5,Mixed,25,15,40,,25,15
1173120,7,Positive,19,1,20,,19,1
1173130,0,No user reviews,0,0,0,,0,0
1173150,8,Very Positive,53,13,66,,53,13
1173170,0,No user reviews,0,0,0,,0,0
1173200,8,Very Positive,2245,445,2690,1890,2244,445
1173220,6,Mostly Positive,1661,640,2301,2174,1661,640
1173230,6,Mostly Positive,15,5,20,,15,5
1173240,0,4 user reviews,3,1,4,,3,1
1173250,7,Positive,27,3,30,,27,3
1173260,5,Mixed,21,14,35,,21,14
1173270,6,Mostly Positive,47,20,67,,0,0
1173280,8,Very Positive,872,180,1052,,0,0
1173290,0,No user reviews,0,0,0,,0,0
1173310,7,Positive,25,1,26,,25,1
1173330,8,Very Positive,131,27,158,,131,27
1173340,3,Negative,3,28,31,,3,27
1173350,5,Mixed,145,72,217,128,102,50
1173370,8,Very Positive,9043,1865,10908,,7247,1366
1173380,8,Very Positive,521,109,630,452,521,109
1173400,8,Very Positive,2250,323,2573,1872,0,0
1173410,6,Mostly Positive,552,204,756,682,0,0
1173420,0,No user reviews,0,0,0,,0,0
1173500,0,5 user reviews,2,3,5,,2,3
1173510,8,Very Positive,1143,175,1318,1141,1143,175
1173590,8,Very Positive,197,38,235,,197,38
1173610,7,Positive,19,0,19,,19,0
1173640,0,4 user reviews,3,1,4,,3,1
1173650,8,Very Positive,64,13,77,,0,0
1173670,0,No user reviews,0,0,0,,0,0
1173700,0,3 user reviews,1,2,3,,1,2
1173730,6,Mostly Positive,26,11,37,,26,11
1173740,8,Very Positive,71,5,76,,71,5
1173770,8,Very Positive,5758,330,6088,5702,5753,329
1173780,8,Very Positive,1840,454,2294,2145,1838,454
1173790,8,Very Positive,1843,131,1974,1846,1843,130
1173800,8,Very Positive,1924,195,2119,1969,1923,195
1173810,8,Very Positive,1505,202,1707,1594,1509,202
1173820,8,Very Positive,3034,311,3345,3111,3033,311
1173830,8,Very Positive,185,4,189,182,185,4
1173850,7,Positive,24,3,27,,24,3
1173870,8,Very Positive,48,4,52,,48,4
1173910,0,No user reviews,0,0,0,,0,0
1173940,8,Very Positive,181,4,185,176,181,4
1173960,0,No user reviews,0,0,0,,0,0
1173980,0,No user reviews,0,0,0,,0,0
1173990,0,No user reviews,0,0,0,,0,0
1174030,7,Positive,20,1,21,,20,1
1174050,0,3 user reviews,0,3,3,,0,3
1174090,8,Very Positive,97,5,102,,97,5
1174100,0,No user reviews,0,0,0,,0,0
1174120,0,3 user reviews,3,0,3,,3,0
1174170,8,Very Positive,54,6,60,,54,6
1174180,8,Very Positive,575543,51896,627439,578403,575137,51889
1174200,0,2 user reviews,2,0,2,,2,0
1174230,0,No user reviews,0,0,0,,0,0
1174260,0,5 user reviews,3,2,5,,3,2
1174270,6,Mostly Positive,21,8,29,,21,8
1174300,7,Positive,21,1,22,,21,1
1174320,7,Positive,15,0,15,,15,0
1174380,6,Mostly Positive,117,32,149,,0,0
1174390,8,Very Positive,564,49,613,566,565,49
1174400,8,Very Positive,350,13,363,342,350,13
1174420,6,Mostly Positive,22,7,29,,22,7
1174430,0,3 user reviews,2,1,3,,2,1
1174440,0,8 user reviews,7,1,8,,7,1
1174450,7,Positive,12,2,14,,12,2
1174460,5,Mixed,264,192,456,419,264,192
1174490,0,3 user reviews,3,0,3,,3,0
1174500,8,Very Positive,155,22,177,164,155,22
1174510,0,No user reviews,0,0,0,,0,0
1174550,5,Mixed,27,27,54,,27,27
1174560,0,No user reviews,0,0,0,,0,0
1174570,0,No user reviews,0,0,0,,0,0
1174640,8,Very Positive,333,18,351,288,332,18
1174670,8,Very Positive,53,10,63,,53,10
1174680,6,Mostly Positive,13,5,18,,13,5
1174690,6,Mostly Positive,1224,323,1547,1466,1015,247
1174720,5,Mixed,227,120,347,334,227,120
1174770,0,No user reviews,0,0,0,,0,0
1174780,5,Mixed,20,16,36,,20,16
1174810,3,Negative,2,11,13,,2,11
1174820,7,Positive,11,2,13,,11,2
1174830,6,Mostly Positive,8,3,11,,8,3
1174840,0,No user reviews,0,0,0,,0,0
1174860,8,Very Positive,192,14,206,,191,14
1174890,0,2 user reviews,0,2,2,,0,2
1174900,5,Mixed,14,7,21,,0,0
1174920,7,Positive,24,6,30,,24,6
1174940,8,Very Positive,1959,224,2183,,1959,224
1174960,0,No user reviews,0,0,0,,0,0
1174970,0,1 user reviews,1,0,1,,1,0
1174980,0,5 user reviews,5,0,5,,5,0
1174990,0,5 user reviews,3,2,5,,3,2
1175020,0,No user reviews,0,0,0,,0,0
1175030,0,1 user reviews,1,0,1,,1,0
1175040,0,1 user reviews,1,0,1,,1,0
1175050,7,Positive,11,2,13,,11,2
1175060,5,Mixed,27,12,39,,27,12
1175070,0,1 user reviews,1,0,1,,1,0
1175080,8,Very Positive,69,2,71,,69,2
1175100,7,Positive,19,4,23,,19,4
1175120,8,Very Positive,68,11,79,,68,11
1175140,9,Overwhelmingly Positive,2789,133,2922,,2728,93
1175150,7,Positive,12,2,14,,12,2
1175160,8,Very Positive,65,4,69,,65,4
1175170,7,Positive,19,2,21,,19,2
1175180,0,1 user reviews,0,1,1,,0,1
1175190,8,Very Positive,144,23,167,154,143,23
1175200,6,Mostly Positive,180,70,250,226,180,70
1175210,5,Mixed,29,38,67,,0,0
1175240,0,No user reviews,0,0,0,,0,0
1175250,7,Positive,13,0,13,,13,0
1175270,0,No user reviews,0,0,0,,0,0
1175320,6,Mostly Positive,19,6,25,,19,6
1175330,0,No user reviews,0,0,0,,0,0
1175350,0,No user reviews,0,0,0,,0,0
1175360,8,Very Positive,672,78,750,663,671,78
1175370,0,No user reviews,0,0,0,,0,0
1175390,5,Mixed,68,102,170,162,68,102
1175400,7,Positive,25,1,26,,25,1
1175420,6,Mostly Positive,14,4,18,,14,4
1175430,8,Very Positive,88,4,92,,88,4
1175450,0,No user reviews,0,0,0,,0,0
1175460,8,Very Positive,1766,365,2131,1547,1766,362
1175470,7,Positive,26,4,30,,26,4
1175480,6,Mostly Positive,22,7,29,,22,7
1175490,0,7 user reviews,5,2,7,,5,2
1175500,7,Positive,14,3,17,,14,3
1175510,0,5 user reviews,2,3,5,,2,3
1175540,7,Positive,9,1,10,,9,1
1175550,0,2 user reviews,0,2,2,,0,2
1175560,0,No user reviews,0,0,0,,0,0
1175570,0,9 user reviews,8,1,9,,8,1
1175590,0,8 user reviews,7,1,8,,7,1
1175600,0,No user reviews,0,0,0,,0,0
1175640,5,Mixed,25,17,42,,25,17
1175650,0,4 user reviews,4,0,4,,4,0
1175660,7,Positive,18,1,19,,18,1
1175690,0,8 user reviews,7,1,8,,7,1
1175700,5,Mixed,39,20,59,,0,0
1175720,7,Positive,12,2,14,,12,2
1175770,0,No user reviews,0,0,0,,0,0
1175800,5,Mixed,31,19,50,,31,19
1175830,6,Mostly Positive,861,227,1088,961,861,227
1175840,8,Very Positive,135,15,150,,135,15
1175870,0,7 user reviews,5,2,7,,5,2
1175880,5,Mixed,360,286,646,612,360,286
1175890,5,Mixed,79,34,113,,79,34
1175900,6,Mostly Positive,22,9,31,,22,9
1175930,5,Mixed,27,16,43,,27,16
1175950,5,Mixed,106,47,153,,0,0
1175960,0,No user reviews,0,0,0,,0,0
1175970,4,Mostly Negative,18,31,49,,18,31
1175980,5,Mixed,38,18,56,,38,18
1176000,7,Positive,29,6,35,,29,6
1176020,8,Very Positive,167,22,189,175,167,22
1176040,6,Mostly Positive,8,3,11,,8,3
1176050,8,Very Positive,238,1,239,195,238,1
1176060,7,Positive,13,0,13,,13,0
1176080,0,No user reviews,0,0,0,,0,0
1176090,3,Negative,1,10,11,,1,10
1176110,8,Very Positive,62,9,71,,62,9
1176140,0,1 user reviews,1,0,1,,1,0
1176160,6,Mostly Positive,58,16,74,,44,11
1176170,5,Mixed,43,30,73,,43,30
1176190,5,Mixed,37,18,55,,28,14
1176330,0,No user reviews,0,0,0,,0,0
1176360,0,7 user reviews,0,7,7,,0,7
1176460,8,Very Positive,162,22,184,,162,22
1176470,8,Very Positive,4738,1164,5902,5481,4736,1162
1176480,7,Positive,25,1,26,,25,1
1176510,0,No user reviews,0,0,0,,0,0
1176540,7,Positive,13,3,16,,13,3
1176550,0,2 user reviews,2,0,2,,0,0
1176560,4,Mostly Negative,6,18,24,,6,18
1176570,0,No user reviews,0,0,0,,0,0
1176580,5,Mixed,11,7,18,,11,7
1176590,0,6 user reviews,5,1,6,,5,1
1176710,6,Mostly Positive,2008,664,2672,1482,2008,663
1176720,0,No user reviews,0,0,0,,0,0
1176780,5,Mixed,14,9,23,,14,9
1176800,0,5 user reviews,5,0,5,,5,0
1176830,0,No user reviews,0,0,0,,0,0
1176840,0,No user reviews,0,0,0,,0,1
1176850,0,6 user reviews,2,4,6,,2,4
1176860,0,No user reviews,0,0,0,,0,0
1176890,7,Positive,22,4,26,,0,0
1176970,0,6 user reviews,4,2,6,,4,2
1176990,7,Positive,12,0,12,,12,0
1177000,6,Mostly Positive,93,32,125,,93,32
1177020,6,Mostly Positive,38,14,52,,39,14
1177030,6,Mostly Positive,44,12,56,,44,12
1177070,5,Mixed,14,7,21,,14,7
1177080,7,Positive,19,1,20,,19,1
1177100,5,Mixed,38,32,70,,38,32
1177110,8,Very Positive,42,10,52,,42,10
1177120,0,No user reviews,0,0,0,,0,0
1177130,8,Very Positive,314,23,337,330,314,23
1177170,6,Mostly Positive,10,3,13,,10,3
1177190,0,1 user reviews,1,0,1,,1,0
1177250,0,No user reviews,0,0,0,,0,0
1177270,0,1 user reviews,1,0,1,,1,0
1177300,0,4 user reviews,1,3,4,,1,3
1177310,0,1 user reviews,1,0,1,,1,0
1177320,0,No user reviews,0,0,0,,0,0
1177330,7,Positive,20,5,25,,20,5
1177340,0,9 user reviews,9,0,9,,9,0
1177350,0,1 user reviews,0,1,1,,0,1
1177360,0,No user reviews,0,0,0,,0,0
1177370,0,2 user reviews,2,0,2,,2,0
1177380,8,Very Positive,163,26,189,174,0,0
1177390,0,4 user reviews,3,1,4,,3,1
1177400,6,Mostly Positive,557,159,716,569,557,159
1177410,0,No user reviews,0,0,0,,0,0
1177420,8,Very Positive,773,65,838,759,0,0
1177430,5,Mixed,64,36,100,,64,36
1177440,0,No user reviews,0,0,0,,0,0
1177460,0,7 user reviews,7,0,7,,7,0
1177480,0,8 user reviews,8,0,8,,8,0
1177490,0,No user reviews,0,0,0,,1,0
1177510,0,1 user reviews,1,0,1,,1,0
1177530,0,No user reviews,0,0,0,,0,0
1177540,5,Mixed,10,14,24,,0,0
1177550,0,No user reviews,0,0,0,,0,0
1177570,0,No user reviews,0,0,0,,0,0
1177580,0,No user reviews,0,0,0,,0,0
1177610,5,Mixed,48,24,72,,48,24
1177640,8,Very Positive,55,11,66,,55,11
1177650,0,No user reviews,0,0,0,,0,0
1177660,8,Very Positive,782,182,964,869,782,182
1177690,6,Mostly Positive,54,19,73,,54,19
1177720,8,Very Positive,461,101,562,,0,0
1177730,0,No user reviews,0,0,0,,0,0
1177820,0,9 user reviews,8,1,9,,8,1
1177840,7,Positive,17,1,18,,0,0
1177850,0,9 user reviews,7,2,9,,7,2
1177890,7,Positive,31,7,38,,31,7
1177910,0,No user reviews,0,0,0,,0,0
1177940,0,No user reviews,0,0,0,,0,0
1177950,0,2 user reviews,0,2,2,,0,2
1177960,0,5 user reviews,5,0,5,,5,0
1177970,5,Mixed,249,108,357,,0,0
1177980,9,Overwhelmingly Positive,6901,305,7206,5614,6880,305
1177990,7,Positive,21,4,25,,21,4
1178000,7,Positive,29,0,29,,29,0
1178010,0,No user reviews,0,0,0,,0,0
1178020,0,2 user reviews,0,2,2,,0,2
1178030,9,Overwhelmingly Positive,6775,194,6969,,6777,194
1178050,8,Very Positive,1407,75,1482,,1407,75
1178060,0,1 user reviews,0,1,1,,0,1
1178080,0,No user reviews,0,0,0,,0,0
1178130,8,Very Positive,127,18,145,134,0,0
1178140,8,Very Positive,162,10,172,151,161,10
1178150,8,Very Positive,128,12,140,118,128,12
1178160,5,Mixed,894,457,1351,,892,457
1178180,6,Mostly Positive,18,6,24,,18,6
1178200,6,Mostly Positive,47,19,66,,47,19
1178210,8,Very Positive,350,42,392,297,350,42
1178220,8,Very Positive,1620,139,1759,1509,1622,139
1178230,8,Very Positive,184,28,212,185,184,28
1178250,0,No user reviews,0,0,0,,0,0
1178260,0,No user reviews,0,0,0,,0,0
1178280,4,Mostly Negative,13,36,49,,13,36
1178290,7,Positive,39,0,39,,39,0
1178300,0,No user reviews,0,0,0,,0,0
1178310,0,7 user reviews,3,4,7,,3,4
1178330,5,Mixed,12,10,22,,0,0
1178380,4,Mostly Negative,4,8,12,,4,8
1178390,0,No user reviews,0,0,0,,0,0
1178400,8,Very Positive,813,124,937,590,817,124
1178420,6,Mostly Positive,44,17,61,,0,0
1178430,5,Mixed,39,19,58,,39,19
1178460,8,Very Positive,69,12,81,,69,12
1178480,0,4 user reviews,3,1,4,,3,1
1178490,8,Very Positive,16141,1723,17864,16278,16140,1721
1178500,7,Positive,9,1,10,,9,1
1178510,6,Mostly Positive,14,6,20,,14,6
1178520,5,Mixed,8,4,12,,8,4
1178530,0,2 user reviews,2,0,2,,2,0
1178570,0,2 user reviews,0,2,2,,0,2
1178590,5,Mixed,22,14,36,,0,0
1178680,7,Positive,14,0,14,,14,0
1178690,0,9 user reviews,5,4,9,,0,0
1178710,5,Mixed,10,10,20,,10,10
1178770,0,No user reviews,0,0,0,,0,0
1178780,8,Very Positive,802,62,864,785,801,62
1178790,6,Mostly Positive,570,155,725,669,570,155
1178820,0,No user reviews,0,0,0,,0,0
1178830,8,Very Positive,34924,2976,37900,34485,34927,2974
1178880,6,Mostly Positive,618,163,781,688,618,163
1178890,0,No user reviews,0,0,0,,0,0
1179010,7,Positive,23,5,28,,23,5
