app_id,review_score,review_score_description,positive,negative,total,recommendations,steamspy_positive,steamspy_negative
2408020,0,No user reviews,0,0,0,,0,0
2408030,0,No user reviews,0,0,0,,0,0
2408040,0,No user reviews,0,0,0,,0,0
2408050,0,1 user reviews,1,0,1,,0,0
2408060,0,No user reviews,0,0,0,,0,0
2408070,0,1 user reviews,1,0,1,,1,0
2408080,0,2 user reviews,2,0,2,,2,0
2408090,0,6 user reviews,6,0,6,,0,0
2408100,0,No user reviews,0,0,0,,0,0
2408110,0,3 user reviews,0,3,3,,0,3
2408120,0,9 user reviews,5,4,9,,0,0
2408150,0,No user reviews,0,0,0,,0,0
2408170,0,No user reviews,0,0,0,,0,0
2408180,0,No user reviews,0,0,0,,0,0
2408210,6,Mostly Positive,10,3,13,,10,3
2408220,0,1 user reviews,1,0,1,,1,0
2408240,7,Positive,11,1,12,,11,1
2408260,0,6 user reviews,5,1,6,,5,1
2408270,5,Mixed,20,13,33,,0,0
2408280,7,Positive,8,2,10,,8,2
2408290,0,No user reviews,0,0,0,,0,0
2408300,0,No user reviews,0,0,0,,0,0
2408310,5,Mixed,47,29,76,,0,0
2408330,7,Positive,18,3,21,,0,0
2408340,0,2 user reviews,0,2,2,,0,2
2408350,0,No user reviews,0,0,0,,0,0
2408370,0,No user reviews,0,0,0,,0,0
2408380,0,No user reviews,0,0,0,,0,0
2408460,0,No user reviews,0,0,0,,0,0
2408600,0,5 user reviews,5,0,5,,5,0
2408610,0,1 user reviews,1,0,1,,1,0
2408630,7,Positive,29,6,35,,0,0
2408640,0,No user reviews,0,0,0,,0,0
2408660,0,No user reviews,0,0,0,,0,0
2408670,0,No user reviews,0,0,0,,0,0
2408680,8,Very Positive,165,1,166,152,156,1
2408700,0,2 user reviews,1,1,2,,1,1
2408710,0,1 user reviews,1,0,1,,1,0
2408720,7,Positive,9,1,10,,9,1
2408740,0,No user reviews,0,0,0,,0,0
2408750,0,No user reviews,0,0,0,,0,0
2408760,0,No user reviews,0,0,0,,0,0
2408790,4,Mostly Negative,6,13,19,,0,0
2408800,0,No user reviews,0,0,0,,0,0
2408820,0,No user reviews,0,0,0,,0,0
2408870,0,No user reviews,0,0,0,,0,0
2408880,0,4 user reviews,1,3,4,,1,3
2408890,7,Positive,16,2,18,,16,2
2408920,2,Very Negative,10,60,70,,10,60
2408970,0,No user reviews,0,0,0,,0,0
2409000,0,1 user reviews,1,0,1,,1,0
2409010,0,No user reviews,0,0,0,,0,0
2409040,7,Positive,17,2,19,,17,2
2409050,5,Mixed,21,13,34,,21,13
2409060,0,No user reviews,0,0,0,,0,0
2409080,0,No user reviews,0,0,0,,0,0
2409100,0,3 user reviews,2,1,3,,2,1
2409110,8,Very Positive,122,4,126,114,122,4
2409130,7,Positive,33,4,37,,0,0
2409140,0,5 user reviews,5,0,5,,5,0
2409160,0,No user reviews,0,0,0,,0,0
2409200,5,Mixed,15,7,22,,15,7
2409230,0,No user reviews,0,0,0,,0,0
2409240,0,1 user reviews,1,0,1,,1,0
2409250,7,Positive,13,0,13,,13,0
2409260,5,Mixed,36,19,55,,36,19
2409290,0,No user reviews,0,0,0,,0,0
2409300,0,No user reviews,0,0,0,,0,0
2409320,0,No user reviews,0,0,0,,0,0
2409340,0,No user reviews,0,0,0,,0,0
2409360,8,Very Positive,242,14,256,241,242,14
2409390,5,Mixed,22,22,44,,22,22
2409400,0,No user reviews,0,0,0,,0,0
2409410,7,Positive,18,0,18,,18,0
2409430,0,No user reviews,0,0,0,,0,0
2409450,0,No user reviews,0,0,0,,0,0
2409490,0,1 user reviews,1,0,1,,1,0
2409500,5,Mixed,8,7,15,,8,7
2409540,7,Positive,14,2,16,,14,2
2409570,0,4 user reviews,3,1,4,,3,1
2409670,0,3 user reviews,1,2,3,,1,2
2409680,7,Positive,12,0,12,,12,0
2409690,7,Positive,20,2,22,,20,2
2409700,7,Positive,19,0,19,,19,0
2409710,0,9 user reviews,6,3,9,,6,3
2409750,0,1 user reviews,1,0,1,,0,0
2409770,0,No user reviews,0,0,0,,0,0
2409780,8,Very Positive,252,35,287,262,0,0
2409790,7,Positive,23,4,27,,0,0
2409840,7,Positive,22,0,22,,22,0
2409850,0,4 user reviews,4,0,4,,4,0
2409920,0,No user reviews,0,0,0,,0,0
2409950,0,No user reviews,0,0,0,,0,0
2409970,0,3 user reviews,2,1,3,,0,0
2409990,0,No user reviews,0,0,0,,0,0
2410010,5,Mixed,11,11,22,,0,0
2410020,0,No user reviews,0,0,0,,0,0
2410030,0,No user reviews,0,0,0,,0,0
2410070,0,No user reviews,0,0,0,,0,0
2410080,0,No user reviews,0,0,0,,0,0
2410100,0,No user reviews,0,0,0,,0,0
2410110,0,9 user reviews,8,1,9,,8,1
2410120,0,No user reviews,0,0,0,,0,0
2410130,7,Positive,21,1,22,,21,1
2410140,0,No user reviews,0,0,0,,0,0
2410150,0,No user reviews,0,0,0,,0,0
2410160,0,No user reviews,0,0,0,,0,0
2410170,8,Very Positive,835,73,908,841,815,73
2410190,0,No user reviews,0,0,0,,0,0
2410200,0,No user reviews,0,0,0,,0,0
2410230,0,No user reviews,0,0,0,,0,0
2410260,0,6 user reviews,6,0,6,,6,0
2410270,0,No user reviews,0,0,0,,0,0
2410310,0,2 user reviews,2,0,2,,2,0
2410320,0,No user reviews,0,0,0,,0,0
2410360,0,No user reviews,0,0,0,,0,0
2410370,0,1 user reviews,0,1,1,,0,1
2410390,0,7 user reviews,7,0,7,,7,0
2410400,0,No user reviews,0,0,0,,0,0
2410420,0,3 user reviews,2,1,3,,2,1
2410430,0,1 user reviews,1,0,1,,1,0
2410440,0,No user reviews,0,0,0,,0,0
2410460,0,No user reviews,0,0,0,,0,0
2410470,0,7 user reviews,7,0,7,,7,0
2410480,6,Mostly Positive,7,3,10,,0,0
2410490,5,Mixed,3010,1624,4634,,0,0
2410500,0,9 user reviews,5,4,9,,0,0
2410540,0,No user reviews,0,0,0,,0,0
2410590,0,No user reviews,0,0,0,,0,0
2410600,0,No user reviews,0,0,0,,0,0
2410610,0,1 user reviews,1,0,1,,1,0
2410620,0,No user reviews,0,0,0,,0,0
2410640,6,Mostly Positive,8,3,11,,8,3
2410680,0,No user reviews,0,0,0,,0,0
2410690,8,Very Positive,102,17,119,,0,0
2410700,8,Very Positive,51,5,56,,0,0
2410730,0,6 user reviews,5,1,6,,5,1
2410740,6,Mostly Positive,22,8,30,,22,8
2410750,7,Positive,24,3,27,,24,3
2410780,8,Very Positive,70,6,76,,70,6
2410800,0,No user reviews,0,0,0,,0,0
2410810,0,No user reviews,0,0,0,,0,0
2410820,7,Positive,15,1,16,,15,1
2410850,0,No user reviews,0,0,0,,0,0
2410860,0,No user reviews,0,0,0,,0,0
2410870,6,Mostly Positive,27,9,36,,0,0
2410880,7,Positive,16,1,17,,16,0
2410890,6,Mostly Positive,166,56,222,,0,0
2410900,0,No user reviews,0,0,0,,0,0
2410910,0,No user reviews,0,0,0,,0,0
2410930,0,No user reviews,0,0,0,,0,0
2410940,0,3 user reviews,3,0,3,,3,0
2410960,0,No user reviews,0,0,0,,0,0
2410970,7,Positive,21,0,21,,21,0
2410990,0,No user reviews,0,0,0,,0,0
2411050,0,No user reviews,0,0,0,,0,0
2411060,0,7 user reviews,7,0,7,,7,0
2411090,8,Very Positive,71,9,80,,0,0
2411100,0,No user reviews,0,0,0,,0,0
2411110,0,No user reviews,0,0,0,,0,0
2411120,0,1 user reviews,0,1,1,,0,1
2411140,7,Positive,24,0,24,,24,0
2411150,0,No user reviews,0,0,0,,0,0
2411160,0,No user reviews,0,0,0,,0,0
2411200,0,No user reviews,0,0,0,,0,0
2411210,5,Mixed,26,15,41,,26,15
2411240,0,6 user reviews,6,0,6,,6,0
2411250,0,No user reviews,0,0,0,,0,0
2411260,0,No user reviews,0,0,0,,0,0
2411270,0,No user reviews,0,0,0,,0,0
2411280,0,No user reviews,0,0,0,,0,0
2411310,0,No user reviews,0,0,0,,0,0
2411320,0,No user reviews,0,0,0,,0,0
2411330,0,No user reviews,0,0,0,,0,0
2411340,0,No user reviews,0,0,0,,0,0
2411350,0,No user reviews,0,0,0,,0,0
2411360,6,Mostly Positive,106,29,135,,0,0
2411370,0,2 user reviews,2,0,2,,0,0
2411380,7,Positive,10,1,11,,10,1
2411390,6,Mostly Positive,16,5,21,,16,5
2411400,0,No user reviews,0,0,0,,0,0
2411410,0,No user reviews,0,0,0,,0,0
2411430,7,Positive,28,4,32,,28,4
2411470,0,No user reviews,0,0,0,,0,0
2411480,0,No user reviews,0,0,0,,0,0
2411490,0,No user reviews,0,0,0,,0,0
2411500,0,No user reviews,0,0,0,,0,0
2411510,0,No user reviews,0,0,0,,0,0
2411520,0,No user reviews,0,0,0,,0,0
2411530,7,Positive,13,0,13,,13,0
2411540,7,Positive,8,2,10,,0,0
2411560,6,Mostly Positive,35,9,44,,35,9
2411590,8,Very Positive,214,6,220,,0,0
2411610,0,No user reviews,0,0,0,,0,0
2411620,0,No user reviews,0,0,0,,0,0
2411640,0,No user reviews,0,0,0,,0,0
2411660,0,4 user reviews,3,1,4,,3,1
2411670,0,1 user reviews,1,0,1,,1,0
2411730,0,No user reviews,0,0,0,,0,0
2411760,0,5 user reviews,5,0,5,,0,0
2411770,0,3 user reviews,2,1,3,,2,1
2411780,0,2 user reviews,1,1,2,,1,1
2411790,0,No user reviews,0,0,0,,0,0
2411830,7,Positive,16,1,17,,0,0
2411850,0,1 user reviews,1,0,1,,1,0
2411860,0,1 user reviews,1,0,1,,0,0
2411870,0,No user reviews,0,0,0,,0,0
2411880,0,No user reviews,0,0,0,,0,0
2411890,0,2 user reviews,1,1,2,,1,1
2411910,6,Mostly Positive,459,118,577,536,457,118
2411920,0,No user reviews,0,0,0,,0,0
2411950,0,9 user reviews,5,4,9,,0,0
2411960,0,9 user reviews,7,2,9,,6,2
2411970,7,Positive,11,0,11,,11,0
2411980,8,Very Positive,62,7,69,,62,7
2412000,0,No user reviews,0,0,0,,0,0
2412010,0,No user reviews,0,0,0,,0,0
2412040,0,No user reviews,0,0,0,,0,0
2412050,8,Very Positive,55,1,56,,55,1
2412070,0,No user reviews,0,0,0,,0,0
2412080,0,1 user reviews,1,0,1,,1,0
2412090,0,No user reviews,0,0,0,,0,0
2412100,0,2 user reviews,2,0,2,,0,0
2412110,0,No user reviews,0,0,0,,0,0
2412120,0,No user reviews,0,0,0,,0,0
2412140,7,Positive,32,8,40,,0,0
2412150,8,Very Positive,66,16,82,,0,0
2412160,0,No user reviews,0,0,0,,0,0
2412170,0,3 user reviews,2,1,3,,2,1
2412180,0,No user reviews,0,0,0,,0,0
2412190,7,Positive,39,1,40,,39,1
2412200,7,Positive,36,2,38,,36,2
2412240,0,No user reviews,0,0,0,,0,0
2412280,0,No user reviews,0,0,0,,0,0
2412310,0,No user reviews,0,0,0,,0,0
2412340,0,No user reviews,0,0,0,,0,0
2412360,0,No user reviews,0,0,0,,0,0
2412410,6,Mostly Positive,176,49,225,,0,0
2412420,0,1 user reviews,1,0,1,,1,0
2412460,0,No user reviews,0,0,0,,0,0
2412490,6,Mostly Positive,209,77,286,252,209,77
2412520,0,No user reviews,0,0,0,,0,0
2412530,0,No user reviews,0,0,0,,0,0
2412580,0,No user reviews,0,0,0,,0,0
2412600,0,No user reviews,0,0,0,,0,0
2412610,0,No user reviews,0,0,0,,0,0
2412620,0,No user reviews,0,0,0,,0,0
2412640,5,Mixed,21,11,32,,21,11
2412650,0,8 user reviews,7,1,8,,0,0
2412670,0,No user reviews,0,0,0,,0,0
2412700,8,Very Positive,59,3,62,,59,3
2412710,0,6 user reviews,6,0,6,,6,0
2412720,0,No user reviews,0,0,0,,0,0
2412730,7,Positive,11,0,11,,11,0
2412740,0,No user reviews,0,0,0,,0,0
2412750,0,No user reviews,0,0,0,,0,0
2412780,0,1 user reviews,1,0,1,,1,0
2412810,0,No user reviews,0,0,0,,0,0
2412830,0,4 user reviews,4,0,4,,4,0
2412850,0,No user reviews,0,0,0,,0,0
2412870,0,No user reviews,0,0,0,,0,0
2412880,0,5 user reviews,5,0,5,,5,0
2412890,8,Very Positive,142,8,150,,0,0
2412910,0,No user reviews,0,0,0,,0,0
2412930,0,No user reviews,0,0,0,,0,0
2412940,0,No user reviews,0,0,0,,0,0
2412960,0,No user reviews,0,0,0,,0,0
2412970,0,No user reviews,0,0,0,,0,0
2413000,0,No user reviews,0,0,0,,0,0
2413020,0,No user reviews,0,0,0,,0,0
2413030,5,Mixed,7,6,13,,0,0
2413040,0,No user reviews,0,0,0,,0,0
2413050,6,Mostly Positive,205,53,258,243,205,53
2413060,0,No user reviews,0,0,0,,0,0
2413070,0,No user reviews,0,0,0,,0,0
2413080,0,5 user reviews,4,1,5,,0,0
2413090,6,Mostly Positive,17,6,23,,0,0
2413140,0,7 user reviews,6,1,7,,0,0
2413160,8,Very Positive,88,5,93,,0,0
2413190,0,No user reviews,0,0,0,,0,0
2413210,6,Mostly Positive,31,10,41,,0,0
2413220,0,No user reviews,0,0,0,,0,0
2413230,5,Mixed,20,20,40,,20,20
2413300,0,No user reviews,0,0,0,,0,0
2413310,7,Positive,24,2,26,,0,0
2413330,0,No user reviews,0,0,0,,0,0
2413340,0,5 user reviews,4,1,5,,4,1
2413350,0,No user reviews,0,0,0,,0,0
2413370,0,No user reviews,0,0,0,,0,0
2413380,0,No user reviews,0,0,0,,0,0
2413400,0,No user reviews,0,0,0,,0,0
2413410,0,No user reviews,0,0,0,,0,0
2413420,0,No user reviews,0,0,0,,0,0
2413450,0,No user reviews,0,0,0,,0,0
2413460,0,No user reviews,0,0,0,,0,0
2413470,0,1 user reviews,1,0,1,,1,0
2413480,0,3 user reviews,2,1,3,,2,1
2413490,0,1 user reviews,0,1,1,,0,1
2413500,0,3 user reviews,2,1,3,,2,1
2413510,0,1 user reviews,0,1,1,,0,1
2413520,0,No user reviews,0,0,0,,0,0
2413570,7,Positive,33,8,41,,0,0
2413580,0,No user reviews,0,0,0,,0,0
2413620,8,Very Positive,95,1,96,,95,1
2413630,0,No user reviews,0,0,0,,0,0
2413640,7,Positive,39,8,47,,39,7
2413660,8,Very Positive,109,24,133,,0,0
2413690,0,No user reviews,0,0,0,,0,0
2413710,0,5 user reviews,4,1,5,,4,1
2413720,6,Mostly Positive,51,16,67,,51,16
2413730,0,6 user reviews,1,5,6,,1,5
2413750,6,Mostly Positive,10,3,13,,0,0
2413770,0,No user reviews,0,0,0,,0,0
2413780,0,No user reviews,0,0,0,,0,0
2413840,8,Very Positive,131,4,135,,131,4
2413850,0,No user reviews,0,0,0,,0,0
2413860,0,No user reviews,0,0,0,,0,0
2413870,0,No user reviews,0,0,0,,0,0
2413920,0,No user reviews,0,0,0,,0,0
2413930,7,Positive,25,3,28,,0,0
2413940,7,Positive,10,0,10,,9,0
2413960,0,No user reviews,0,0,0,,0,0
2413990,0,No user reviews,0,0,0,,0,0
2414000,0,No user reviews,0,0,0,,0,0
2414010,5,Mixed,60,42,102,,0,0
2414020,8,Very Positive,60,6,66,,0,0
2414030,0,3 user reviews,2,1,3,,0,0
2414060,0,No user reviews,0,0,0,,0,0
2414110,5,Mixed,56,35,91,,56,35
2414140,0,No user reviews,0,0,0,,0,0
2414190,8,Very Positive,42,8,50,,42,8
2414210,6,Mostly Positive,8,3,11,,8,3
2414230,0,No user reviews,0,0,0,,0,0
2414240,0,3 user reviews,3,0,3,,3,0
2414260,0,5 user reviews,3,2,5,,0,0
2414270,0,No user reviews,0,0,0,,0,0
2414300,0,No user reviews,0,0,0,,0,0
2414310,0,No user reviews,0,0,0,,0,0
2414320,6,Mostly Positive,12,4,16,,12,3
2414330,0,No user reviews,0,0,0,,0,0
2414340,7,Positive,18,0,18,,18,0
2414350,7,Positive,11,0,11,,11,0
2414360,7,Positive,13,0,13,,13,0
2414410,7,Positive,42,0,42,,0,0
2414440,0,No user reviews,0,0,0,,0,0
2414450,0,No user reviews,0,0,0,,0,0
2414470,0,No user reviews,0,0,0,,0,0
2414500,7,Positive,11,0,11,,11,0
2414520,0,No user reviews,0,0,0,,0,0
2414530,0,4 user reviews,4,0,4,,0,0
2414550,6,Mostly Positive,84,23,107,102,84,23
2414580,7,Positive,18,1,19,,18,1
2414590,0,No user reviews,0,0,0,,0,0
2414600,7,Positive,12,0,12,,12,0
2414630,8,Very Positive,601,54,655,609,601,54
2414640,8,Very Positive,54,6,60,,54,6
2414650,0,4 user reviews,2,2,4,,2,2
2414660,0,No user reviews,0,0,0,,0,0
2414680,0,8 user reviews,6,2,8,,6,2
2414710,7,Positive,14,1,15,,0,0
2414730,8,Very Positive,104,0,104,,0,0
2414740,7,Positive,31,0,31,,0,0
2414750,8,Very Positive,558,72,630,586,552,71
2414760,0,No user reviews,0,0,0,,0,0
2414780,0,No user reviews,0,0,0,,0,0
2414790,0,No user reviews,0,0,0,,0,0
2414810,0,9 user reviews,7,2,9,,7,2
2414820,0,1 user reviews,1,0,1,,1,0
2414850,0,No user reviews,0,0,0,,0,0
2414860,0,No user reviews,0,0,0,,0,0
2414890,0,No user reviews,0,0,0,,0,0
2414900,6,Mostly Positive,9,3,12,,9,3
2414910,0,No user reviews,0,0,0,,0,0
2414920,5,Mixed,7,9,16,,0,0
2414950,7,Positive,42,1,43,,42,1
2414990,0,No user reviews,0,0,0,,0,0
2415000,0,No user reviews,0,0,0,,0,0
2415010,9,Overwhelmingly Positive,6998,112,7110,228,0,0
2415020,0,No user reviews,0,0,0,,0,0
2415030,0,No user reviews,0,0,0,,0,0
2415040,7,Positive,10,0,10,,0,0
2415050,0,No user reviews,0,0,0,,0,0
2415060,0,No user reviews,0,0,0,,0,0
2415090,0,No user reviews,0,0,0,,0,0
2415120,5,Mixed,18,18,36,,18,18
2415130,7,Positive,12,0,12,,12,0
2415150,0,No user reviews,0,0,0,,0,0
2415180,0,6 user reviews,3,3,6,,3,3
2415220,0,No user reviews,0,0,0,,0,0
2415240,8,Very Positive,99,15,114,105,0,0
2415320,0,No user reviews,0,0,0,,0,0
2415330,0,No user reviews,0,0,0,,0,0
2415340,5,Mixed,10,5,15,,0,0
2415370,0,No user reviews,0,0,0,,0,0
2415410,0,No user reviews,0,0,0,,0,0
2415430,7,Positive,19,3,22,,19,3
2415450,0,No user reviews,0,0,0,,0,0
2415470,8,Very Positive,94,12,106,,0,0
2415480,6,Mostly Positive,45,19,64,,45,19
2415500,0,No user reviews,0,0,0,,0,0
2415520,0,No user reviews,0,0,0,,0,0
2415530,0,No user reviews,0,0,0,,0,0
2415540,7,Positive,36,3,39,,36,3
2415570,0,1 user reviews,1,0,1,,0,0
2415600,0,No user reviews,0,0,0,,0,0
2415610,0,No user reviews,0,0,0,,0,0
2415630,0,No user reviews,0,0,0,,0,0
2415640,5,Mixed,9,4,13,,9,4
2415650,7,Positive,18,4,22,,0,0
2415660,6,Mostly Positive,10,3,13,,10,3
2415670,5,Mixed,12,8,20,,12,8
2415680,0,No user reviews,0,0,0,,0,0
2415740,0,No user reviews,0,0,0,,0,0
2415770,0,5 user reviews,4,1,5,,4,1
2415820,0,No user reviews,0,0,0,,0,0
2415830,0,No user reviews,0,0,0,,0,0
2415850,0,No user reviews,0,0,0,,0,0
2415910,0,No user reviews,0,0,0,,0,0
2415930,0,3 user reviews,3,0,3,,0,0
2415950,7,Positive,14,0,14,,14,0
2415960,8,Very Positive,550,60,610,361,0,0
2415980,0,No user reviews,0,0,0,,0,0
2416000,7,Positive,11,2,13,,11,2
2416030,8,Very Positive,65,10,75,,65,10
2416050,8,Very Positive,72,2,74,,72,2
2416060,5,Mixed,25,12,37,,0,0
2416110,0,No user reviews,0,0,0,,0,0
2416120,0,9 user reviews,8,1,9,,0,0
2416140,0,4 user reviews,4,0,4,,4,0
2416150,0,4 user reviews,4,0,4,,0,0
2416190,7,Positive,48,0,48,,48,0
2416210,0,No user reviews,0,0,0,,0,0
2416220,0,No user reviews,0,0,0,,0,0
2416240,0,No user reviews,0,0,0,,0,0
2416250,0,2 user reviews,2,0,2,,2,0
2416260,0,4 user reviews,3,1,4,,3,1
2416270,0,No user reviews,0,0,0,,0,0
2416290,7,Positive,26,0,26,,26,0
2416320,0,No user reviews,0,0,0,,0,0
2416350,7,Positive,21,1,22,,21,1
2416370,7,Positive,41,1,42,,41,1
2416380,0,No user reviews,0,0,0,,0,0
2416410,0,No user reviews,0,0,0,,0,0
2416420,0,No user reviews,0,0,0,,0,0
2416450,0,No user reviews,0,0,0,,0,0
2416460,6,Mostly Positive,17,7,24,,17,7
2416470,0,No user reviews,0,0,0,,0,0
2416480,0,3 user reviews,3,0,3,,0,0
2416490,0,No user reviews,0,0,0,,0,0
2416500,7,Positive,42,1,43,,41,1
2416510,0,No user reviews,0,0,0,,0,0
2416550,6,Mostly Positive,29,8,37,,29,8
2416580,0,No user reviews,0,0,0,,0,0
2416590,0,No user reviews,0,0,0,,0,0
2416600,7,Positive,31,4,35,,31,4
2416630,0,1 user reviews,1,0,1,,1,0
2416650,6,Mostly Positive,155,46,201,174,0,0
2416690,0,1 user reviews,1,0,1,,0,0
2416700,0,No user reviews,0,0,0,,0,0
2416710,7,Positive,23,2,25,,23,2
2416720,0,9 user reviews,8,1,9,,8,1
2416740,0,1 user reviews,0,1,1,,0,0
2416760,0,6 user reviews,6,0,6,,6,0
2416770,0,9 user reviews,7,2,9,,7,2
2416780,4,Mostly Negative,4,13,17,,4,13
2416790,7,Positive,27,6,33,,26,6
2416800,0,No user reviews,0,0,0,,0,0
2416810,0,4 user reviews,3,1,4,,0,0
2416820,0,No user reviews,0,0,0,,0,0
2416830,0,No user reviews,0,0,0,,0,0
2416840,0,No user reviews,0,0,0,,0,0
2416850,0,No user reviews,0,0,0,,0,0
2416860,5,Mixed,19,9,28,,0,0
2416880,8,Very Positive,105,14,119,108,105,13
2416920,4,Mostly Negative,4,7,11,,4,7
2416930,0,No user reviews,0,0,0,,0,0
2416940,0,7 user reviews,5,2,7,,0,0
2416960,0,No user reviews,0,0,0,,0,0
2416970,0,7 user reviews,7,0,7,,0,0
2416990,0,No user reviews,0,0,0,,0,0
2417000,0,No user reviews,0,0,0,,0,0
2417010,0,No user reviews,0,0,0,,0,0
2417030,0,No user reviews,0,0,0,,0,0
2417090,6,Mostly Positive,8,3,11,,8,3
2417100,5,Mixed,25,13,38,,0,0
2417130,0,3 user reviews,3,0,3,,3,0
2417140,6,Mostly Positive,27,10,37,,0,0
2417150,6,Mostly Positive,33,9,42,,0,0
2417160,5,Mixed,21,24,45,,21,24
2417180,0,No user reviews,0,0,0,,0,0
2417220,0,No user reviews,0,0,0,,0,0
2417240,0,5 user reviews,5,0,5,,5,0
2417250,0,5 user reviews,3,2,5,,3,2
2417260,5,Mixed,15,7,22,,15,7
2417270,0,2 user reviews,2,0,2,,2,0
2417280,0,No user reviews,0,0,0,,0,0
2417300,7,Positive,14,2,16,,14,2
2417310,7,Positive,21,1,22,,0,0
2417340,0,1 user reviews,0,1,1,,0,1
2417400,5,Mixed,15,7,22,,0,0
2417420,0,No user reviews,0,0,0,,0,0
2417430,0,8 user reviews,4,4,8,,4,4
2417440,0,No user reviews,0,0,0,,0,0
2417480,0,No user reviews,0,0,0,,0,0
2417490,8,Very Positive,77,10,87,,77,10
2417510,0,No user reviews,0,0,0,,0,0
2417520,0,3 user reviews,3,0,3,,3,0
2417530,0,No user reviews,0,0,0,,0,0
2417560,0,No user reviews,0,0,0,,0,0
2417570,0,No user reviews,0,0,0,,0,0
2417580,8,Very Positive,93,3,96,,93,3
2417590,0,No user reviews,0,0,0,,0,0
2417600,0,No user reviews,0,0,0,,0,0
2417610,0,No user reviews,0,0,0,,0,0
2417620,8,Very Positive,48,12,60,,0,0
2417630,0,No user reviews,0,0,0,,0,0
2417640,0,No user reviews,0,0,0,,0,0
2417650,0,5 user reviews,5,0,5,,0,0
2417660,7,Positive,10,0,10,,10,0
2417680,0,No user reviews,0,0,0,,0,0
2417700,0,8 user reviews,8,0,8,,7,0
2417710,0,No user reviews,0,0,0,,0,0
2417730,0,9 user reviews,8,1,9,,8,1
2417740,0,No user reviews,0,0,0,,0,0
2417770,0,1 user reviews,1,0,1,,0,0
2417780,0,No user reviews,0,0,0,,0,0
2417790,5,Mixed,7,6,13,,0,0
2417840,7,Positive,29,4,33,,29,4
2417850,9,Overwhelmingly Positive,518,26,544,490,518,26
2417870,0,No user reviews,0,0,0,,0,0
2417890,5,Mixed,6,5,11,,6,5
2417900,0,No user reviews,0,0,0,,0,0
2417930,0,8 user reviews,7,1,8,,0,0
2417940,5,Mixed,120,93,213,195,120,93
2417950,0,No user reviews,0,0,0,,0,0
2417960,0,No user reviews,0,0,0,,0,0
2417970,0,No user reviews,0,0,0,,0,0
2417980,0,No user reviews,0,0,0,,0,0
2417990,5,Mixed,29,13,42,,0,0
2418000,6,Mostly Positive,74,19,93,,73,19
2418020,0,1 user reviews,0,1,1,,0,1
2418040,0,No user reviews,0,0,0,,0,0
2418080,0,1 user reviews,0,1,1,,0,1
2418090,0,No user reviews,0,0,0,,0,0
2418110,0,No user reviews,0,0,0,,0,0
2418120,0,No user reviews,0,0,0,,0,0
2418170,0,6 user reviews,4,2,6,,4,2
2418210,0,No user reviews,0,0,0,,0,0
2418290,6,Mostly Positive,73,24,97,,0,0
2418320,0,No user reviews,0,0,0,,0,0
2418340,0,No user reviews,0,0,0,,0,0
2418360,0,No user reviews,0,0,0,,0,0
2418370,0,2 user reviews,2,0,2,,0,0
2418380,0,1 user reviews,1,0,1,,1,0
2418440,0,No user reviews,0,0,0,,0,0
2418450,0,No user reviews,0,0,0,,0,0
2418480,0,9 user reviews,7,2,9,,7,2
2418490,0,No user reviews,0,0,0,,0,0
2418500,0,3 user reviews,3,0,3,,3,0
2418520,8,Very Positive,1984,229,2213,1928,1962,227
2418550,6,Mostly Positive,16,5,21,,0,0
2418600,0,No user reviews,0,0,0,,0,0
2418610,0,No user reviews,0,0,0,,0,0
2418630,0,4 user reviews,4,0,4,,4,0
2418650,0,No user reviews,0,0,0,,0,0
2418680,0,7 user reviews,6,1,7,,6,1
2418700,0,No user reviews,0,0,0,,0,0
2418710,0,No user reviews,0,0,0,,0,0
2418720,5,Mixed,12,8,20,,12,8
2418730,0,No user reviews,0,0,0,,0,0
2418740,7,Positive,23,1,24,,0,0
2418760,0,No user reviews,0,0,0,,0,0
2418780,0,8 user reviews,7,1,8,,7,1
2418820,7,Positive,10,2,12,,10,2
2418840,0,No user reviews,0,0,0,,0,0
2418860,0,No user reviews,0,0,0,,0,0
2418870,0,No user reviews,0,0,0,,0,0
2418890,0,2 user reviews,2,0,2,,2,0
2418920,0,No user reviews,0,0,0,,0,0
2418930,0,No user reviews,0,0,0,,0,0
2418940,8,Very Positive,154,11,165,,0,0
2418980,0,1 user reviews,1,0,1,,1,0
2418990,5,Mixed,8,4,12,,0,0
2419010,0,No user reviews,0,0,0,,0,0
2419020,0,9 user reviews,9,0,9,,9,0
2419090,8,Very Positive,553,68,621,539,551,67
2419100,0,No user reviews,0,0,0,,0,0
2419120,7,Positive,10,0,10,,0,0
2419160,0,No user reviews,0,0,0,,0,0
2419180,5,Mixed,16,8,24,,0,0
2419200,0,No user reviews,0,0,0,,0,0
2419210,0,No user reviews,0,0,0,,0,0
2419220,6,Mostly Positive,9,3,12,,9,3
2419240,0,No user reviews,0,0,0,,0,0
2419250,0,No user reviews,0,0,0,,0,0
2419260,0,No user reviews,0,0,0,,0,0
2419290,0,No user reviews,0,0,0,,0,0
2419300,0,No user reviews,0,0,0,,0,0
2419320,0,1 user reviews,1,0,1,,0,0
2419330,6,Mostly Positive,15,4,19,,0,0
2419360,0,No user reviews,0,0,0,,0,0
2419370,0,1 user reviews,0,1,1,,0,1
2419380,7,Positive,21,3,24,,0,0
