app_id,category_count,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,category_22,category_23
1376830,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1376840,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1376870,6,Cross-Platform Multiplayer,In-App Purchases,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,
1376880,7,Co-op,Full controller support,Multi-player,Online Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
1376890,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1376910,4,Family Sharing,Full controller support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1376940,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1376950,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1376960,7,Family Sharing,Full controller support,Multi-player,Online PvP,PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,,,
1377010,6,Family Sharing,MMO,Multi-player,Online PvP,Partial Controller Support,PvP,,,,,,,,,,,,,,,,,
1377030,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377050,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1377060,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1377110,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1377120,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1377140,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1377150,5,Co-op,Full controller support,Multi-player,Online Co-op,Steam Cloud,,,,,,,,,,,,,,,,,,
1377160,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1377200,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1377240,4,Cross-Platform Multiplayer,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
1377260,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377280,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377300,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1377320,5,Co-op,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,,,
1377350,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1377360,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,,
1377370,9,Co-op,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
1377380,11,Co-op,Family Sharing,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Single-player,Steam Cloud,,,,,,,,,,,,
1377400,3,Captions available,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1377410,6,Co-op,Full controller support,LAN Co-op,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,
1377420,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1377430,6,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,
1377450,2,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,,
1377540,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377550,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377560,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1377580,9,Co-op,Cross-Platform Multiplayer,In-App Purchases,MMO,Multi-player,Online Co-op,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,
1377590,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377600,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377680,10,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,
1377710,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1377780,13,Co-op,In-App Purchases,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Achievements,Steam Leaderboards,Steam Workshop,,,,,,,,,,
1377800,6,Cross-Platform Multiplayer,Family Sharing,MMO,Multi-player,Tracked Controller Support,VR Supported,,,,,,,,,,,,,,,,,
1377850,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377890,9,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
1377900,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1377920,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377930,8,Family Sharing,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Stats,,,,,,,,,,,,,,,
1377970,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1377980,2,Single-player,Steam Workshop,,,,,,,,,,,,,,,,,,,,,
1377990,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1378020,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1378040,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1378060,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1378070,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Trading Cards,,,,,,,,,,,,,,,,,,
1378080,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378100,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1378120,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378130,7,Co-op,Game demo,Multi-player,Online Co-op,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,
1378180,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378200,11,Family Sharing,Full controller support,Multi-player,PvP,Remote Play on TV,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,
1378250,5,Family Sharing,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,
1378260,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1378270,3,Captions available,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1378280,4,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,,
1378290,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378300,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1378320,4,Family Sharing,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
1378330,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1378350,6,Family Sharing,Partial Controller Support,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,
1378360,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378370,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1378390,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1378470,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1378500,5,In-App Purchases,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,
1378570,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1378580,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378660,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1378670,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1378690,8,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,,
1378710,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1378730,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378750,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1378770,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1378780,6,Single-player,Stats,Steam Achievements,Steam Leaderboards,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,
1378800,11,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,
1378820,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1378840,3,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,,
1378850,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378860,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1378870,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378890,6,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,Steam Workshop,,,,,,,,,,,,,,,,,
1378940,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1378970,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1378990,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1379010,3,Game demo,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379020,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1379040,11,Co-op,Family Sharing,Multi-player,Online PvP,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,
1379050,5,Family Sharing,Single-player,Steam Achievements,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,
1379090,5,Full controller support,Game demo,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1379110,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379120,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1379130,7,Co-op,In-App Purchases,MMO,Multi-player,Online Co-op,Online PvP,PvP,,,,,,,,,,,,,,,,
1379150,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379160,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1379200,5,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,
1379250,6,Full controller support,Game demo,Multi-player,Single-player,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1379270,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1379320,4,Family Sharing,Includes level editor,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1379350,3,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,,
1379370,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1379380,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379450,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379460,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1379470,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379510,6,Full controller support,Remote Play on Phone,Remote Play on Tablet,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
1379550,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379560,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
1379570,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1379580,6,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,,
1379590,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1379600,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379610,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1379640,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379660,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379670,3,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,,
1379680,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1379830,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1379870,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Trading Cards,,,,,,,,,,,,,,,,,,
1379880,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1379900,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1379930,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1379940,3,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,,
1379960,4,Family Sharing,Full controller support,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,
1379970,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1379980,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1380010,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1380060,5,Family Sharing,Full controller support,Single-player,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1380070,6,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Tracked Controller Support,,,,,,,,,,,,,,,,,
1380080,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1380120,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1380130,4,Captions available,Game demo,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1380150,10,Co-op,Full controller support,Includes level editor,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,
1380160,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380190,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1380200,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380220,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
1380230,8,Includes level editor,Multi-player,Online PvP,PvP,Single-player,Stats,Steam Achievements,Steam Workshop,,,,,,,,,,,,,,,
1380240,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1380250,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380260,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380280,10,Co-op,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,
1380290,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1380300,3,Game demo,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1380310,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1380320,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380340,6,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1380360,6,Family Sharing,Full controller support,Remote Play on TV,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
1380370,11,Co-op,Full controller support,LAN Co-op,LAN PvP,Multi-player,Online Co-op,Online PvP,PvP,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,
1380390,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1380400,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1380410,12,Co-op,Cross-Platform Multiplayer,In-App Purchases,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,
1380420,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1380430,5,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,,,,,,,,,,,,,,,,,,
1380470,4,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,,
1380480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380490,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1380500,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380510,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380520,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380600,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1380620,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380650,6,Family Sharing,Full controller support,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,
1380660,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380690,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380720,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1380750,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1380760,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1380820,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1380830,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1380840,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1380850,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380860,7,Multi-player,Online PvP,PvP,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,
1380870,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1380880,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1380890,9,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
1380900,8,Family Sharing,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Cloud,,,,,,,,,,,,,,,
1380910,8,Family Sharing,Full controller support,Includes level editor,Remote Play on TV,Single-player,Steam Achievements,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,
1380920,9,Co-op,Full controller support,Game demo,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,,,,,,,,,,,,,,
1380930,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1380960,4,Full controller support,Steam Cloud,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1380970,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1380980,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1380990,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1381030,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1381070,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1381130,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1381150,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1381160,3,Game demo,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1381200,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1381260,5,Co-op,Family Sharing,LAN Co-op,Multi-player,Single-player,,,,,,,,,,,,,,,,,,
1381270,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1381280,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1381290,7,Family Sharing,Multi-player,Online PvP,Partial Controller Support,PvP,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,
1381350,2,Multi-player,Single-player,,,,,,,,,,,,,,,,,,,,,
1381360,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1381370,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1381390,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1381420,3,Captions available,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1381440,5,Family Sharing,Full controller support,Includes level editor,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,
1381450,6,Family Sharing,LAN PvP,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,
1381460,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1381480,8,Family Sharing,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,
1381490,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1381500,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1381520,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1381530,5,Family Sharing,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1381590,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1381610,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1381630,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1381640,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
