app_id,category_count,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,category_22,category_23
1371810,6,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,,,,,,,,,,,,,,,,,
1371860,8,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
1371880,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1371900,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1371910,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1371930,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1371940,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1371980,4,Family Sharing,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1372000,11,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,,,,,,,,,,,,
1372010,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1372090,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1372110,12,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards,,,,,,,,,,,
1372120,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1372150,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1372180,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1372210,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1372240,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1372260,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1372270,9,Co-op,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,,,,,,,,,,,,,,
1372280,9,Family Sharing,Multi-player,Online PvP,Partial Controller Support,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,
1372300,5,Family Sharing,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,,
1372310,7,Family Sharing,Partial Controller Support,Remote Play on Phone,Remote Play on Tablet,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
1372320,4,Family Sharing,Full controller support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,
1372340,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1372350,6,Family Sharing,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1372370,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372380,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1372390,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1372410,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1372430,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372440,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1372450,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372460,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372470,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1372480,7,In-App Purchases,Includes Source SDK,Multi-player,Online PvP,PvP,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
1372530,7,Family Sharing,Includes level editor,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,
1372550,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1372560,8,Family Sharing,Multi-player,Partial Controller Support,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Leaderboards,,,,,,,,,,,,,,,
1372570,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372630,8,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
1372640,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372650,8,Co-op,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,,,,,,,,,,,,,,,
1372660,7,Captions available,Full controller support,Remote Play on TV,Remote Play Together,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,
1372670,5,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1372700,8,Family Sharing,Multi-player,Online PvP,PvP,Single-player,Steam Achievements,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,
1372730,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1372770,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1372800,5,Captions available,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,
1372810,9,Cross-Platform Multiplayer,Family Sharing,Multi-player,Online PvP,Partial Controller Support,PvP,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,
1372820,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1372830,2,Family Sharing,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1372840,7,Cross-Platform Multiplayer,Family Sharing,Multi-player,PvP,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,,
1372870,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1372910,3,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,,
1372940,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1372970,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
1372990,10,Co-op,Family Sharing,Multi-player,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,
1373010,3,Game demo,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,
1373020,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373080,10,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,
1373090,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1373100,3,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,,
1373110,2,Single-player,VR Only,,,,,,,,,,,,,,,,,,,,,
1373170,4,Family Sharing,Includes level editor,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1373180,3,Family Sharing,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1373220,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373230,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373240,11,Co-op,Family Sharing,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,
1373250,3,Family Sharing,Includes level editor,Single-player,,,,,,,,,,,,,,,,,,,,
1373260,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1373280,5,Cross-Platform Multiplayer,Family Sharing,Multi-player,Single-player,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1373310,3,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,,
1373320,3,Family Sharing,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,,
1373350,5,In-App Purchases,MMO,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,
1373380,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373390,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1373400,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1373410,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1373420,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1373430,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1373440,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1373450,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1373470,8,Multi-player,Online PvP,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,Steam Achievements,,,,,,,,,,,,,,,
1373500,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1373510,4,Family Sharing,Partial Controller Support,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,,
1373530,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1373550,5,Captions available,Family Sharing,Partial Controller Support,Single-player,Steam Trading Cards,,,,,,,,,,,,,,,,,,
1373560,7,Family Sharing,Includes level editor,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Workshop,,,,,,,,,,,,,,,,
1373570,4,Captions available,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,
1373580,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1373600,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1373620,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1373630,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373670,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1373680,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1373700,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1373710,10,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,
1373730,3,Game demo,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1373740,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1373750,10,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,
1373760,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1373770,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1373780,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1373810,4,In-App Purchases,Single-player,Tracked Controller Support,VR Supported,,,,,,,,,,,,,,,,,,,
1373820,1,VR Supported,,,,,,,,,,,,,,,,,,,,,,
1373830,4,Family Sharing,Full controller support,Single-player,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1373850,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1373880,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1373890,9,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Stats,Steam Achievements,,,,,,,,,,,,,,
1373910,4,MMO,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,
1373920,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1373930,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1373950,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1373960,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1373980,5,Partial Controller Support,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1373990,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1374010,5,Cross-Platform Multiplayer,Family Sharing,Multi-player,Single-player,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1374040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374050,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1374090,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374170,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1374200,6,Co-op,Family Sharing,Multi-player,Online Co-op,Single-player,VR Only,,,,,,,,,,,,,,,,,
1374210,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1374220,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1374230,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1374260,9,Co-op,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,
1374280,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1374290,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1374320,4,Captions available,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1374330,4,Family Sharing,Single-player,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,
1374350,11,Co-op,Cross-Platform Multiplayer,Family Sharing,Full controller support,Multi-player,Online Co-op,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,
1374370,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1374390,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374400,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1374410,3,Partial Controller Support,Single-player,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1374430,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374440,4,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1374460,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374470,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374480,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374500,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374580,6,Co-op,LAN Co-op,Multi-player,Online Co-op,Partial Controller Support,Steam Achievements,,,,,,,,,,,,,,,,,
1374590,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374600,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1374630,5,Family Sharing,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,
1374640,10,Co-op,Family Sharing,Full controller support,Multi-player,Online Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,
1374700,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1374740,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374750,3,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374780,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1374810,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1374820,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1374840,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1374850,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1374860,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1374890,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1374910,6,Co-op,Cross-Platform Multiplayer,Family Sharing,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,
1374920,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374930,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1374940,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1374950,3,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1374970,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1374990,8,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,,,,,,,,,,,,,,,
1375000,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1375010,6,Game demo,Partial Controller Support,Single-player,Stats,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,
1375020,6,Co-op,Cross-Platform Multiplayer,In-App Purchases,MMO,Multi-player,PvP,,,,,,,,,,,,,,,,,
1375030,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1375040,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1375070,7,Co-op,Cross-Platform Multiplayer,In-App Purchases,Multi-player,Online Co-op,Partial Controller Support,Steam Achievements,,,,,,,,,,,,,,,,
1375090,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375110,2,Tracked Controller Support,VR Only,,,,,,,,,,,,,,,,,,,,,
1375120,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375140,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1375160,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375170,5,Game demo,Partial Controller Support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1375220,7,Family Sharing,LAN PvP,Multi-player,Partial Controller Support,PvP,Shared/Split Screen,Shared/Split Screen PvP,,,,,,,,,,,,,,,,
1375230,6,LAN PvP,Multi-player,Online PvP,PvP,Remote Play Together,Single-player,,,,,,,,,,,,,,,,,
1375260,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375270,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375280,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375290,11,Co-op,Family Sharing,Multi-player,Partial Controller Support,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,
1375300,10,Co-op,Family Sharing,Multi-player,Online Co-op,Online PvP,PvP,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,
1375400,10,Co-op,Family Sharing,Full controller support,Multi-player,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,
1375420,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1375440,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375450,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375460,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1375480,4,Family Sharing,Full controller support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375510,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1375520,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1375530,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1375540,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1375560,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375630,2,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,,
1375640,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1375650,12,Co-op,Family Sharing,Full controller support,Multi-player,Online Co-op,Online PvP,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,,,,,,,,,,,
1375670,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1375690,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1375750,4,Full controller support,Includes level editor,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1375760,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1375780,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1375790,5,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,,
1375800,11,Co-op,In-App Purchases,Includes level editor,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Steam Achievements,Steam Leaderboards,Steam Workshop,,,,,,,,,,,,
1375810,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1375820,5,Captions available,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1375850,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1375860,8,Family Sharing,Full controller support,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
1375870,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1375880,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1375890,7,Co-op,Full controller support,Includes level editor,Multi-player,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,,,,,,,,,,,,,,,,
1375900,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1375920,3,Family Sharing,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,
1375930,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1375940,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1375950,4,Family Sharing,Partial Controller Support,Single-player,Stats,,,,,,,,,,,,,,,,,,,
1375970,4,Family Sharing,Single-player,Steam Achievements,Steam Leaderboards,,,,,,,,,,,,,,,,,,,
1376010,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376020,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1376030,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1376040,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376050,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1376070,10,Co-op,Multi-player,Online Co-op,Online PvP,Partial Controller Support,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,
1376090,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1376100,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1376110,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376130,7,Full controller support,Game demo,In-App Purchases,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,
1376140,6,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,,,,,,,
1376150,5,Family Sharing,Multi-player,Online PvP,PvP,Single-player,,,,,,,,,,,,,,,,,,
1376180,3,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,,
1376200,4,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1376270,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376290,12,Co-op,Family Sharing,Full controller support,Multi-player,Remote Play Together,Shared/Split Screen,Shared/Split Screen Co-op,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,,,,,,,,,,,
1376300,3,Family Sharing,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,
1376320,3,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,,
1376330,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
1376340,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376350,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376360,3,Family Sharing,Full controller support,Single-player,,,,,,,,,,,,,,,,,,,,
1376370,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376380,1,Game demo,,,,,,,,,,,,,,,,,,,,,,
1376390,3,Multi-player,Online PvP,PvP,,,,,,,,,,,,,,,,,,,,
1376410,9,Co-op,Cross-Platform Multiplayer,Game demo,Multi-player,Online Co-op,Online PvP,PvP,Single-player,VR Only,,,,,,,,,,,,,,
1376420,2,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,,,
1376440,3,Full controller support,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,
1376470,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376480,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1376510,8,Full controller support,Game demo,Multi-player,PvP,Remote Play Together,Shared/Split Screen,Shared/Split Screen PvP,Single-player,,,,,,,,,,,,,,,
1376520,4,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,,,,,,,,,,,,,,,,,,,
1376550,2,Partial Controller Support,Single-player,,,,,,,,,,,,,,,,,,,,,
1376580,10,Co-op,Family Sharing,Full controller support,Multi-player,Online Co-op,Online PvP,PvP,Single-player,Tracked Controller Support,VR Supported,,,,,,,,,,,,,
1376590,5,Family Sharing,Full controller support,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,
1376600,2,Game demo,Single-player,,,,,,,,,,,,,,,,,,,,,
1376630,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1376640,2,Family Sharing,Single-player,,,,,,,,,,,,,,,,,,,,,
1376690,4,Family Sharing,Single-player,Steam Achievements,Steam Cloud,,,,,,,,,,,,,,,,,,,
1376730,1,Single-player,,,,,,,,,,,,,,,,,,,,,,
1376760,6,Family Sharing,Partial Controller Support,Single-player,Steam Achievements,Steam Cloud,Steam Trading Cards,,,,,,,,,,,,,,,,,
1376790,8,Family Sharing,Partial Controller Support,Single-player,Stats,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Workshop,,,,,,,,,,,,,,,
1376800,4,Co-op,Multi-player,Online Co-op,Single-player,,,,,,,,,,,,,,,,,,,
