app_id,tag_count,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20
567010,5,Adventure,Comedy,Pixel Graphics,Point & Click,Satire,,,,,,,,,,,,,,,
567020,3,Casual,Indie,Puzzle,,,,,,,,,,,,,,,,,
567030,20,2D,Atmospheric,Beautiful,Casual,Colorful,Cute,Dark,Family Friendly,Great Soundtrack,Hand-drawn,Hidden Object,Indie,Music,Nature,Point & Click,Puzzle,Relaxing,Short,Singleplayer,Stylized
567040,5,Casual,Golf,Indie,Mini Golf,Sports,,,,,,,,,,,,,,,
567060,15,Action,Arena Shooter,Atmospheric,Classic,Demons,Difficult,Fast-Paced,FPS,Gore,Horror,Indie,Old School,Sci-fi,Shooter,Supernatural,,,,,
567080,20,2D,4X,Dynamic Narration,Fantasy,Grand Strategy,Hand-drawn,Hex Grid,Indie,Level Editor,Magic,Old School,Pixel Graphics,Procedural Generation,Resource Management,Singleplayer,Strategy,Strategy RPG,Turn-Based,Turn-Based Combat,Turn-Based Strategy
567130,10,Atmospheric,First-Person,Horror,Indie,Multiplayer,Psychological Horror,Strategy,Survival,Survival Horror,VR,,,,,,,,,,
567140,20,Abstract,Atmospheric,Board Game,Card Game,Casual,Colorful,Difficult,Escape Room,Family Friendly,Fantasy,Funny,Logic,Magic,Mahjong,Puzzle,PvE,Singleplayer,Solitaire,Tabletop,Turn-Based
567150,20,2D,Action,Adventure,Arcade,Board Game,Cartoony,Casual,Colorful,Family Friendly,Fantasy,Funny,Logic,Magic,Puzzle,PvE,Remake,Simulation,Singleplayer,Solitaire,Sports
567160,20,2D,Adventure,Arcade,Capitalism,Cartoony,Casual,Colorful,Cooking,Cute,Economy,Family Friendly,Life Sim,Management,Puzzle,PvE,Simulation,Singleplayer,Strategy,Survival,Time Management
567200,4,Adventure,Indie,Simulation,Strategy,,,,,,,,,,,,,,,,
567210,20,2D,2D Platformer,Adventure,Atmospheric,Cartoon,Cartoony,Casual,Controller,Cute,Fantasy,Funny,Indie,Magic,Parody,Platformer,Puzzle,Puzzle Platformer,Retro,Sokoban,Strategy
567240,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
567280,5,Action,Casual,Great Soundtrack,Indie,Platformer,,,,,,,,,,,,,,,
567290,8,Action,Arcade,Casual,Great Soundtrack,Indie,Puzzle,Rhythm,Typing,,,,,,,,,,,,
567320,13,3D Platformer,Action,Adventure,Early Access,Fast-Paced,First-Person,FPS,Indie,Multiplayer,Parkour,Platformer,Racing,Singleplayer,,,,,,,
567340,6,Adventure,Casual,Indie,RPG,RPGMaker,Strategy,,,,,,,,,,,,,,
567370,6,Action,FPS,Horror,Indie,Pixel Graphics,Shooter,,,,,,,,,,,,,,
567380,17,2D,Action,Adventure,Atmospheric,Choices Matter,Cute,Early Access,Funny,Great Soundtrack,Horror,Indie,Pixel Graphics,Psychological Horror,Puzzle,RPG,Singleplayer,Story Rich,,,
567430,3,Action,Indie,Racing,,,,,,,,,,,,,,,,,
567480,7,Action,Adventure,Gore,Indie,Survival,Survival Horror,Third Person,,,,,,,,,,,,,
567580,7,Action,Bullet Hell,Casual,Indie,Shoot 'Em Up,Shooter,Space,,,,,,,,,,,,,
567590,20,2.5D,2D,2D Platformer,Action,Adventure,Atmospheric,Controller,Emotional,Faith,Hand-drawn,Indie,Logic,Nature,Philosophical,Platformer,Precision Platformer,Puzzle,Puzzle Platformer,Side Scroller,Singleplayer
567620,3,Adventure,Early Access,Indie,,,,,,,,,,,,,,,,,
567630,20,Action,Adventure,Free to Play,Grand Strategy,Hack and Slash,Historical,Horses,Massively Multiplayer,Medieval,MOBA,Multiplayer,Online Co-Op,PvP,RPG,RTS,Sandbox,Strategy,Swordplay,Tactical,War
567640,20,Adventure,Anime,Atmospheric,Comedy,Dark,Dark Comedy,Dark Humor,Dating Sim,Detective,Female Protagonist,Funny,Great Soundtrack,Horror,Memes,Mystery,Psychological Horror,Puzzle,Singleplayer,Story Rich,Visual Novel
567660,9,2D,Action,Arcade,Baseball,Casual,Destruction,Indie,Singleplayer,Sports,,,,,,,,,,,
567670,8,Action,Boomer Shooter,First-Person,FPS,Gore,Indie,Violent,VR,,,,,,,,,,,,
567680,4,Casual,Indie,Nudity,Simulation,,,,,,,,,,,,,,,,
567690,5,Adventure,Casual,Indie,RPG,Visual Novel,,,,,,,,,,,,,,,
567700,5,Early Access,Indie,Massively Multiplayer,Simulation,VR,,,,,,,,,,,,,,,
567750,13,2D,Casual,Comedy,Difficult,Economy,Funny,Great Soundtrack,Indie,Management,Replay Value,RPG,Simulation,Singleplayer,,,,,,,
567780,17,2D,2D Platformer,Action,Arcade,Atmospheric,Automation,Base Building,Casual,Crafting,Exploration,Fast-Paced,Futuristic,Indie,Side Scroller,Simulation,Singleplayer,Space,,,
567800,13,Adventure,Casual,Family Friendly,Indie,Investigation,Mouse only,Mythology,Point & Click,Puzzle,Resource Management,Singleplayer,Strategy,Time Management,,,,,,,
567840,11,Cartoony,Casual,Colorful,Early Access,Experimental,Family Friendly,First-Person,Indie,Robots,Short,VR,,,,,,,,,
567860,20,Anime,Board Game,Cartoon,Cartoony,Casual,Clicker,Colorful,Comic Book,Cute,Fantasy,Indie,Match 3,Minimalist,Puzzle,Puzzle Platformer,Realistic,Relaxing,Singleplayer,Solitaire,Stylized
567890,17,4 Player Local,Action,Co-op,Co-op Campaign,Competitive,Controller,eSports,Futuristic,Indie,Local Co-Op,Local Multiplayer,Multiplayer,Retro,Sci-fi,Singleplayer,Sports,Team-Based,,,
567980,5,Casual,Indie,Music,Rhythm,Singleplayer,,,,,,,,,,,,,,,
568020,4,Casual,RPG,Simulation,Visual Novel,,,,,,,,,,,,,,,,
568030,3,Action,Adventure,VR,,,,,,,,,,,,,,,,,
568040,9,3D Platformer,Action,Adventure,Collectathon,Colorful,Cute,Indie,Platformer,Retro,,,,,,,,,,,
568060,3,Action,Indie,Space,,,,,,,,,,,,,,,,,
568070,20,2D,2D Platformer,Adventure,Atmospheric,Choices Matter,Colorful,Combat,Cute,Difficult,Exploration,Fantasy,Female Protagonist,Indie,Metroidvania,Multiple Endings,Nonlinear,Pixel Graphics,Platformer,Singleplayer,Story Rich
568090,20,1990's,Action,Adventure,Atmospheric,Cute,Dark,Difficult,Family Friendly,First-Person,Funny,Great Soundtrack,Horror,Indie,Memes,Robots,Singleplayer,Story Rich,Strategy,Survival,Survival Horror
568130,3,Action,Adventure,Indie,,,,,,,,,,,,,,,,,
568160,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
568180,4,Action,Adventure,Indie,Platformer,,,,,,,,,,,,,,,,
568200,3,Casual,Indie,Puzzle,,,,,,,,,,,,,,,,,
568220,20,2D,Anime,Atmospheric,Cute,Difficult,Gore,Great Soundtrack,Horror,Indie,Lovecraftian,Management,Psychological Horror,Roguelike,Roguelite,RTS,Simulation,Singleplayer,Story Rich,Strategy,Visual Novel
568240,5,Action,Early Access,Indie,Sports,VR,,,,,,,,,,,,,,,
568300,5,Anime,Free to Play,Indie,Simulation,Visual Novel,,,,,,,,,,,,,,,
568310,5,Action,Adventure,Early Access,Simulation,VR,,,,,,,,,,,,,,,
568320,16,2D,Casual,Colorful,Education,Family Friendly,Indie,Level Editor,Logic,Minimalist,Pixel Graphics,Puzzle,Relaxing,Replay Value,Singleplayer,Strategy,Touch-Friendly,,,,
568330,2,Indie,VR,,,,,,,,,,,,,,,,,,
568370,15,4X,Action,Colorful,Fast-Paced,Funny,Great Soundtrack,Indie,Medieval,Puzzle,Real-Time,RTS,Satire,Strategy,Tactical,Tactical RPG,,,,,
568400,9,Action,Adventure,Blood,Difficult,Early Access,Gore,Indie,Roguelike,Top-Down Shooter,,,,,,,,,,,
568420,4,Casual,Early Access,Indie,VR,,,,,,,,,,,,,,,,
568460,20,2D,Adventure,Casual,Colorful,Controller,Dark Humor,Difficult,Dungeon Crawler,Fantasy,Funny,Indie,Logic,Mystery,Pixel Graphics,Platformer,Puzzle,Puzzle Platformer,Retro,Singleplayer,Supernatural
568470,3,Adventure,Indie,VR,,,,,,,,,,,,,,,,,
568480,2,Action,Indie,,,,,,,,,,,,,,,,,,
568490,20,2D,2D Platformer,Action,Action-Adventure,Adventure,Arcade,Controller,Cute,Family Friendly,Indie,Level Editor,Minimalist,Old School,Pixel Graphics,Platformer,Relaxing,Retro,Side Scroller,Singleplayer,Time Attack
568500,9,2D,Atmospheric,Casual,Great Soundtrack,Indie,Physics,Puzzle,Relaxing,Singleplayer,,,,,,,,,,,
568560,16,2D,Anime,Board Game,Casual,Cute,Dating Sim,Hand-drawn,Interactive Fiction,Nudity,Puzzle,Relaxing,Romance,Sexual Content,Singleplayer,Sokoban,Tabletop,,,,
568570,20,Action,Adventure,Base Building,Building,Co-op,Crafting,Exploration,Fantasy,Indie,Management,Multiplayer,Open World,Open World Survival Craft,RPG,Sandbox,Simulation,Singleplayer,Strategy,Survival,Third Person
568580,11,Action,Early Access,Free to Play,Massively Multiplayer,Multiplayer,Naval,Naval Combat,Open World,Simulation,War,World War II,,,,,,,,,
568600,5,Action,Free to Play,Simulation,Sports,VR,,,,,,,,,,,,,,,
568610,8,Adventure,Choices Matter,Choose Your Own Adventure,Indie,Interactive Fiction,RPG,Story Rich,Text-Based,,,,,,,,,,,,
568640,3,Design & Illustration,Early Access,VR,,,,,,,,,,,,,,,,,
568670,20,3D Platformer,Action,Action Roguelike,Action RPG,Co-op Campaign,Controller,Dark Fantasy,Difficult,Dungeon Crawler,Early Access,Exploration,Hack and Slash,Local Co-Op,Loot,Magic,Roguelike,RPG,Souls-like,Split Screen,Third Person
568690,5,Action,Casual,Early Access,Indie,VR,,,,,,,,,,,,,,,
568720,20,2D,Adventure,Atmospheric,Casual,Choose Your Own Adventure,First-Person,Great Soundtrack,Horror,Indie,Multiple Endings,Nudity,Psychological,Psychological Horror,Realistic,Replay Value,Singleplayer,Story Rich,Surreal,Survival,Visual Novel
568750,12,Adventure,Anime,Casual,Dating Sim,Female Protagonist,Indie,Otome,Romance,RPG,Simulation,Strategy,Visual Novel,,,,,,,,
568770,20,Adventure,Anime,Casual,Choices Matter,Cute,Dating Sim,Fantasy,Female Protagonist,Free to Play,Great Soundtrack,Indie,Multiple Endings,Otome,Replay Value,Romance,Sexual Content,Simulation,Singleplayer,Story Rich,Visual Novel
568780,20,Building,Capitalism,Cartoon,Cartoony,Casual,Colorful,Cute,Economy,Indie,Inventory Management,Isometric,Linear,Management,Pixel Graphics,Resource Management,Simulation,Singleplayer,Strategy,Time Management,Turn-Based Strategy
568790,9,Action,Arena Shooter,FPS,Funny,Multiplayer,Replay Value,Shooter,Singleplayer,VR,,,,,,,,,,,
568800,6,Action,Adventure,Casual,Drama,Puzzle,VR,,,,,,,,,,,,,,
568830,20,2D,Adventure,Anime,Controller,Exploration,Fantasy,Female Protagonist,Hand-drawn,Idler,Indie,JRPG,Magic,Retro,RPG,RPGMaker,Singleplayer,Story Rich,Strategy,Turn-Based,Word Game
568840,3,Action,Indie,Platformer,,,,,,,,,,,,,,,,,
568860,19,3D,Action,Action-Adventure,Atmospheric,Casual,Colorful,Combat,Conspiracy,First-Person,FPS,Gore,Looter Shooter,Memes,Real Time Tactics,Shooter,Singleplayer,Stealth,Strategy,Violent,
568910,20,Colorful,Cute,Grand Strategy,Grid-Based Movement,Indie,Isometric,Magic,Medieval,Pixel Graphics,Retro,RPG,Simulation,Singleplayer,Strategy,Strategy RPG,Tactical,Turn-Based,Turn-Based Combat,Turn-Based Strategy,Turn-Based Tactics
568920,20,2D,Action,Adventure,Arcade,Atmospheric,Casual,Cinematic,Dark Fantasy,Fantasy,Funny,Great Soundtrack,Indie,Memes,Platformer,Puzzle,Retro,Side Scroller,Singleplayer,Story Rich,Stylized
568930,20,Adventure,Atmospheric,Controller,Dark,Exploration,First-Person,Horror,Indie,Investigation,Lovecraftian,Mystery,Open World,Psychological Horror,Realistic,Sci-fi,Singleplayer,Story Rich,Survival,Survival Horror,Walking Simulator
569010,6,Action,Casual,Indie,Racing,Simulation,Sports,,,,,,,,,,,,,,
569050,14,2D,Adventure,Aliens,Comedy,Free to Play,Funny,Hidden Object,Indie,Narration,Pixel Graphics,Point & Click,Retro,Singleplayer,Zombies,,,,,,
569130,8,Action,Beat 'em up,Casual,Indie,Shoot 'Em Up,Shooter,Side Scroller,Top-Down Shooter,,,,,,,,,,,,
569140,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
569150,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
569200,5,Action,Classic,RPG,Simulation,Space,,,,,,,,,,,,,,,
569210,9,2D,Adventure,Anime,Indie,Nudity,Romance,Sexual Content,Singleplayer,Visual Novel,,,,,,,,,,,
569220,2,Adventure,FMV,,,,,,,,,,,,,,,,,,
569270,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
569290,5,2D,Action,Adventure,Indie,Metroidvania,,,,,,,,,,,,,,,
569340,20,Adventure,Atmospheric,Casual,Conversation,Drama,Emotional,First-Person,Immersive Sim,Indie,Interactive Fiction,Minimalist,Narrative,Philosophical,Psychological,Short,Simulation,Singleplayer,Story Rich,Visual Novel,Walking Simulator
569350,13,4 Player Local,Action,Cartoony,Destruction,Family Friendly,Funny,Indie,Local Multiplayer,Multiplayer,Physics,Strategy,Survival,Twin Stick Shooter,,,,,,,
569360,7,2D,Action,Adventure,Difficult,Indie,Platformer,Puzzle Platformer,,,,,,,,,,,,,
569370,5,Casual,Early Access,Free to Play,Indie,VR,,,,,,,,,,,,,,,
569380,7,Adventure,Atmospheric,Casual,Detective,Hidden Object,Point & Click,Singleplayer,,,,,,,,,,,,,
569390,3,Action,Indie,VR,,,,,,,,,,,,,,,,,
569420,5,Action,Casual,Indie,Sports,VR,,,,,,,,,,,,,,,
569430,20,Action,Adventure,Atmospheric,Blood,Demons,Early Access,Exploration,Fast-Paced,Fighting,First-Person,Gore,Horror,Indie,Mystery Dungeon,Psychological Horror,Puzzle,Singleplayer,Survival,Violent,Walking Simulator
569480,20,Action,Base Building,Building,City Builder,Colony Sim,Colorful,Crafting,Economy,Great Soundtrack,Management,Medieval,Open World,Relaxing,Resource Management,RTS,Sandbox,Simulation,Singleplayer,Strategy,Survival
569500,4,3D Platformer,Action,Adventure,Indie,,,,,,,,,,,,,,,,
569510,4,Casual,Free to Play,Horror,VR,,,,,,,,,,,,,,,,
569520,4,Adventure,Horror,Indie,Survival Horror,,,,,,,,,,,,,,,,
569530,7,Action,Arena Shooter,FPS,Indie,Multiplayer,PvP,Western,,,,,,,,,,,,,
569570,9,Action,Adventure,Comic Book,Cute,Early Access,Indie,JRPG,RPG,Turn-Based,,,,,,,,,,,
569590,3,Action,Adventure,Indie,,,,,,,,,,,,,,,,,
569610,19,1980s,2D,Action,Adventure,Arcade,Bullet Hell,Casual,Controller,Difficult,Indie,Minimalist,Pixel Graphics,PvE,Retro,Sci-fi,Shoot 'Em Up,Shooter,Singleplayer,Space,
569630,20,3D,Action,Base Building,Cartoony,Combat,Dark Comedy,Dark Humor,First-Person,FPS,Funny,Hack and Slash,Post-apocalyptic,PvE,Shooter,Singleplayer,Strategy,Tower Defense,Voxel,VR,Zombies
569640,5,Action,Adventure,RPG,VR,Zombies,,,,,,,,,,,,,,,
569720,13,2D,Action,Co-op,Difficult,Fast-Paced,Female Protagonist,Free to Play,Indie,Level Editor,Multiplayer,Pixel Graphics,Space,Twin Stick Shooter,,,,,,,
569770,6,2D,Building,Early Access,Indie,Sandbox,Space,,,,,,,,,,,,,,
569800,6,Adventure,Indie,Point & Click,Puzzle,Singleplayer,Surreal,,,,,,,,,,,,,,
569810,4,Adventure,Indie,Point & Click,Puzzle,,,,,,,,,,,,,,,,
569860,20,1990's,2D,Adventure,Atmospheric,Classic,Comedy,Cult Classic,Detective,Funny,Great Soundtrack,Indie,Mystery,Noir,Pixel Graphics,Point & Click,Puzzle,Remake,Retro,Singleplayer,Story Rich
569870,7,Action,Early Access,Indie,Nudity,Sci-fi,Shooter,VR,,,,,,,,,,,,,
569890,6,Action,Casual,God Game,Indie,Simulation,VR,,,,,,,,,,,,,,
569900,3,Adventure,Casual,Hidden Object,,,,,,,,,,,,,,,,,
569940,8,Casual,Competitive,Indie,Multiplayer,Real-Time,Sports,Strategy,VR,,,,,,,,,,,,
569970,9,Adventure,Anime,Indie,JRPG,Nudity,Pixel Graphics,RPG,RPGMaker,Sexual Content,,,,,,,,,,,
570000,3,Casual,Music,VR,,,,,,,,,,,,,,,,,
570050,8,Action,Arcade,Bullet Hell,Great Soundtrack,Local Co-Op,Sci-fi,Shoot 'Em Up,Shooter,,,,,,,,,,,,
570060,3,Casual,Indie,VR,,,,,,,,,,,,,,,,,
570090,5,Design & Illustration,Education,Game Development,Software,Utilities,,,,,,,,,,,,,,,
570110,20,2D,2D Platformer,Action,Action-Adventure,Adventure,Colorful,Cute,Family Friendly,Fantasy,Indie,Inventory Management,Magic,Metroidvania,Nonlinear,Pixel Graphics,Platformer,Retro,RPG,Side Scroller,Singleplayer
570230,20,Action,Adventure,Atmospheric,Dark,Difficult,Exploration,First-Person,FPS,Horror,Indie,Memes,Open World,Psychological Horror,Realistic,Simulation,Singleplayer,Survival Horror,Violent,VR,Walking Simulator
570340,4,Action,Adventure,Casual,VR,,,,,,,,,,,,,,,,
570350,20,2D,Atmospheric,Choices Matter,Choose Your Own Adventure,Controller,Drama,Hand-drawn,Hidden Object,Horror,Interactive Fiction,Lovecraftian,Multiple Endings,Mystery,Point & Click,Psychological,Psychological Horror,Story Rich,Stylized,Thriller,Visual Novel
570380,3,Indie,RPG,Violent,,,,,,,,,,,,,,,,,
570420,7,Action,Sandbox,Sci-fi,Simulation,Space,Space Sim,VR,,,,,,,,,,,,,
570470,5,Adventure,Casual,Escape Room,Indie,VR,,,,,,,,,,,,,,,
570490,4,Card Game,Casual,Indie,Solitaire,,,,,,,,,,,,,,,,
570500,6,Adventure,Early Access,Gore,Indie,Sexual Content,Violent,,,,,,,,,,,,,,
570540,2,Adventure,VR,,,,,,,,,,,,,,,,,,
570580,7,Adventure,Classic,Funny,Interactive Fiction,Retro,Singleplayer,Text-Based,,,,,,,,,,,,,
570590,7,Adventure,Casual,Indie,RPG,Simulation,Strategy,VR,,,,,,,,,,,,,
570600,3,Action,Indie,VR,,,,,,,,,,,,,,,,,
570680,11,Adventure,Atmospheric,Classic,Exploration,First-Person,FMV,Funny,Point & Click,Puzzle,Satire,Surreal,,,,,,,,,
570690,9,Action,FPS,Gore,Horror,Indie,Nudity,Shooter,Violent,Zombies,,,,,,,,,,,
570710,20,3D,Action,Action-Adventure,Adventure,Anime,Casual,Combat,Comedy,Fantasy,Gore,Hack and Slash,Heist,Multiplayer,Open World,Parkour,RPG,Singleplayer,Strategy,Third Person,Violent
570770,5,Great Soundtrack,Martial Arts,RPG,Singleplayer,Story Rich,,,,,,,,,,,,,,,
570780,7,Adventure,Drama,Great Soundtrack,Martial Arts,RPG,Story Rich,Turn-Based,,,,,,,,,,,,,
570790,6,Base Building,Building,City Builder,Cute,Simulation,Singleplayer,,,,,,,,,,,,,,
570810,6,Adventure,Comedy,Indie,RPG,RPGMaker,Satire,,,,,,,,,,,,,,
570820,6,2D,Action,Adventure,Beat 'em up,Indie,Local Co-Op,,,,,,,,,,,,,,
570840,20,Adventure,Anime,Atmospheric,Cats,Choices Matter,Cute,Dating Sim,Free to Play,Indie,LGBTQ+,Memes,Modern,Multiple Endings,Nudity,Romance,Sexual Content,Singleplayer,Story Rich,Text-Based,Visual Novel
570850,9,Action,Adventure,FPS,Gore,Indie,RPG,Strategy,Violent,VR,,,,,,,,,,,
570860,6,Action,Casual,Indie,Rhythm,Sports,VR,,,,,,,,,,,,,,
570890,12,2D,4 Player Local,Action,Adventure,Aliens,Atmospheric,Difficult,Indie,Local Multiplayer,Platformer,Singleplayer,Story Rich,,,,,,,,
570900,4,Casual,Free to Play,Indie,VR,,,,,,,,,,,,,,,,
570940,20,Action,Action RPG,Adventure,Atmospheric,Character Customization,Co-op,Dark,Dark Fantasy,Difficult,Exploration,Fantasy,Great Soundtrack,Lore-Rich,Multiplayer,Replay Value,RPG,Souls-like,Soundtrack,Story Rich,Third Person
570950,20,Adventure,Arena Shooter,Atmospheric,Blood,Boomer Shooter,Bullet Time,Casual,Dark,Dark Humor,Demons,Early Access,Fast-Paced,First-Person,FPS,Hero Shooter,Hidden Object,Horror,Old School,Retro,Shooter
570970,8,Action,Casual,Fighting,Gore,Indie,Nudity,Sexual Content,Violent,,,,,,,,,,,,
570980,7,Action,Action Roguelike,Adventure,Early Access,Indie,Replay Value,Roguelike,,,,,,,,,,,,,
571020,4,Action,Casual,Indie,Platformer,,,,,,,,,,,,,,,,
571040,5,Design & Illustration,Education,Photo Editing,Software Training,Utilities,,,,,,,,,,,,,,,
571050,4,Casual,Indie,Simulation,VR,,,,,,,,,,,,,,,,
571060,14,Adventure,Atmospheric,Dark Fantasy,Exploration,First-Person,FMV,Horror,Nudity,Philosophical,Point & Click,Puzzle,Story Rich,Surreal,Violent,,,,,,
571080,3,Casual,Indie,Racing,,,,,,,,,,,,,,,,,
571100,20,3D,America,Anime,Artificial Intelligence,Casual,Choose Your Own Adventure,Comedy,Comic Book,Dark Comedy,Dating Sim,Mature,NSFW,Nudity,Realistic,Romance,Sexual Content,Simulation,Stylized,Visual Novel,VR
571180,2,Simulation,VR,,,,,,,,,,,,,,,,,,
571230,3,Casual,Simulation,VR,,,,,,,,,,,,,,,,,
571260,15,2.5D,2D Fighter,3D,3D Fighter,Action,Anime,Arcade,Beat 'em up,Competitive,Female Protagonist,Fighting,Great Soundtrack,Multiplayer,Singleplayer,Story Rich,,,,,
571310,20,2D,2D Platformer,Action,Adventure,Casual,Colorful,Controller,Exploration,Family Friendly,Female Protagonist,Great Soundtrack,Indie,Metroidvania,Mining,Platformer,Robots,RPG,Singleplayer,Steampunk,Western
571330,3,Casual,Indie,Puzzle,,,,,,,,,,,,,,,,,
571340,20,3D,Action,Action-Adventure,Controller,Dark Humor,Demons,Exploration,Fantasy,First-Person,Horror,Mystery,Mythology,Open World,Psychological Horror,RPG,Stealth,Surreal,Thriller,VR,Werewolves
571350,14,2D,Action,Difficult,Early Access,Fast-Paced,Free to Play,Gore,Indie,Pixel Graphics,Retro,Shoot 'Em Up,Shooter,Short,Singleplayer,,,,,,
571430,5,Action,Indie,Simulation,Sports,VR,,,,,,,,,,,,,,,
571500,4,Adventure,Early Access,Simulation,VR,,,,,,,,,,,,,,,,
571520,20,2D,Action,Action-Adventure,Adventure,Cartoony,Choose Your Own Adventure,Colorful,Dark Comedy,Exploration,Hand-drawn,Horror,Immersive Sim,Lovecraftian,Open World,Point & Click,Retro,Survival,Survival Horror,Top-Down,Top-Down Shooter
571530,17,Action,Adventure,Anime,Cute,Female Protagonist,Funny,Great Soundtrack,Hentai,JRPG,Memes,Nudity,RPG,Sexual Content,Singleplayer,Strategy,Turn-Based,Visual Novel,,,
571550,5,Adventure,Indie,RPG,RPGMaker,Strategy,,,,,,,,,,,,,,,
571630,15,Adventure,Atmospheric,Casual,Early Access,Exploration,Family Friendly,First-Person,Great Soundtrack,Indie,Music,Physics,Puzzle,Relaxing,Singleplayer,VR,,,,,
571660,4,Action,Indie,Shooter,VR,,,,,,,,,,,,,,,,
571680,6,Adventure,Casual,Early Access,Indie,RPG,Strategy,,,,,,,,,,,,,,
571720,8,Action,Adventure,Anime,Fighting,Hack and Slash,Open World,Pirates,Singleplayer,,,,,,,,,,,,
571740,20,Casual,Co-op,Difficult,Early Access,Family Friendly,Funny,Golf,Indie,Level Editor,Local Multiplayer,Memes,Mini Golf,Multiplayer,Online Co-Op,Sandbox,Simulation,Singleplayer,Sports,Strategy,VR
571860,8,Action,Aliens,Casual,FPS,Futuristic,Indie,Shooter,VR,,,,,,,,,,,,
571870,3,Action,Adventure,Indie,,,,,,,,,,,,,,,,,
571880,20,Adventure,Anime,Choices Matter,Choose Your Own Adventure,Crime,Dating Sim,Dragons,Drama,Indie,Memes,Mystery,Psychological Horror,RPG,Sci-fi,Sexual Content,Simulation,Singleplayer,Story Rich,Violent,Visual Novel
571890,3,Animation & Modeling,Design & Illustration,VR,,,,,,,,,,,,,,,,,
572000,5,Casual,Free to Play,Indie,Sexual Content,VR,,,,,,,,,,,,,,,
572010,6,Action,Adventure,Female Protagonist,Indie,Open World,Zombies,,,,,,,,,,,,,,
572020,7,Action,Casual,Free to Play,Indie,Science,Shoot 'Em Up,Simulation,,,,,,,,,,,,,
572040,5,Action,Adventure,Casual,Indie,Platformer,,,,,,,,,,,,,,,
572050,3,4X,Strategy,Turn-Based Strategy,,,,,,,,,,,,,,,,,
572130,4,Casual,Indie,Simulation,VR,,,,,,,,,,,,,,,,
572160,6,Casual,Early Access,Golf,Indie,Simulation,Sports,,,,,,,,,,,,,,
572170,3,Adventure,Horror,Indie,,,,,,,,,,,,,,,,,
572180,3,Action,Casual,Indie,,,,,,,,,,,,,,,,,
572220,12,4 Player Local,Action,Competitive,Indie,Local Multiplayer,Magic,MOBA,Multiplayer,Party Game,Physics,PvP,Strategy,,,,,,,,
572240,20,1990's,3D,3D Platformer,Action,Adventure,Arcade,Cartoony,Casual,Cute,Funny,Historical,Indie,Isometric,Old School,Platformer,Puzzle,Puzzle Platformer,PvE,Retro,Singleplayer
572290,7,Action,Indie,Procedural Generation,Roguelike,Roguelite,Shooter,VR,,,,,,,,,,,,,
572330,20,Adventure,Cinematic,Dark,Dark Humor,First-Person,FMV,Gore,Hidden Object,Horror,Indie,Interactive Fiction,Multiple Endings,Mystery,Narration,Point & Click,Psychological Horror,Short,Singleplayer,Thriller,Violent
572350,3,Design & Illustration,Early Access,VR,,,,,,,,,,,,,,,,,
572410,20,Action,Co-op,Historical,Military,Multiplayer,Open World,Real Time Tactics,Real-Time,Real-Time with Pause,Realistic,Replay Value,RTS,Simulation,Singleplayer,Strategy,Tactical,Tanks,War,Wargame,World War II
572430,20,Action,Adventure,Co-op,Difficult,Funny,Gore,Great Soundtrack,Indie,Multiplayer,Music,Pixel Graphics,Psychedelic,Simulation,Singleplayer,Stealth,Strategy,Tactical,Top-Down,Villain Protagonist,Violent
572480,12,1980s,4 Player Local,Action,Adventure,Casual,Difficult,Early Access,Gore,Indie,Local Co-Op,Perma Death,Roguelite,,,,,,,,
572510,20,2D Platformer,Action,Action-Adventure,Adventure,Arcade,Casual,Character Customization,Controller,Funny,Local Multiplayer,Multiplayer,Multiple Endings,Platformer,Precision Platformer,PvP,Retro,Runner,Singleplayer,Soundtrack,Split Screen
572520,20,Action,Character Customization,Co-op,Competitive,Difficult,Early Access,eSports,Free to Play,Futuristic,Indie,Mechs,MOBA,Online Co-Op,PvE,PvP,RPG,RTS,Sci-fi,Strategy,Tower Defense
572570,4,Casual,Indie,Simulation,Strategy,,,,,,,,,,,,,,,,
572580,4,Adventure,Casual,Strategy,Time Management,,,,,,,,,,,,,,,,
572620,8,Arcade,Casual,Early Access,Indie,Physics,Sandbox,Simulation,VR,,,,,,,,,,,,
572630,20,Atmospheric,Audio Production,Casual,Colorful,Early Access,Emotional,Exploration,Family Friendly,First-Person,Futuristic,Immersive Sim,Indie,Logic,Music,Relaxing,Rhythm,Sandbox,Sci-fi,Software,VR
572640,4,Indie,Nudity,RPG,RPGMaker,,,,,,,,,,,,,,,,
572660,6,Action,Free to Play,Horror,Indie,Strategy,VR,,,,,,,,,,,,,,
