app_id,tag_count,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20
2561140,18,3D,3D Fighter,Action,Comic Book,Early Access,First-Person,Hack and Slash,Indie,Medieval,Multiplayer,Physics,PvP,Real Time Tactics,RPG,Singleplayer,Spectacle fighter,Stylized,Swordplay,,
2561150,7,2D,2D Platformer,Action,Futuristic,Shooter,Singleplayer,Vehicular Combat,,,,,,,,,,,,,
2561170,10,3D,Aliens,Casual,Colorful,Combat,PvE,Shoot 'Em Up,Singleplayer,Strategy,Tower Defense,,,,,,,,,,
2561180,20,Action,Adventure,Base Building,Building,Casual,City Builder,Colorful,Cute,Family Friendly,Indie,Linear,Logic,Management,Puzzle,Relaxing,Resource Management,Singleplayer,Strategy,Time Management,Top-Down
2561190,20,2D,Adventure,Arcade,Casual,Clicker,Colorful,Cooking,Cute,Family Friendly,Indie,Isometric,Linear,Management,Puzzle,Relaxing,Score Attack,Simulation,Singleplayer,Time Management,Time Manipulation
2561200,20,2.5D,Action,Action-Adventure,Arcade,Bullet Hell,Flight,Futuristic,Indie,Magic,Open World,Physics,Pixel Graphics,PvE,Sci-fi,Short,Singleplayer,Space,Space Sim,Top-Down,Voxel
2561210,6,Arcade,Driving,eSports,Multiplayer,Singleplayer,Sports,,,,,,,,,,,,,,
2561220,7,Action,Arcade,Casual,Driving,Racing,Singleplayer,Third Person,,,,,,,,,,,,,
2561230,20,2D,Action,Action-Adventure,Arcade,Casual,Co-op,Co-op Campaign,Collectathon,Minimalist,Multiplayer,Mystery,Online Co-Op,Puzzle Platformer,PvE,PvP,Real Time Tactics,Singleplayer,Team-Based,Time Management,Typing
2561260,20,2D,Adventure,Atmospheric,Choose Your Own Adventure,Cinematic,Drama,Emotional,Exploration,Fantasy,Futuristic,Logic,Minimalist,Mystery,Point & Click,Psychedelic,Puzzle,Roguelite,Side Scroller,Story Rich,Stylized
2561270,20,3D,Action,Arena Shooter,Boomer Shooter,Bullet Hell,Casual,Combat,Comedy,Difficult,Fast-Paced,First-Person,FPS,Great Soundtrack,Indie,Memes,Psychological Horror,PvE,Sexual Content,Shooter,Singleplayer
2561280,17,3D,3D Vision,Adventure,Agriculture,Anime,Cats,Character Customization,Colorful,Crafting,Farming Sim,Female Protagonist,Fishing,Free to Play,Relaxing,Simulation,Singleplayer,Strategy,,,
2561310,20,Artificial Intelligence,Atmospheric,Board Game,Card Game,Casual,Competitive,Family Friendly,Hand-drawn,Multiplayer,Nature,Singleplayer,Snow,Strategy,Stylized,Tabletop,Tactical,Turn-Based,Turn-Based Strategy,Turn-Based Tactics,Tutorial
2561330,16,1990's,2D,2D Platformer,Action,Action-Adventure,Adventure,Cute,Indie,Linear,Old School,Physics,Pixel Graphics,Platformer,Precision Platformer,Side Scroller,Singleplayer,,,,
2561340,20,Action,Action-Adventure,Adventure,Atmospheric,Cinematic,Drama,Emotional,Exploration,Futuristic,Mystery,Nature,Platformer,Puzzle,Puzzle Platformer,Realistic,Sci-fi,Simulation,Space,Third Person,Thriller
2561360,17,2D,Atmospheric,Board Game,Casual,Family Friendly,Free to Play,Immersive Sim,Lovecraftian,Puzzle,Relaxing,Simulation,Singleplayer,Steampunk,Story Rich,Stylized,Tabletop,Top-Down,,,
2561370,20,2D,Action,Action RPG,Action-Adventure,Adventure,Base Building,Building,Combat,Crafting,Exploration,Farming Sim,Hack and Slash,Management,Open World,Simulation,Singleplayer,Survival,Survival Horror,Top-Down,Zombies
2561380,20,3D,Aliens,Artificial Intelligence,Base Building,Building,Casual,Character Customization,City Builder,Colony Sim,Creature Collector,Family Friendly,God Game,Immersive Sim,Nature,RPG,Sandbox,Science,Simulation,Stylized,Survival
2561390,20,2D,Atmospheric,Base Building,Building,City Builder,Colorful,Cute,Economy,Grid-Based Movement,Immersive Sim,Management,Minimalist,Pixel Graphics,Real Time Tactics,Relaxing,Resource Management,Simulation,Time Management,Top-Down,Trading
2561460,16,Action,Action RPG,Action-Adventure,Combat,Controller,Difficult,Hack and Slash,Historical,Martial Arts,Realistic,Score Attack,Singleplayer,Story Rich,Swordplay,Third Person,Violent,,,,
2561470,11,2D,2D Platformer,Atmospheric,Casual,Dark,Free to Play,Indie,Minimalist,Pixel Graphics,Puzzle,Singleplayer,,,,,,,,,
2561480,20,3D,Action,Atmospheric,Cinematic,Co-op,Dark,Demons,Early Access,Emotional,First-Person,Horror,Investigation,Multiplayer,Mystery,Psychological,Psychological Horror,PvP,Stealth,Supernatural,Thriller
2561500,20,3D,Action RPG,Action-Adventure,Adventure,Auto Battler,Fantasy,Hand-drawn,Magic,Medieval,Mystery,Old School,Party-Based RPG,Retro,Roguelite,RPG,Strategy,Strategy RPG,Stylized,Tactical RPG,Top-Down
2561530,17,3D,Action,Adventure,Cartoon,Colorful,Combat,Crafting,Destruction,Early Access,First-Person,FPS,Gore,Shooter,Singleplayer,Survival,Violent,Zombies,,,
2561580,20,Action,Action-Adventure,Adventure,Artificial Intelligence,Combat,Crafting,Emotional,Female Protagonist,Futuristic,Inventory Management,Mechs,Nature,Open World,Post-apocalyptic,RPG,Sci-fi,Singleplayer,Stealth,Story Rich,Third Person
2561610,20,2D Platformer,Adventure,Building,Cartoony,City Builder,Colorful,Crafting,Exploration,Fantasy,Farming Sim,Hand-drawn,Magic,Medieval,Puzzle,Relaxing,RPG,Singleplayer,Story Rich,Survival,Third Person
2561650,16,2D,Action,Action Roguelike,Bullet Hell,Combat,Controller,Dark Fantasy,Fantasy,Pixel Graphics,Retro,Roguelite,Shooter,Singleplayer,Top-Down,Top-Down Shooter,Twin Stick Shooter,,,,
2561660,20,Action,Atmospheric,Co-op,First-Person,FPS,Gun Customization,Horror,Looter Shooter,Multiplayer,Online Co-Op,Open World,Perma Death,PvE,PvP,Realistic,Shooter,Survival,Survival Horror,Tactical,Team-Based
2561680,20,3D,Action,Action-Adventure,Adventure,Atmospheric,Character Customization,Choices Matter,Dark,Early Access,Exploration,First-Person,FPS,Horror,Multiplayer,Psychological Horror,Puzzle,PvE,Singleplayer,Survival Horror,Team-Based
2561710,20,3D,Action,Action Roguelike,Action RPG,Adventure,Dark,Dark Fantasy,Dark Humor,Demons,Destruction,Fantasy,Loot,Lore-Rich,Medieval,Party-Based RPG,Roguelike,RPG,Stylized,Survival,Top-Down
2561720,20,Auto Battler,Card Battler,Card Game,Choose Your Own Adventure,Deckbuilding,Early Access,Futuristic,Management,Mechs,Noir,PvP,Robots,Roguelike,Roguelite,Space,Strategy,Stylized,Trading Card Game,Turn-Based Strategy,Turn-Based Tactics
2561770,19,Base Building,City Builder,Crafting,Indie,Lemmings,Logic,Management,Moddable,Multiple Endings,Nature,Relaxing,Retro,RTS,Sandbox,Simulation,Singleplayer,Strategy,Strategy RPG,Trading,
2561780,15,2D,3D,Adventure,Building,Casual,City Builder,Colorful,Controller,Family Friendly,Fantasy,Female Protagonist,Indie,Match 3,Puzzle,Singleplayer,,,,,
2561810,20,3D,4 Player Local,Action,Arcade,Cartoony,Casual,Colorful,Combat,Controller,Cute,Family Friendly,Indie,Local Multiplayer,Multiplayer,Physics,PvP,Singleplayer,Stylized,Third Person,Top-Down
2561860,20,3D,3D Platformer,Anime,Atmospheric,Cartoon,Cartoony,Casual,Choices Matter,Colorful,Controller,Cute,Education,Family Friendly,Funny,Logic,Platformer,Precision Platformer,Puzzle Platformer,Relaxing,Word Game
2561870,20,2D,2D Platformer,Adventure,Atmospheric,Cartoony,Colorful,Controller,Cute,Education,Family Friendly,Fantasy,Foreign,Hand-drawn,Indie,Mythology,Nature,Platformer,Relaxing,Singleplayer,Story Rich
2561920,15,3D,Action,Action-Adventure,Adventure,Atmospheric,Dark,Dungeon Crawler,Exploration,First-Person,Horror,Indie,Psychological Horror,Singleplayer,Stealth,Supernatural,,,,,
2561950,5,Education,Experimental,Psychological,Utilities,VR,,,,,,,,,,,,,,,
2561970,20,2D,2D Platformer,Action,Action-Adventure,Adventure,Atmospheric,Choices Matter,Colorful,Combat,Controller,Dark Fantasy,Fantasy,Hand-drawn,Medieval,Metroidvania,Multiple Endings,Platformer,Side Scroller,Souls-like,Stylized
2561980,18,Base Building,Building,Co-op,Crafting,Driving,Exploration,First-Person,Multiplayer,Open World,Open World Survival Craft,Physics,Resource Management,Sandbox,Sci-fi,Simulation,Singleplayer,Trading,Vehicular Combat,,
2562000,20,2D,2D Fighter,Action Roguelike,Atmospheric,Casual,Class-Based,Combat,Controller,Dark,Dark Fantasy,Deckbuilding,Demons,Logic,Minimalist,Pixel Graphics,Roguelike,RPG,Side Scroller,Tactical,Tactical RPG
2562010,18,1990's,3D,Action,Action-Adventure,Arcade,Casual,Colorful,Controller,Indie,Linear,Physics,Racing,Runner,Singleplayer,Skating,Sports,Stylized,Third Person,,
2562020,14,2D,Base Building,Building,City Builder,Clicker,Fantasy,God Game,Idler,Indie,Management,Pixel Graphics,Resource Management,Singleplayer,Strategy,,,,,,
2562040,19,2.5D,Automation,Cartoony,Coding,Comedy,Conspiracy,Dark Humor,Early Access,Education,Futuristic,Hand-drawn,Indie,Logic,Programming,Robots,Sci-fi,Simulation,Singleplayer,Top-Down,
2562100,20,2D,Action,Action-Adventure,Arcade,Arena Shooter,Bullet Hell,Bullet Time,Cartoony,Casual,Colorful,Cute,Early Access,Funny,Hack and Slash,Hand-drawn,PvE,Roguelike,Shooter,Top-Down,Top-Down Shooter
